"ident","lat","long","new_seg","display","color","altitude","depth","temp","time","model","filename","ltime"
"pa52",-16.3719180589,-71.5294377026,"False"," "," ",0," "," "," "," "," "," "
"pa52",-16.3720396479,-71.5294084593,"False"," "," ",0," "," "," "," "," "," "
"pa52",-16.372118296,-71.5293528544,"False"," "," ",0," "," "," "," "," "," "
"pa52",-16.3722951874,-71.5290639776,"False"," "," ",0," "," "," "," "," "," "
"pa52",-16.3723632552,-71.5290276058,"False"," "," ",0," "," "," "," "," "," "
"pa52",-16.372569361,-71.5290871284,"False"," "," ",0," "," "," "," "," "," "
"pa52",-16.3733661803,-71.5291272311,"False"," "," ",0," "," "," "," "," "," "
"pa52",-16.3734631849,-71.5290128023,"False"," "," ",0," "," "," "," "," "," "
"pa52",-16.3733481675,-71.5287196354,"False"," "," ",0," "," "," "," "," "," "
"pa52",-16.3722789813,-71.5279957943,"False"," "," ",0," "," "," "," "," "," "
"pa54"," "," "," "," "," "," "," "," "," "," "," "," "
"pa54",-16.3654542441,-71.52485844,"False"," "," ",0," "," "," "," "," "," "
"pa54",-16.3679078241,-71.5266144117,"False"," "," ",0," "," "," "," "," "," "
"pa54",-16.3682331598,-71.5261290292,"False"," "," ",0," "," "," "," "," "," "
"pa54",-16.3657659497,-71.5244034277,"False"," "," ",0," "," "," "," "," "," "
"rg37"," "," "," "," "," "," "," "," "," "," "," "," "
"rg37",-16.3693835266,-71.5001714721,"False"," "," ",0," "," "," "," "," "," "
"rg37",-16.3694932815,-71.5001094654,"False"," "," ",0," "," "," "," "," "," "
"rg37",-16.3693130566,-71.499285509,"False"," "," ",0," "," "," "," "," "," "
"rg37",-16.3691216238,-71.4983964135,"False"," "," ",0," "," "," "," "," "," "
"rg37",-16.3687413852,-71.4976416076,"False"," "," ",0," "," "," "," "," "," "
"rg37",-16.36798463,-71.4966026417,"False"," "," ",0," "," "," "," "," "," "
"rg37",-16.3674297564,-71.495642241,"False"," "," ",0," "," "," "," "," "," "
"rg37",-16.3663680179,-71.4941697765,"False"," "," ",0," "," "," "," "," "," "
"rg37",-16.3651631961,-71.4919870248,"False"," "," ",0," "," "," "," "," "," "
"rg37",-16.3644242703,-71.4923900255,"False"," "," ",0," "," "," "," "," "," "
"rg37",-16.3642401183,-71.4922224597,"False"," "," ",0," "," "," "," "," "," "
"rg37",-16.3638079271,-71.4926010891,"False"," "," ",0," "," "," "," "," "," "
"rg37",-16.3642358001,-71.4930948715,"False"," "," ",0," "," "," "," "," "," "
"rg37",-16.3648746532,-71.4928808362,"False"," "," ",0," "," "," "," "," "," "
"rg37",-16.3660683782,-71.4959873371,"False"," "," ",0," "," "," "," "," "," "
"rg37",-16.3664037506,-71.496821051,"False"," "," ",0," "," "," "," "," "," "
"rg37",-16.3679442008,-71.4982525009,"False"," "," ",0," "," "," "," "," "," "
"rg37",-16.3685480755,-71.4990291208,"False"," "," ",0," "," "," "," "," "," "
"rg37",-16.368723301,-71.4997245034,"False"," "," ",0," "," "," "," "," "," "
"rg37",-16.3689991828,-71.5002246752,"False"," "," ",0," "," "," "," "," "," "
"rg1"," "," "," "," "," "," "," "," "," "," "," "," "
"rg1",-16.3801863195,-71.5261073069,"False"," "," ",0," "," "," "," "," "," "
"rg1",-16.3811977371,-71.5247557823,"False"," "," ",0," "," "," "," "," "," "
"rg1",-16.3803872741,-71.5239829751,"False"," "," ",0," "," "," "," "," "," "
"rg1",-16.3801130871,-71.5242181526,"False"," "," ",0," "," "," "," "," "," "
"rg1",-16.3804517367,-71.5245579884,"False"," "," ",0," "," "," "," "," "," "
"rg1",-16.3798421492,-71.5253302535,"False"," "," ",0," "," "," "," "," "," "
"rg9"," "," "," "," "," "," "," "," "," "," "," "," "
"rg9",-16.3768291217,-71.5300260334,"False"," "," ",0," "," "," "," "," "," "
"rg9",-16.3775559906,-71.5299610905,"False"," "," ",0," "," "," "," "," "," "
"rg9",-16.3774228854,-71.5292186829,"False"," "," ",0," "," "," "," "," "," "
"rg9",-16.3778277915,-71.529125001,"False"," "," ",0," "," "," "," "," "," "
"rg9",-16.3779219657,-71.5290823808,"False"," "," ",0," "," "," "," "," "," "
"rg9",-16.3778419907,-71.5288549763,"False"," "," ",0," "," "," "," "," "," "
"rg9",-16.3775968818,-71.5285891226,"False"," "," ",0," "," "," "," "," "," "
"rg9",-16.376797112,-71.5290651781,"False"," "," ",0," "," "," "," "," "," "
"rg9",-16.3768958542,-71.5298716296,"False"," "," ",0," "," "," "," "," "," "
"rg9",-16.3767781219,-71.5299125722,"False"," "," ",0," "," "," "," "," "," "
"rg14"," "," "," "," "," "," "," "," "," "," "," "," "
"rg14",-16.3772033676,-71.5279151,"False"," "," ",0," "," "," "," "," "," "
"rg14",-16.3768342628,-71.527467459,"False"," "," ",0," "," "," "," "," "," "
"rg14",-16.3763640596,-71.5269346797,"False"," "," ",0," "," "," "," "," "," "
"rg14",-16.3760408935,-71.5267849447,"False"," "," ",0," "," "," "," "," "," "
"rg14",-16.3754377494,-71.5270595571,"False"," "," ",0," "," "," "," "," "," "
"rg14",-16.3755741317,-71.527323611,"False"," "," ",0," "," "," "," "," "," "
"rg14",-16.3761918077,-71.527064078,"False"," "," ",0," "," "," "," "," "," "
"rg14",-16.3767825075,-71.5281578867,"False"," "," ",0," "," "," "," "," "," "
"rg14",-16.3769125243,-71.5280934146,"False"," "," ",0," "," "," "," "," "," "
"rg14",-16.3771316523,-71.5285905506,"False"," "," ",0," "," "," "," "," "," "
"rg14",-16.3772241777,-71.5288074874,"False"," "," ",0," "," "," "," "," "," "
"rg14",-16.3776208162,-71.5285690093,"False"," "," ",0," "," "," "," "," "," "
"rg14",-16.3779616323,-71.5282497383,"False"," "," ",0," "," "," "," "," "," "
"rg14",-16.3776152339,-71.5277972689,"False"," "," ",0," "," "," "," "," "," "
"rg14",-16.3774887191,-71.5276573069,"False"," "," ",0," "," "," "," "," "," "
"rg15"," "," "," "," "," "," "," "," "," "," "," "," "
"rg15",-16.3767786733,-71.529061003,"False"," "," ",0," "," "," "," "," "," "
"rg15",-16.3772085785,-71.5288156874,"False"," "," ",0," "," "," "," "," "," "
"rg15",-16.3769121991,-71.5281333225,"False"," "," ",0," "," "," "," "," "," "
"rg15",-16.3767820658,-71.5281862593,"False"," "," ",0," "," "," "," "," "," "
"rg15",-16.3761930264,-71.5270939819,"False"," "," ",0," "," "," "," "," "," "
"rg15",-16.3755435313,-71.5273378509,"False"," "," ",0," "," "," "," "," "," "
"rg15",-16.376776518,-71.5298918405,"False"," "," ",0," "," "," "," "," "," "
"rg15",-16.3769015004,-71.5298558254,"False"," "," ",0," "," "," "," "," "," "
"rg18"," "," "," "," "," "," "," "," "," "," "," "," "
"rg18",-16.374370814,-71.5239885975,"False"," "," ",0," "," "," "," "," "," "
"rg18",-16.3743944674,-71.5250093843,"False"," "," ",0," "," "," "," "," "," "
"rg18",-16.374486919,-71.5251905379,"False"," "," ",0," "," "," "," "," "," "
"rg18",-16.37482324,-71.524988729,"False"," "," ",0," "," "," "," "," "," "
"rg18",-16.3753845239,-71.5246785845,"False"," "," ",0," "," "," "," "," "," "
"rg18",-16.3748321659,-71.5237364839,"False"," "," ",0," "," "," "," "," "," "
"rg18",-16.3751428886,-71.5235269354,"False"," "," ",0," "," "," "," "," "," "
"rg18",-16.3744962165,-71.5223682019,"False"," "," ",0," "," "," "," "," "," "
"rg18",-16.3744415001,-71.5223152006,"False"," "," ",0," "," "," "," "," "," "
"rg24"," "," "," "," "," "," "," "," "," "," "," "," "
"rg24",-16.3708785836,-71.5094393872,"False"," "," ",0," "," "," "," "," "," "
"rg24",-16.3716067136,-71.5088525092,"False"," "," ",0," "," "," "," "," "," "
"rg24",-16.3711991469,-71.5083317355,"False"," "," ",0," "," "," "," "," "," "
"rg24",-16.370808215,-71.5078222425,"False"," "," ",0," "," "," "," "," "," "
"rg24",-16.370072448,-71.5084287357,"False"," "," ",0," "," "," "," "," "," "
"rg24",-16.3695987774,-71.5087322122,"False"," "," ",0," "," "," "," "," "," "
"rg24",-16.3689244599,-71.5092784209,"False"," "," ",0," "," "," "," "," "," "
"rg24",-16.3690116349,-71.5096628303,"False"," "," ",0," "," "," "," "," "," "
"rg24",-16.3692339388,-71.5099929079,"False"," "," ",0," "," "," "," "," "," "
"rg24",-16.3693816265,-71.5101765202,"False"," "," ",0," "," "," "," "," "," "
"rg24",-16.369843029,-71.5102449482,"False"," "," ",0," "," "," "," "," "," "
"rg24",-16.3702022453,-71.510720911,"False"," "," ",0," "," "," "," "," "," "
"rg24",-16.3702113815,-71.5107537549,"False"," "," ",0," "," "," "," "," "," "
"rg24",-16.3712163454,-71.5099343114,"False"," "," ",0," "," "," "," "," "," "
"rg26"," "," "," "," "," "," "," "," "," "," "," "," "
"rg26",-16.3731913419,-71.5110203867,"False"," "," ",0," "," "," "," "," "," "
"rg26",-16.3725346717,-71.510096133,"False"," "," ",0," "," "," "," "," "," "
"rg26",-16.3730088245,-71.509720496,"False"," "," ",0," "," "," "," "," "," "
"rg26",-16.3737374656,-71.5106217584,"False"," "," ",0," "," "," "," "," "," "
"rg26",-16.3742308035,-71.5102227717,"False"," "," ",0," "," "," "," "," "," "
"rg26",-16.3729924391,-71.5085555862,"False"," "," ",0," "," "," "," "," "," "
"rg26",-16.3719917053,-71.5093963052,"False"," "," ",0," "," "," "," "," "," "
"rg26",-16.3716060927,-71.5088701085,"False"," "," ",0," "," "," "," "," "," "
"rg26",-16.3709098248,-71.5094567442,"False"," "," ",0," "," "," "," "," "," "
"rg26",-16.3724839251,-71.5116056591,"False"," "," ",0," "," "," "," "," "," "
"rg31"," "," "," "," "," "," "," "," "," "," "," "," "
"rg31",-16.3688884397,-71.5080472726,"False"," "," ",0," "," "," "," "," "," "
"rg31",-16.368930091,-71.5084538608,"False"," "," ",0," "," "," "," "," "," "
"rg31",-16.3689266564,-71.5088575611,"False"," "," ",0," "," "," "," "," "," "
"rg31",-16.3686085555,-71.508935304,"False"," "," ",0," "," "," "," "," "," "
"rg31",-16.3684926194,-71.5085014384,"False"," "," ",0," "," "," "," "," "," "
"rg31",-16.3682882985,-71.5085477677,"False"," "," ",0," "," "," "," "," "," "
"rg31",-16.3674844989,-71.509171794,"False"," "," ",0," "," "," "," "," "," "
"rg31",-16.3674464677,-71.5095211751,"False"," "," ",0," "," "," "," "," "," "
"rg31",-16.3678250178,-71.5101281956,"False"," "," ",0," "," "," "," "," "," "
"rg31",-16.3687488544,-71.5093936351,"False"," "," ",0," "," "," "," "," "," "
"rg31",-16.3693855546,-71.5088894966,"False"," "," ",0," "," "," "," "," "," "
"rg31",-16.3688995038,-71.507137083,"False"," "," ",0," "," "," "," "," "," "
"rg31",-16.3686706767,-71.5072000546,"False"," "," ",0," "," "," "," "," "," "
"rg33"," "," "," "," "," "," "," "," "," "," "," "," "
"rg33",-16.3666389823,-71.5074576234,"False"," "," ",0," "," "," "," "," "," "
"rg33",-16.3680078522,-71.5072859916,"False"," "," ",0," "," "," "," "," "," "
"rg33",-16.3680658308,-71.5078140098,"False"," "," ",0," "," "," "," "," "," "
"rg33",-16.3683859478,-71.507788924,"False"," "," ",0," "," "," "," "," "," "
"rg33",-16.3687748394,-71.5076292413,"False"," "," ",0," "," "," "," "," "," "
"rg33",-16.3686630377,-71.5071953975,"False"," "," ",0," "," "," "," "," "," "
"rg33",-16.3689136383,-71.5071101081,"False"," "," ",0," "," "," "," "," "," "
"rg33",-16.3691931326,-71.5062662084,"False"," "," ",0," "," "," "," "," "," "
"rg33",-16.3687661706,-71.5060374406,"False"," "," ",0," "," "," "," "," "," "
"rg33",-16.3682967007,-71.5061222174,"False"," "," ",0," "," "," "," "," "," "
"rg33",-16.3682855856,-71.5064119488,"False"," "," ",0," "," "," "," "," "," "
"rg33",-16.3676874318,-71.506513849,"False"," "," ",0," "," "," "," "," "," "
"rg33",-16.3669497532,-71.5065915852,"False"," "," ",0," "," "," "," "," "," "
"rg34"," "," "," "," "," "," "," "," "," "," "," "," "
"rg34",-16.3686277293,-71.5041362974,"False"," "," ",0," "," "," "," "," "," "
"rg34",-16.3686406722,-71.5037707146,"False"," "," ",0," "," "," "," "," "," "
"rg34",-16.3682428753,-71.5037424835,"False"," "," ",0," "," "," "," "," "," "
"rg34",-16.368174178,-71.5047114392,"False"," "," ",0," "," "," "," "," "," "
"rg34",-16.3682858232,-71.5050339019,"False"," "," ",0," "," "," "," "," "," "
"rg34",-16.3687741588,-71.5050894565,"False"," "," ",0," "," "," "," "," "," "
"rg34",-16.3691452246,-71.5052113873,"False"," "," ",0," "," "," "," "," "," "
"rg34",-16.3692119927,-71.5049956483,"False"," "," ",0," "," "," "," "," "," "
"rg34",-16.3695703078,-71.5050287098,"False"," "," ",0," "," "," "," "," "," "
"rg34",-16.3696533543,-71.5047438084,"False"," "," ",0," "," "," "," "," "," "
"rg34",-16.3700063736,-71.5047999938,"False"," "," ",0," "," "," "," "," "," "
"rg34",-16.3701642047,-71.5044771754,"False"," "," ",0," "," "," "," "," "," "
"rg34",-16.3706504629,-71.5041278074,"False"," "," ",0," "," "," "," "," "," "
"rg34",-16.3703853501,-71.5035779256,"False"," "," ",0," "," "," "," "," "," "
"rg34",-16.3699862509,-71.5032811814,"False"," "," ",0," "," "," "," "," "," "
"rg34",-16.3697346617,-71.5032841224,"False"," "," ",0," "," "," "," "," "," "
"rg34",-16.369672117,-71.5042036367,"False"," "," ",0," "," "," "," "," "," "
"rg42"," "," "," "," "," "," "," "," "," "," "," "," "
"rg42",-16.3649158915,-71.5255649165,"False"," "," ",0," "," "," "," "," "," "
"rg42",-16.3651403854,-71.5261362393,"False"," "," ",0," "," "," "," "," "," "
"rg42",-16.3660099246,-71.5265508352,"False"," "," ",0," "," "," "," "," "," "
"rg42",-16.3664825894,-71.5256015482,"False"," "," ",0," "," "," "," "," "," "
"rg42",-16.3654581431,-71.5248543446,"False"," "," ",0," "," "," "," "," "," "
"rg48"," "," "," "," "," "," "," "," "," "," "," "," "
"rg48",-16.3701464878,-71.524989775,"False"," "," ",0," "," "," "," "," "," "
"rg48",-16.3694451485,-71.5242339495,"False"," "," ",0," "," "," "," "," "," "
"rg48",-16.3686662758,-71.5234957685,"False"," "," ",0," "," "," "," "," "," "
"rg48",-16.3684510648,-71.5237036703,"False"," "," ",0," "," "," "," "," "," "
"rg48",-16.3679924786,-71.5239159548,"False"," "," ",0," "," "," "," "," "," "
"rg48",-16.3683291348,-71.5245614285,"False"," "," ",0," "," "," "," "," "," "
"rg48",-16.3682423002,-71.5247344145,"False"," "," ",0," "," "," "," "," "," "
"rg48",-16.3687821115,-71.5251285118,"False"," "," ",0," "," "," "," "," "," "
"rg48",-16.3690584512,-71.5246403745,"False"," "," ",0," "," "," "," "," "," "
"rg48",-16.3697237127,-71.5253333707,"False"," "," ",0," "," "," "," "," "," "
"rg48",-16.3697124367,-71.5253376405,"False"," "," ",0," "," "," "," "," "," "
"rg48",-16.3701475098,-71.525490733,"False"," "," ",0," "," "," "," "," "," "
"rg48",-16.3702732886,-71.5253126292,"False"," "," ",0," "," "," "," "," "," "
"rg56"," "," "," "," "," "," "," "," "," "," "," "," "
"rg56",-16.3683540388,-71.5285383474,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3693727865,-71.5296180245,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3708832772,-71.5298758016,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3698102034,-71.5309596712,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3692173484,-71.530379088,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3681987714,-71.529692501,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3673921871,-71.5287138398,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3661207003,-71.5280354262,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3660617222,-71.5283005466,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3667294681,-71.5288121019,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.367760486,-71.5295681102,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3680077074,-71.5300515946,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3685540414,-71.5302874109,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3695435025,-71.5311929094,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3695580306,-71.5314938739,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3698416709,-71.5317615198,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.37009345,-71.5316902887,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3705093917,-71.5314819809,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3715484699,-71.5312560026,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3718151608,-71.5306238869,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3723300823,-71.5304486038,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3723919041,-71.5301636876,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3723896348,-71.5301517713,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3729720167,-71.5301714423,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3733283948,-71.5300147718,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3734610162,-71.5291219591,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.372580767,-71.5291015898,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3723662638,-71.5290546228,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3720527353,-71.5294121153,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.371813086,-71.5294498726,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3717184662,-71.5294306162,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3715164348,-71.5290600468,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3714121849,-71.5290715149,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3713486604,-71.529150431,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3712672441,-71.5294974977,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3712578448,-71.5295619144,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3711607091,-71.5296478184,"False"," "," ",0," "," "," "," "," "," "
