Date,Anomaly
188210,-0.9
188211,-0.92
188212,-1.05
188301,-0.65
188302,-0.97
188303,-0.22
188304,-0.62
188305,-0.35
188306,0.21
188307,-0.23
188308,-0.64
188309,-0.65
188310,-0.8
188311,-0.81
188312,-0.65
188401,-0.69
188402,-0.58
188403,-1.1
188404,-0.98
188405,-0.79
188406,-0.48
188407,-0.6
188408,-0.57
188409,-0.82
188410,-0.91
188411,-0.85
188412,0.04
188501,-0.87
188502,-0.6
188503,-0.77
188504,-0.9
188505,-0.45
188506,-0.64
188507,-0.32
188508,-0.22
188509,-0.51
188510,-0.59
188511,-0.71
188512,-0.1
188601,-0.74
188602,-0.82
188603,-1.12
188604,-0.5
188605,-0.58
188606,-0.52
188607,-0.17
188608,-0.21
188609,-0.38
188610,-0.68
188611,-0.69
188612,-0.12
188701,-1.28
188702,-0.81
188703,-0.68
188704,-0.63
188705,-0.55
188706,-0.47
188707,-0.37
188708,-0.37
188709,-0.2
188710,-0.8
188711,-0.62
188712,-0.92
188801,-0.25
188802,-0.73
188803,-0.64
188804,-0.66
188805,-0.51
188806,-0.25
188807,0.08
188808,-0.14
188809,-0.48
188810,0.11
188811,0.01
188812,-0.29
188901,-0.24
188902,0.41
188903,0
188904,0.08
188905,0.16
188906,-0.03
188907,-0.15
188908,-0.11
188909,-0.15
188910,-0.36
188911,-0.79
188912,-0.56
189001,-0.63
189002,-0.59
189003,-0.61
189004,-0.71
189005,-0.47
189006,-0.5
189007,-0.29
189008,-0.35
189009,-0.5
189010,-0.18
189011,-0.87
189012,-0.72
189101,-0.55
189102,-1.31
189103,-0.41
189104,-0.55
189105,-0.33
189106,-0.2
189107,-0.22
189108,-0.39
189109,-0.48
189110,-0.48
189111,-0.95
189112,-0.38
189201,-0.49
189202,-0.26
189203,-0.48
189204,-0.62
189205,-0.82
189206,-0.31
189207,-0.48
189208,-0.46
189209,-0.41
189210,-0.57
189211,-0.94
189212,-0.57
189301,-1.31
189302,-1.11
189303,-0.75
189304,-0.63
189305,-0.62
189306,-0.24
189307,-0.26
189308,-0.37
189309,-0.52
189310,-0.47
189311,-0.64
189312,-0.81
189401,-1.15
189402,-0.86
189403,-0.45
189404,-0.7
189405,-0.25
189406,-0.72
189407,-0.25
189408,-0.12
189409,-0.61
189410,-0.66
189411,-0.69
189412,-0.55
189501,-0.9
189502,-0.95
189503,-0.39
189504,-0.29
189505,-0.55
189506,-0.3
189507,-0.1
189508,-0.18
189509,-0.44
189510,-0.58
189511,-0.42
189512,-0.57
189601,-0.37
189602,-0.44
189603,-0.61
189604,-1.02
189605,-0.69
189606,-0.12
189607,-0.28
189608,-0.17
189609,-0.32
189610,0
189611,-0.54
189612,-0.47
189701,-0.48
189702,-0.8
189703,-0.73
189704,-0.03
189705,-0.13
189706,-0.13
189707,-0.04
189708,-0.06
189709,-0.23
189710,-0.41
189711,-0.17
189712,-0.04
189801,-0.53
189802,-0.75
189803,-1.07
189804,-0.56
189805,-0.33
189806,-0.1
189807,-0.03
189808,0.01
189809,-0.09
189810,-0.53
189811,-0.84
189812,-0.43
189901,-0.63
189902,-0.72
189903,-0.36
189904,-0.31
189905,-0.47
189906,-0.41
189907,-0.12
189908,-0.08
189909,0.16
189910,-0.36
189911,0
189912,0
190001,-0.75
190002,0.04
190003,0.12
190004,-0.37
190005,-0.08
190006,0.02
190007,-0.16
190008,-0.11
190009,-0.35
190010,0.04
190011,-0.1
190012,0.02
190101,-0.58
190102,-0.26
190103,0.45
190104,0.25
190105,-0.2
190106,-0.06
190107,-0.04
190108,-0.01
190109,-0.1
190110,-0.33
190111,-0.23
190112,0.07
190201,-0.18
190202,0.2
190203,-0.48
190204,-0.5
190205,-0.26
190206,0.02
190207,-0.03
190208,-0.15
190209,-0.3
190210,-0.45
190211,-0.59
190212,-0.78
190301,-0.31
190302,-0.21
190303,-0.09
190304,-0.65
190305,-0.28
190306,-0.25
190307,-0.41
190308,-0.39
190309,-0.49
190310,-0.68
190311,-0.32
190312,-0.86
190401,-0.94
190402,-0.67
190403,-0.16
190404,-0.65
190405,-0.48
190406,-0.39
190407,-0.37
190408,-0.38
190409,-0.5
190410,-0.42
190411,0.03
190412,-0.1
190501,-0.24
190502,-0.94
190503,-0.24
190504,-0.41
190505,-0.1
190506,-0.05
190507,-0.08
190508,-0.39
190509,-0.48
190510,-0.55
190511,-0.15
190512,-0.45
190601,-0.76
190602,-0.46
190603,-0.29
190604,0.28
190605,0.1
190606,0.1
190607,-0.01
190608,-0.14
190609,-0.19
190610,0.1
190611,-0.26
190612,0.33
190701,-0.42
190702,-0.87
190703,-0.38
190704,-0.78
190705,-0.83
190706,-0.58
190707,-0.38
190708,-0.27
190709,-0.37
190710,-0.13
190711,-0.56
190712,-0.6
190801,-0.75
190802,-0.11
190803,-0.75
190804,-0.74
190805,-0.46
190806,-0.17
190807,-0.18
190808,-0.45
190809,-0.37
190810,-0.53
190811,-0.5
190812,-0.46
190901,-1.21
190902,-0.39
190903,-0.57
190904,-0.73
190905,-0.48
190906,-0.45
190907,-0.32
190908,-0.16
190909,-0.18
190910,-0.08
190911,0.13
190912,-0.33
191001,-0.21
191002,-0.3
191003,-0.4
191004,-0.28
191005,-0.24
191006,-0.26
191007,-0.06
191008,-0.1
191009,-0.2
191010,-0.39
191011,-0.17
191012,-0.74
191101,-0.83
191102,-0.8
191103,-0.91
191104,-0.12
191105,-0.44
191106,-0.43
191107,-0.3
191108,-0.34
191109,-0.34
191110,-0.13
191111,-0.08
191112,-0.23
191201,-0.5
191202,-0.33
191203,-0.93
191204,-0.41
191205,-0.17
191206,-0.11
191207,-0.59
191208,-0.71
191209,-0.7
191210,-1.07
191211,-0.17
191212,-0.37
191301,-0.58
191302,-0.6
191303,-0.68
191304,-0.48
191305,-0.59
191306,-0.41
191307,-0.34
191308,-0.05
191309,-0.2
191310,-0.44
191311,-0.24
191312,0.36
191401,0.11
191402,-0.05
191403,-0.37
191404,-0.23
191405,-0.1
191406,0.01
191407,-0.22
191408,-0.35
191409,-0.32
191410,-0.01
191411,0.15
191412,0.01
191501,-0.33
191502,-0.03
191503,-0.06
191504,0.3
191505,0.11
191506,-0.11
191507,0.04
191508,-0.1
191509,-0.19
191510,-0.32
191511,0.04
191512,-0.48
191601,-0.17
191602,-0.26
191603,-0.29
191604,-0.17
191605,-0.16
191606,-0.26
191607,-0.31
191608,-0.14
191609,-0.3
191610,-0.32
191611,-0.85
191612,-1.41
191701,-0.48
191702,-0.96
191703,-1.09
191704,-0.72
191705,-0.88
191706,-0.51
191707,-0.06
191708,-0.37
191709,-0.34
191710,-0.87
191711,-0.46
191712,-1.24
191801,-1.12
191802,-0.92
191803,-0.57
191804,-0.84
191805,-0.75
191806,-0.64
191807,-0.38
191808,-0.43
191809,-0.2
191810,-0.13
191811,-0.46
191812,-0.69
191901,-0.12
191902,-0.66
191903,-0.67
191904,0.08
191905,-0.15
191906,-0.34
191907,-0.17
191908,-0.3
191909,-0.12
191910,-0.29
191911,-0.33
191912,-0.39
192001,0.18
192002,-0.22
192003,-0.04
192004,-0.39
192005,-0.09
192006,-0.28
192007,-0.31
192008,-0.25
192009,-0.33
192010,-0.33
192011,-0.42
192012,-0.8
192101,0.09
192102,-0.33
192103,-0.32
192104,-0.26
192105,0.01
192106,-0.02
192107,0.02
192108,-0.18
192109,-0.24
192110,-0.1
192111,-0.03
192112,-0.13
192201,-0.18
192202,-0.91
192203,-0.18
192204,0.02
192205,-0.32
192206,-0.2
192207,-0.3
192208,-0.4
192209,-0.27
192210,-0.35
192211,0.27
192212,0.09
192301,-0.29
192302,-0.33
192303,-0.57
192304,-0.52
192305,-0.3
192306,-0.08
192307,-0.47
192308,-0.47
192309,-0.39
192310,-0.07
192311,0.19
192312,0.02
192401,-0.29
192402,-0.24
192403,0.07
192404,-0.36
192405,-0.19
192406,-0.17
192407,-0.37
192408,-0.39
192409,-0.18
192410,-0.2
192411,0.15
192412,-0.18
192501,-0.52
192502,-0.37
192503,-0.16
192504,0.13
192505,-0.17
192506,-0.36
192507,-0.34
192508,-0.35
192509,-0.35
192510,-0.12
192511,-0.01
192512,0.26
192601,0.61
192602,0.32
192603,0.56
192604,0.15
192605,-0.46
192606,-0.21
192607,-0.34
192608,-0.26
192609,-0.13
192610,0.31
192611,0.07
192612,-0.47
192701,-0.44
192702,-0.09
192703,-0.65
192704,-0.48
192705,-0.24
192706,-0.03
192707,-0.17
192708,0.07
192709,0.14
192710,0.3
192711,0.13
192712,-0.57
192801,0.06
192802,0.06
192803,-0.24
192804,-0.22
192805,-0.11
192806,-0.06
192807,-0.26
192808,-0.24
192809,0.16
192810,-0.1
192811,0.19
192812,0.23
192901,-0.45
192902,-0.68
192903,-0.28
192904,-0.56
192905,-0.42
192906,-0.64
192907,-0.63
192908,-0.18
192909,-0.2
192910,-0.04
192911,-0.16
192912,-0.9
193001,-0.35
193002,-0.17
193003,-0.03
193004,-0.02
193005,-0.16
193006,-0.05
193007,0.15
193008,-0.08
193009,-0.32
193010,-0.25
193011,0.51
193012,0.12
193101,0.06
193102,-0.38
193103,-0.1
193104,-0.21
193105,-0.24
193106,0.05
193107,0.15
193108,0.18
193109,0.27
193110,0.36
193111,0.29
193112,0.31
193201,0.69
193202,-0.38
193203,-0.11
193204,0.3
193205,-0.05
193206,0.06
193207,-0.14
193208,-0.35
193209,0.26
193210,0.26
193211,-0.35
193212,-0.14
193301,-0.08
193302,-0.5
193303,-0.22
193304,-0.22
193305,-0.21
193306,-0.24
193307,-0.28
193308,-0.24
193309,-0.44
193310,-0.07
193311,-0.29
193312,-0.44
193401,-0.24
193402,0.42
193403,-0.23
193404,-0.38
193405,0.27
193406,-0.09
193407,-0.05
193408,-0.05
193409,-0.05
193410,0.21
193411,0.42
193412,0.24
193501,-0.48
193502,0.82
193503,0.01
193504,-0.73
193505,-0.36
193506,-0.37
193507,0.11
193508,0.04
193509,0.08
193510,0.02
193511,-0.34
193512,-0.08
193601,-0.6
193602,-0.62
193603,-0.3
193604,-0.12
193605,-0.07
193606,-0.07
193607,0.29
193608,0.25
193609,-0.01
193610,0.21
193611,0.14
193612,0.26
193701,0.08
193702,0.17
193703,-0.47
193704,-0.36
193705,0.09
193706,0.04
193707,-0.03
193708,0.18
193709,0.36
193710,0.35
193711,0.38
193712,-0.07
193801,0.25
193802,0.35
193803,0.45
193804,0.51
193805,0.12
193806,-0.29
193807,0.19
193808,0.12
193809,0.38
193810,0.43
193811,0.54
193812,0.09
193901,0.23
193902,0.07
193903,-0.46
193904,-0.2
193905,0.19
193906,0.1
193907,0.23
193908,0.29
193909,-0.02
193910,-0.12
193911,0.2
193912,1.23
194001,0.06
194002,0.22
194003,0.06
194004,0.45
194005,0.14
194006,-0.05
194007,0.02
194008,-0.12
194009,0.11
194010,0.26
194011,0.13
194012,0.52
194101,-0.11
194102,0.36
194103,-0.07
194104,0.2
194105,0.18
194106,0.18
194107,0.21
194108,0.28
194109,-0.08
194110,0.21
194111,-0.12
194112,0.13
194201,0.59
194202,-0.34
194203,-0.14
194204,-0.01
194205,-0.07
194206,0.15
194207,-0.14
194208,0.08
194209,0.24
194210,0.18
194211,0.27
194212,0.13
194301,-0.29
194302,0.19
194303,-0.09
194304,0.35
194305,0.01
194306,-0.43
194307,0.05
194308,-0.08
194309,-0.04
194310,0.57
194311,0.32
194312,0.46
194401,0.76
194402,0.54
194403,0.38
194404,0
194405,0.13
194406,-0.01
194407,-0.11
194408,-0.02
194409,0.45
194410,0.45
194411,0.33
194412,0.21
194501,0.16
194502,-0.25
194503,-0.1
194504,0.44
194505,-0.05
194506,-0.03
194507,-0.1
194508,0.52
194509,0.07
194510,0.06
194511,-0.04
194512,-0.43
194601,0.38
194602,0.08
194603,-0.19
194604,0.11
194605,0.12
194606,-0.13
194607,-0.04
194608,-0.13
194609,-0.04
194610,-0.2
194611,0.22
194612,-0.3
194701,0.19
194702,0.23
194703,0.33
194704,0.29
194705,0.01
194706,0.06
194707,0.01
194708,-0.12
194709,0.03
194710,0.48
194711,0.24
194712,-0.07
194801,0.36
194802,0.02
194803,-0.33
194804,0.08
194805,0.4
194806,-0.08
194807,0.06
194808,0
194809,0.02
194810,0.21
194811,0.11
194812,-0.54
194901,0.32
194902,-0.31
194903,0.19
194904,-0.1
194905,0.1
194906,-0.21
194907,-0.16
194908,-0.07
194909,-0.24
194910,0.04
194911,-0.01
194912,-0.05
195001,-0.36
195002,-0.39
195003,0.02
195004,-0.32
195005,0.1
195006,-0.08
195007,-0.16
195008,-0.29
195009,-0.1
195010,-0.23
195011,-0.53
195012,-0.28
195101,-0.69
195102,-0.91
195103,-0.1
195104,-0.21
195105,0.17
195106,-0.08
195107,-0.17
195108,0.08
195109,0.29
195110,0.28
195111,-0.08
195112,0.42
195201,0.3
195202,0.14
195203,-0.31
195204,0.11
195205,-0.05
195206,-0.09
195207,0.1
195208,0.04
195209,0.08
195210,-0.1
195211,-0.34
195212,0.02
195301,0.25
195302,0.45
195303,0.41
195304,0.6
195305,0.26
195306,0.21
195307,-0.14
195308,0.02
195309,-0.05
195310,0.22
195311,-0.02
195312,0.28
195401,-0.36
195402,-0.07
195403,-0.24
195404,-0.25
195405,-0.29
195406,-0.04
195407,0.04
195408,-0.04
195409,-0.06
195410,0.24
195411,0.43
195412,0.04
195501,0.66
195502,-0.33
195503,-0.66
195504,-0.28
195505,-0.15
195506,-0.07
195507,-0.14
195508,0.35
195509,-0.03
195510,0.22
195511,-0.45
195512,-0.57
195601,-0.17
195602,-0.27
195603,-0.19
195604,-0.43
195605,-0.5
195606,-0.25
195607,-0.14
195608,-0.62
195609,-0.34
195610,-0.61
195611,-0.3
195612,0.01
195701,-0.1
195702,-0.27
195703,-0.3
195704,-0.06
195705,-0.09
195706,0.19
195707,-0.21
195708,0.16
195709,0.14
195710,0.06
195711,0.02
195712,0.13
195801,0.82
195802,0.3
195803,0.09
195804,-0.09
195805,0.13
195806,-0.19
195807,0.11
195808,-0.24
195809,-0.32
195810,-0.09
195811,-0.1
195812,0.08
195901,0.16
195902,0.15
195903,0.57
195904,0.37
195905,0.07
195906,0.19
195907,0.14
195908,0.01
195909,-0.12
195910,-0.15
195911,-0.15
195912,0.08
196001,0.05
196002,0.39
196003,-0.87
196004,-0.36
196005,-0.39
196006,-0.04
196007,-0.13
196008,-0.04
196009,0.02
196010,0.02
196011,-0.45
196012,0.6
196101,0.21
196102,0.25
196103,0.12
196104,0.21
196105,0.19
196106,0.18
196107,0.07
196108,0.03
196109,0.11
196110,-0.12
196111,0.06
196112,-0.44
196201,0.15
196202,0.45
196203,0.39
196204,0.12
196205,-0.31
196206,-0.12
196207,-0.21
196208,-0.19
196209,-0.18
196210,-0.07
196211,0.3
196212,0.07
196301,0.03
196302,0.59
196303,-0.37
196304,-0.26
196305,-0.35
196306,-0.12
196307,0.03
196308,0.29
196309,0.29
196310,0.29
196311,0.14
196312,-0.01
196401,-0.21
196402,-0.29
196403,-0.56
196404,-0.66
196405,-0.51
196406,-0.08
196407,-0.06
196408,-0.18
196409,-0.53
196410,-0.57
196411,-0.35
196412,-0.27
196501,0.04
196502,-0.3
196503,-0.19
196504,-0.36
196505,-0.18
196506,-0.25
196507,-0.2
196508,-0.12
196509,-0.32
196510,0.02
196511,0
196512,-0.1
196601,-0.53
196602,-0.13
196603,-0.06
196604,-0.42
196605,-0.12
196606,0.06
196607,0.25
196608,-0.1
196609,-0.02
196610,-0.47
196611,-0.16
196612,-0.15
196701,-0.24
196702,-0.48
196703,0.16
196704,0.03
196705,0.44
196706,-0.17
196707,-0.06
196708,-0.07
196709,0.03
196710,0.37
196711,-0.04
196712,0.26
196801,-0.38
196802,-0.18
196803,0.79
196804,-0.01
196805,-0.17
196806,-0.19
196807,-0.37
196808,-0.2
196809,-0.44
196810,-0.11
196811,-0.61
196812,-0.72
196901,-0.77
196902,-0.72
196903,-0.31
196904,0.02
196905,0.12
196906,0.01
196907,-0.13
196908,-0.13
196909,-0.01
196910,0.13
196911,0.14
196912,0.56
197001,0.16
197002,0.38
197003,0.08
197004,0.01
197005,-0.1
197006,0.03
197007,0.16
197008,-0.24
197009,0.18
197010,-0.16
197011,-0.08
197012,-0.28
197101,-0.13
197102,-0.26
197103,-0.11
197104,-0.09
197105,0.02
197106,-0.16
197107,-0.07
197108,0.04
197109,0.32
197110,-0.13
197111,-0.12
197112,0.03
197201,-0.6
197202,-0.58
197203,0.2
197204,-0.02
197205,-0.09
197206,0.18
197207,-0.03
197208,0.39
197209,0.01
197210,-0.01
197211,-0.39
197212,0.07
197301,0.37
197302,0.5
197303,0.44
197304,0.6
197305,0.46
197306,0.54
197307,0.19
197308,0.08
197309,0.12
197310,0.14
197311,0.05
197312,0.13
197401,-0.19
197402,-0.67
197403,0.01
197404,-0.03
197405,0.04
197406,0.04
197407,0.04
197408,0.22
197409,-0.25
197410,-0.14
197411,-0.36
197412,-0.32
197501,0.07
197502,0.26
197503,0.46
197504,0.27
197505,0.41
197506,0.24
197507,0.03
197508,-0.27
197509,0.1
197510,-0.29
197511,-0.32
197512,-0.03
197601,0.19
197602,-0.12
197603,-0.37
197604,0.03
197605,-0.4
197606,-0.23
197607,-0.05
197608,-0.22
197609,0
197610,-0.93
197611,-0.52
197612,-0.06
197701,0.08
197702,0.01
197703,0.23
197704,0.39
197705,0.54
197706,0.45
197707,0.33
197708,0.36
197709,-0.08
197710,-0.22
197711,0.31
197712,0.02
197801,0
197802,0.18
197803,0.35
197804,0.22
197805,0.09
197806,-0.19
197807,0.02
197808,-0.44
197809,0.06
197810,-0.06
197811,0.23
197812,-0.04
197901,-0.01
197902,-0.59
197903,0.03
197904,-0.29
197905,-0.06
197906,0
197907,-0.17
197908,0.06
197909,0.24
197910,0.25
197911,0.19
197912,0.83
198001,0.32
198002,0.69
198003,0.3
198004,0.43
198005,0.52
198006,0.21
198007,0.37
198008,0.42
198009,0.29
198010,0.24
198011,0.32
198012,0.21
198101,1.15
198102,0.9
198103,0.91
198104,0.53
198105,0.32
198106,0.34
198107,0.38
198108,0.66
198109,0.2
198110,0.27
198111,0.39
198112,0.78
198201,-0.3
198202,0.22
198203,-0.27
198204,0.06
198205,0.02
198206,-0.16
198207,0.25
198208,-0.03
198209,0.02
198210,-0.14
198211,-0.16
198212,0.65
198301,0.67
198302,0.62
198303,0.59
198304,0.15
198305,0.45
198306,0.17
198307,0.08
198308,0.48
198309,0.71
198310,0.17
198311,0.6
198312,0.22
198401,0.41
198402,0.03
198403,0.43
198404,-0.07
198405,0.71
198406,-0.03
198407,0.17
198408,0.19
198409,0.12
198410,0.13
198411,-0.14
198412,-0.32
198501,0.48
198502,-0.34
198503,0.31
198504,0.13
198505,0.21
198506,0.26
198507,-0.27
198508,0.21
198509,0.07
198510,-0.03
198511,-0.03
198512,0.17
198601,0.51
198602,0.81
198603,0.6
198604,0.38
198605,0.42
198606,0.05
198607,0.04
198608,0.14
198609,-0.16
198610,-0.11
198611,-0.11
198612,0.09
198701,0.47
198702,0.57
198703,-0.11
198704,0.12
198705,0.23
198706,0.38
198707,0.65
198708,0.05
198709,0.27
198710,0.14
198711,-0.2
198712,0.56
198801,0.69
198802,0.46
198803,0.69
198804,0.58
198805,0.71
198806,0.67
198807,0.48
198808,0.63
198809,0.6
198810,0.56
198811,0.06
198812,0.57
198901,-0.13
198902,0.56
198903,0.53
198904,0.39
198905,0.06
198906,0.09
198907,0.25
198908,0.33
198909,0.5
198910,0.41
198911,-0.08
198912,0.68
199001,0.55
199002,0.43
199003,1.54
199004,1.08
199005,0.78
199006,0.45
199007,0.45
199008,0.34
199009,0.28
199010,0.5
199011,0.47
199012,0.58
199101,0.55
199102,0.86
199103,0.43
199104,0.76
199105,0.53
199106,0.88
199107,0.71
199108,0.59
199109,0.66
199110,0.49
199111,0.37
199112,0.34
199201,0.78
199202,0.71
199203,0.83
199204,0.2
199205,0.33
199206,0.19
199207,-0.09
199208,-0.08
199209,-0.31
199210,-0.14
199211,-0.16
199212,0.26
199301,0.5
199302,0.68
199303,0.61
199304,0.39
199305,0.24
199306,0.26
199307,0.27
199308,0.07
199309,0.06
199310,0.3
199311,-0.23
199312,0.2
199401,0.27
199402,-0.28
199403,0.4
199404,0.63
199405,0.38
199406,0.69
199407,0.37
199408,0.16
199409,0.52
199410,0.67
199411,0.54
199412,0.4
199501,0.92
199502,1.58
199503,0.82
199504,0.87
199505,0.37
199506,0.74
199507,0.76
199508,0.89
199509,0.66
199510,0.71
199511,0.74
199512,0.37
199601,0.3
199602,0.87
199603,0.48
199604,0.35
199605,0.37
199606,0.19
199607,0.54
199608,0.68
199609,0.21
199610,0.06
199611,0.64
199612,0.48
199701,0.19
199702,0.42
199703,0.83
199704,0.49
199705,0.34
199706,0.71
199707,0.25
199708,0.36
199709,0.72
199710,0.8
199711,0.76
199712,0.54
199801,0.62
199802,1.25
199803,0.81
199804,1.03
199805,0.92
199806,1.05
199807,1.03
199808,1.11
199809,0.73
199810,0.54
199811,0.49
199812,1.01
199901,0.72
199902,1.35
199903,0.29
199904,0.38
199905,0.34
199906,0.6
199907,0.57
199908,0.61
199909,0.74
199910,0.56
199911,0.64
199912,0.89
200001,0.39
200002,1.01
200003,0.97
200004,1.16
200005,0.51
200006,0.61
200007,0.6
200008,0.63
200009,0.61
200010,0.21
200011,0.24
200012,0.19
200101,0.67
200102,0.58
200103,0.8
200104,0.71
200105,0.82
200106,0.63
200107,0.91
200108,0.68
200109,0.75
200110,0.53
200111,1.19
200112,0.98
200201,1.18
200202,1.14
200203,1.52
200204,0.69
200205,1
200206,0.73
200207,0.99
