ident;lat;long;y_proj;x_proj
1.11.18-5; ; ;-1.516416327;20763369.87
1.11.18-5;-16.38195399;-71.51297094;-1939375.016;2841191.43
1.11.18-5;-16.38151077;-71.51258333;-1939327.831;2841241.176
1.11.18-5;-16.380954;-71.51337425;-1939252.454;2841158.743
1.11.18-5;-16.38101922;-71.5134136;-1939259.62;2841153.43
1.11.18-5;-16.38116431;-71.51341342;-1939276.668;2841151.556
1.11.18-5;-16.38133138;-71.51345303;-1939295.797;2841144.883
1.11.18-5;-16.38157686;-71.51348206;-1939324.269;2841138.386
1.11.18-6; ; ;-1.516416327;20763369.87
1.11.18-6;-16.38142464;-71.51251436;-1939318.581;2841250.123
1.11.18-6;-16.38100074;-71.51215086;-1939273.362;2841296.881
1.11.18-6;-16.38038478;-71.51310965;-1939188.914;2841196.183
1.11.18-6;-16.38083505;-71.51337927;-1939238.416;2841159.728
1.11.18-7; ; ;-1.516416327;20763369.87
1.11.18-7;-16.38152392;-71.51239658;-1939331.729;2841262.184
1.11.18-7;-16.38222939;-71.51135067;-1939427.79;2841371.593
1.11.18-7;-16.38179727;-71.51098829;-1939381.591;2841418.333
1.11.18-7;-16.38107074;-71.51201593;-1939283.286;2841311.271
1.11.18-8; ; ;-1.516416327;20763369.87
1.11.18-8;-16.38203994;-71.51282635;-1939386.937;2841206.707
1.11.18-8;-16.3827602;-71.51180415;-1939484.437;2841313.233
1.11.18-8;-16.38229981;-71.51135501;-1939436.009;2841370.181
1.11.18-8;-16.38158841;-71.51242783;-1939338.912;2841257.797
1.11.18-17; ; ;-1.516416327;20763369.87
1.11.18-17;-16.38283276;-71.51168361;-1939494.48;2841325.957
1.11.18-17;-16.38332146;-71.51096293;-1939560.978;2841401.309
1.11.18-17;-16.38359716;-71.51057249;-1939598.289;2841441.99
1.11.18-17;-16.38315123;-71.51017648;-1939550.891;2841492.725
1.11.18-17;-16.38238881;-71.51128957;-1939447.29;2841376.441
1.11.18-18; ; ;-1.516416327;20763369.87
1.11.18-18;-16.38230992;-71.51123426;-1939438.719;2841383.744
1.11.18-18;-16.38284956;-71.51043318;-1939512.214;2841467.551
1.11.18-18;-16.38306513;-71.51012136;-1939541.471;2841500.1
1.11.18-18;-16.38261188;-71.50974217;-1939493;2841549.024
1.11.18-18;-16.38187226;-71.51086619;-1939391.94;2841431.202
1.11.18-19; ; ;-1.516416327;20763369.87
1.11.18-19;-16.38177754;-71.5107903;-1939381.769;2841441.046
1.11.18-19;-16.38226942;-71.51009001;-1939448.382;2841514.046
1.11.18-19;-16.38253507;-71.50966428;-1939484.959;2841558.86
1.11.18-19;-16.38209086;-71.50931036;-1939437.232;2841604.799
1.11.18-19;-16.38133562;-71.51042347;-1939334.474;2841488.418
1.11.18-20; ; ;-1.516416327;20763369.87
1.11.18-20;-16.38099071;-71.51194264;-1939274.807;2841320.628
1.11.18-20;-16.38171512;-71.51091648;-1939372.845;2841427.55
1.11.18-20;-16.38123457;-71.51049117;-1939321.749;2841482.06
1.11.18-20;-16.38049863;-71.51152297;-1939222.284;2841374.647
1.11.18-21; ; ;-1.516416327;20763369.87
1.11.18-21;-16.38041918;-71.51148191;-1939213.468;2841380.341
1.11.18-21;-16.38086636;-71.5108405;-1939274.088;2841447.248
1.11.18-21;-16.38117877;-71.5104469;-1939315.751;2841487.809
1.11.18-21;-16.38071487;-71.51008664;-1939265.791;2841534.724
1.11.18-21;-16.379945;-71.51105935;-1939163.085;2841434.455
1.11.18-22; ; ;-1.516416327;20763369.87
1.11.18-22;-16.38125546;-71.51035054;-1939325.975;2841497.736
1.11.18-22;-16.38167217;-71.50974748;-1939382.532;2841560.691
1.11.18-22;-16.38201668;-71.50923928;-1939429.413;2841613.83
1.11.18-22;-16.38192528;-71.50918228;-1939419.393;2841621.488
1.11.18-22;-16.38153656;-71.50893948;-1939376.785;2841654.1
1.11.18-22;-16.38080974;-71.50996848;-1939278.425;2841546.886
1.11.18-23; ; ;-1.516416327;20763369.87
1.11.18-23;-16.38072028;-71.50989439;-1939268.849;2841556.458
1.11.18-23;-16.38111432;-71.50935906;-1939321.89;2841612.027
1.11.18-23;-16.38138202;-71.50898013;-1939358.116;2841651.507
1.11.18-23;-16.3809234;-71.50861427;-1939308.847;2841698.989
1.11.18-23;-16.38027772;-71.50953193;-1939221.423;2841603.343
1.11.18-24; ; ;-1.516416327;20763369.87
