ident;lat;long;y_proj;x_proj
1.3.49-9; ; ;-1.516416327;20763369.87
1.3.49-9;-16.34577779;-71.54454592;-1934728.076;2838081.691
1.3.49-9;-16.34572693;-71.54474351;-1934719.622;2838059.942
1.3.49-9;-16.34571996;-71.54483736;-1934717.625;2838049.388
1.3.49-9;-16.34597667;-71.54507859;-1934744.751;2838018.69
1.3.49-9;-16.34612001;-71.54471056;-1934766.209;2838058.568
1.3.49-10; ; ;-1.516416327;20763369.87
1.3.49-10;-16.34616406;-71.54471998;-1934771.266;2838056.927
1.3.49-10;-16.34604013;-71.5450577;-1934752.468;2838020.235
1.3.49-10;-16.34615683;-71.54519537;-1934764.448;2838003.103
1.3.49-10;-16.34633367;-71.54526838;-1934784.303;2837992.523
1.3.49-10;-16.34651324;-71.54488539;-1934810.206;2838033.625
1.3.49-11; ; ;-1.516416327;20763369.87
1.3.49-11;-16.34637807;-71.54532677;-1934788.785;2837985.324
1.3.49-11;-16.34651823;-71.54545694;-1934803.615;2837968.737
1.3.49-11;-16.34669179;-71.54559314;-1934822.293;2837951.033
1.3.49-11;-16.34675804;-71.54543534;-1934832.056;2837968.069
1.3.49-11;-16.34690497;-71.5450685;-1934853.921;2838007.764
1.3.49-11;-16.34656731;-71.54490222;-1934816.345;2838031.013
1.3.49-12; ; ;-1.516416327;20763369.87
1.3.49-12;-16.34708509;-71.54515641;-1934873.976;2837995.451
1.3.49-12;-16.34693708;-71.54507876;-1934857.564;2838006.183
1.3.49-12;-16.34680843;-71.54540783;-1934838.321;2837970.533
1.3.49-12;-16.34672795;-71.54561675;-1934826.244;2837947.885
1.3.49-12;-16.34687216;-71.54575532;-1934841.444;2837930.294
1.3.49-12;-16.34704949;-71.54581884;-1934861.477;2837920.783
1.3.49-12;-16.34728408;-71.5452399;-1934896.302;2837983.395
1.3.49-13; ; ;-1.516416327;20763369.87
1.3.49-13;-16.34734601;-71.54526412;-1934903.272;2837979.841
1.3.49-13;-16.34722972;-71.54549369;-1934886.73;2837955.317
1.3.49-13;-16.34715785;-71.5456812;-1934875.933;2837934.985
1.3.49-13;-16.34711135;-71.5458195;-1934868.735;2837919.904
1.3.49-13;-16.34730342;-71.54585094;-1934890.901;2837913.841
1.3.49-13;-16.34756908;-71.54589052;-1934921.611;2837905.897
1.3.49-13;-16.34758774;-71.54571435;-1934926.014;2837925.635
1.3.49-13;-16.34764538;-71.54539715;-1934936.767;2837960.861
1.3.49-13;-16.34749117;-71.54532295;-1934919.585;2837971.282
1.3.49-14; ; ;-1.516416327;20763369.87
1.3.49-14;-16.34806483;-71.54547229;-1934985.096;2837946.884
1.3.49-14;-16.34793457;-71.54544845;-1934970.093;2837951.282
1.3.49-14;-16.34768625;-71.54541251;-1934941.376;2837958.588
1.3.49-14;-16.34761973;-71.54573942;-1934929.458;2837922.376
1.3.49-14;-16.3475957;-71.54592583;-1934924.295;2837901.547
1.3.49-14;-16.34787431;-71.5459635;-1934956.548;2837893.651
1.3.49-14;-16.34797855;-71.54598658;-1934968.503;2837889.678
1.3.49-14;-16.34799381;-71.54584254;-1934972.104;2837905.816
1.3.49-14;-16.34802903;-71.54567693;-1934978.321;2837924.141
1.3.49-15; ; ;-1.516416327;20763369.87
1.3.49-15;-16.3481294;-71.54490415;-1934999.814;2838010.481
1.3.49-15;-16.34790386;-71.54487474;-1934973.69;2838016.75
1.3.49-15;-16.3475376;-71.54525613;-1934925.878;2837978.256
1.3.49-15;-16.34761638;-71.54531956;-1934934.335;2837970.038
1.3.49-15;-16.34770637;-71.54534659;-1934944.567;2837965.802
1.3.49-15;-16.34789022;-71.54536886;-1934965.884;2837960.885
1.3.49-15;-16.34806579;-71.54539635;-1934986.162;2837955.485
1.3.49-15;-16.34807598;-71.54524882;-1934989.211;2837972.084
1.3.49-15;-16.34809162;-71.5450863;-1934993.089;2837990.314
1.3.49-16; ; ;-1.516416327;20763369.87
1.3.49-16;-16.34821332;-71.54492157;-1935009.452;2838007.414
1.3.49-16;-16.34810738;-71.54540841;-1934990.895;2837953.576
1.3.49-16;-16.34848578;-71.54548431;-1935034.392;2837940.046
1.3.49-16;-16.34857447;-71.54498168;-1935051.121;2837995.9
1.3.49-17; ; ;-1.516416327;20763369.87
1.3.49-17;-16.34809994;-71.54550781;-1934988.774;2837942.4
1.3.49-17;-16.34805054;-71.54580813;-1934979.2;2837908.981
1.3.49-17;-16.34802586;-71.54598956;-1934974.023;2837888.724
1.3.49-17;-16.34838225;-71.54606379;-1935014.955;2837875.671
1.3.49-17;-16.34845651;-71.54558899;-1935029.639;2837928.556
1.3.49-18; ; ;-1.516416327;20763369.87
1.3.49-18;-16.34871503;-71.54557922;-1935060.128;2837926.302
1.3.49-18;-16.34850444;-71.54555501;-1935035.696;2837931.785
1.3.49-18;-16.34845762;-71.54588316;-1935026.076;2837895.177
1.3.49-18;-16.34843214;-71.54607509;-1935020.672;2837873.741
1.3.49-18;-16.34881202;-71.54613994;-1935064.482;2837861.446
1.3.49-18;-16.34886294;-71.54579912;-1935074.742;2837899.437
1.3.49-18;-16.34889309;-71.54563049;-1935080.4;2837918.17
1.3.49-19; ; ;-1.516416327;20763369.87
1.3.49-19;-16.34863643;-71.54498898;-1935058.307;2837994.266
1.3.49-19;-16.34854928;-71.54532522;-1935043.848;2837957.264
1.3.49-19;-16.34852517;-71.54549146;-1935038.928;2837938.724
1.3.49-19;-16.34890852;-71.54555016;-1935083.222;2837927.08
1.3.49-19;-16.34895754;-71.54530206;-1935092.095;2837954.582
1.3.49-19;-16.34899929;-71.54503621;-1935100.338;2837984.19
1.3.49-20; ; ;-1.516416327;20763369.87
1.3.49-20;-16.34837457;-71.54488181;-1935028.893;2838009.826
1.3.49-20;-16.34853879;-71.54493251;-1935047.547;2838001.94
1.3.49-20;-16.34899381;-71.54499982;-1935100.151;2837988.388
1.3.49-20;-16.34902992;-71.54472111;-1935107.893;2838019.528
