ident;lat;long;y_proj;x_proj
1.8.1-1; ; ;-1.516416327;20763369.87
1.8.1-1;-16.45251596;-71.51476163;-1947641.72;2840065.424
1.8.1-1;-16.45258214;-71.51482656;-1947648.674;2840057.196
1.8.1-1;-16.45264007;-71.51488929;-1947654.685;2840049.326
1.8.1-1;-16.45271387;-71.51496705;-1947662.37;2840039.544
1.8.1-1;-16.45288634;-71.514686;-1947686.185;2840069.143
1.8.1-1;-16.45264106;-71.51453389;-1947659.296;2840089.6
1.8.1-1;-16.45253008;-71.51469863;-1947644.176;2840072.38
1.8.1-2; ; ;-1.516416327;20763369.87
1.8.1-2;-16.45274761;-71.5154633;-1947660.058;2839982.848
1.8.1-2;-16.45305033;-71.51576857;-1947691.757;2839944.276
1.8.1-2;-16.45319886;-71.51559077;-1947711.453;2839962.485
1.8.1-2;-16.45290961;-71.51534183;-1947680.623;2839994.495
1.8.1-2;-16.45279479;-71.51524704;-1947668.335;2840006.745
1.8.1-2;-16.45262168;-71.51516216;-1947649.073;2840018.635
1.8.1-2;-16.45252763;-71.51527457;-1947636.604;2840007.125
1.8.1-3; ; ;-1.516416327;20763369.87
1.8.1-3;-16.45308074;-71.51577011;-1947695.31;2839943.703
1.8.1-3;-16.45308074;-71.51577011;-1947695.31;2839943.703
1.8.1-3;-16.45348857;-71.51614839;-1947738.433;2839895.477
1.8.1-3;-16.45381717;-71.51648579;-1947772.766;2839852.925
1.8.1-3;-16.45406413;-71.51623344;-1947804.968;2839878.294
1.8.1-3;-16.45460827;-71.51561596;-1947876.696;2839941.156
1.8.1-3;-16.45522066;-71.51498068;-1947956.669;2840005.142
1.8.1-3;-16.45501078;-71.51468488;-1947935.755;2840041.423
1.8.1-3;-16.45470833;-71.51517029;-1947894.087;2839990.364
1.8.1-3;-16.45461081;-71.51533613;-1947880.533;2839972.844
1.8.1-3;-16.4540484;-71.51595403;-1947806.654;2839910.173
1.8.1-3;-16.4537944;-71.51621254;-1947773.547;2839884.197
1.8.1-3;-16.45318948;-71.51564757;-1947709.633;2839956.169
1.8.1-4; ; ;-1.516416327;20763369.87
1.8.1-4;-16.45261442;-71.51513777;-1947648.529;2840021.495
1.8.1-4;-16.45266152;-71.51517143;-1947653.637;2840017.062
1.8.1-4;-16.45277824;-71.5150453;-1947668.942;2840029.83
1.8.1-4;-16.45270901;-71.51497688;-1947661.675;2840038.493
1.8.1-4;-16.45250905;-71.51477987;-1947640.678;2840063.446
1.8.1-4;-16.45212846;-71.51440883;-1947600.662;2840110.495
1.8.1-4;-16.45201938;-71.51451684;-1947586.483;2840099.681
1.8.1-4;-16.45181355;-71.51432572;-1947564.721;2840124.043
1.8.1-4;-16.45167485;-71.51425461;-1947549.328;2840133.923
1.8.1-4;-16.45152517;-71.51421975;-1947532.186;2840139.836
1.8.1-4;-16.45142914;-71.51420192;-1947521.131;2840143.116
1.8.1-4;-16.45132208;-71.51419179;-1947508.683;2840145.667
1.8.1-4;-16.45114279;-71.51428044;-1947486.501;2840137.968
1.8.1-4;-16.45100154;-71.51426995;-1947470.041;2840141.008
1.8.1-4;-16.45097387;-71.51440918;-1947465.029;2840125.587
1.8.1-4;-16.45032363;-71.51444035;-1947388.252;2840130.576
1.8.1-4;-16.4503182;-71.51461058;-1947385.46;2840111.35
1.8.1-4;-16.45097744;-71.51459187;-1947463.138;2840104.831
1.8.1-4;-16.45106967;-71.51450504;-1947475.07;2840113.465
1.8.1-4;-16.45117786;-71.51442569;-1947488.783;2840121.042
1.8.1-4;-16.45124477;-71.51439487;-1947497.032;2840123.659
1.8.1-4;-16.45125095;-71.51439261;-1947497.787;2840123.834
1.8.1-4;-16.45137708;-71.514355;-1947513.079;2840126.445
1.8.1-4;-16.45149443;-71.51436726;-1947526.709;2840123.518
1.8.1-4;-16.45161573;-71.51438436;-1947540.743;2840119.989
1.8.1-4;-16.45172741;-71.51446035;-1947552.901;2840109.912
1.8.1-4;-16.45250806;-71.51525278;-1947634.58;2840009.852
1.8.2-1; ; ;-1.516416327;20763369.87
1.8.2-1;-16.45465874;-71.5134329;-1947910.238;2840187.959
1.8.2-1;-16.45493907;-71.5137205;-1947939.531;2840151.683
1.8.2-1;-16.45521058;-71.51400628;-1947967.81;2840115.728
1.8.2-1;-16.45574108;-71.51450554;-1948023.811;2840052.18
1.8.2-1;-16.45596642;-71.51420051;-1948054.141;2840083.802
1.8.2-1;-16.45571974;-71.51397782;-1948027.981;2840112.279
1.8.2-1;-16.45563416;-71.51390174;-1948018.89;2840122.025
1.8.2-1;-16.45550304;-71.51377793;-1948005.053;2840137.78
1.8.2-1;-16.4554176;-71.5136905;-1947996.123;2840148.81
1.8.2-1;-16.45474989;-71.51305597;-1947925.714;2840229.492
1.8.2-1;-16.45459729;-71.51336528;-1947903.876;2840196.429
1.8.2-2; ; ;-1.516416327;20763369.87
1.8.2-2;-16.45467526;-71.51276102;-1947920.678;2840263.905
1.8.2-2;-16.45448359;-71.51267398;-1947899.264;2840276.284
