ident;lat;long;y_proj;x_proj
1.10.1-1; ; ;-1.516416327;20763369.87
1.10.1-1;-16.4024255;-71.51509632;-1941753.204;2840683.023
1.10.1-1;-16.40235812;-71.51518874;-1941744.121;2840673.423
1.10.1-1;-16.40291554;-71.51607695;-1941798.402;2840565.421
1.10.1-1;-16.40300085;-71.51596085;-1941809.888;2840577.471
1.10.1-2; ; ;-1.516416327;20763369.87
1.10.1-2;-16.40315985;-71.51409142;-1941852.149;2840787.377
1.10.1-2;-16.40248231;-71.51502451;-1941760.783;2840690.424
1.10.1-2;-16.40305029;-71.51590325;-1941816.423;2840583.357
1.10.1-2;-16.40372709;-71.51486798;-1941908.991;2840691.905
1.10.1-3; ; ;-1.516416327;20763369.87
1.10.1-3;-16.40381008;-71.51474383;-1941920.306;2840704.899
1.10.1-3;-16.40438471;-71.51388855;-1941998.602;2840794.373
1.10.1-3;-16.40392268;-71.51306232;-1941954.748;2840894.101
1.10.1-3;-16.40322874;-71.51401292;-1941861.232;2840795.378
1.10.1-4; ; ;-1.516416327;20763369.87
1.10.1-4;-16.40357448;-71.5133072;-1941910.752;2840870.884
1.10.1-4;-16.4030383;-71.51262945;-1941856.313;2840954.746
1.10.1-4;-16.40281008;-71.51283706;-1941826.884;2840934.187
1.10.1-4;-16.40338574;-71.51353689;-1941885.682;2840847.305
1.10.1-5; ; ;-1.516416327;20763369.87
1.10.1-5;-16.40336668;-71.5135939;-1941882.723;2840841.089
1.10.1-5;-16.4027712;-71.51286492;-1941821.964;2840931.536
1.10.1-5;-16.40263347;-71.51298369;-1941804.285;2840919.868
1.10.1-5;-16.40264894;-71.51300777;-1941805.799;2840916.935
1.10.1-5;-16.40266363;-71.51307982;-1941806.616;2840908.573
1.10.1-5;-16.40265541;-71.51314082;-1941804.881;2840901.764
1.10.1-5;-16.40262236;-71.51322608;-1941799.922;2840892.527
1.10.1-5;-16.40313651;-71.51387598;-1941852.125;2840812.112
1.10.1-6; ; ;-1.516416327;20763369.87
1.10.1-6;-16.40278761;-71.51365199;-1941813.963;2840842.071
1.10.1-6;-16.4026819;-71.5137417;-1941800.412;2840833.279
1.10.1-6;-16.40277847;-71.5138657;-1941810.193;2840817.956
1.10.1-6;-16.40276302;-71.51388197;-1941808.173;2840816.313
1.10.1-6;-16.40277645;-71.51390071;-1941809.514;2840814.013
1.10.1-6;-16.40251633;-71.51412128;-1941776.173;2840792.401
1.10.1-6;-16.4027515;-71.51441513;-1941800.094;2840756.007
1.10.1-6;-16.4030607;-71.51399588;-1941841.706;2840799.506
1.10.1-7; ; ;-1.516416327;20763369.87
1.10.1-7;-16.40276225;-71.51386724;-1941808.268;2840817.994
1.10.1-7;-16.40251542;-71.51355251;-1941783.241;2840856.908
1.10.1-7;-16.40224363;-71.51376606;-1941748.617;2840836.245
1.10.1-7;-16.40250232;-71.51409247;-1941774.89;2840795.851
1.10.1-8; ; ;-1.516416327;20763369.87
1.10.1-8;-16.40252422;-71.51329806;-1941787.485;2840885.648
1.10.1-8;-16.40244494;-71.51331478;-1941777.96;2840884.788
1.10.1-8;-16.40236982;-71.51330537;-1941769.254;2840886.836
1.10.1-8;-16.40231434;-71.51327357;-1941763.138;2840891.167
1.10.1-8;-16.40204274;-71.51350688;-1941728.287;2840868.26
1.10.1-8;-16.40222733;-71.51375101;-1941746.893;2840838.165
1.10.1-8;-16.40251065;-71.51351735;-1941783.124;2840860.958
1.10.1-8;-16.40266176;-71.51370787;-1941798.472;2840837.38
1.10.1-8;-16.40276236;-71.51362099;-1941811.387;2840845.916
1.10.1-9; ; ;-1.516416327;20763369.87
1.10.1-9;-16.40172304;-71.51378189;-1941687.261;2840841.253
1.10.1-9;-16.40241493;-71.51490214;-1941754.41;2840705.18
1.10.1-9;-16.40269312;-71.51450515;-1941792.1;2840746.562
1.10.1-9;-16.40198034;-71.51356729;-1941720.194;2840862.226
1.10.1-10; ; ;-1.516416327;20763369.87
1.10.1-10;-16.40156752;-71.51370918;-1941669.907;2840851.531
1.10.1-10;-16.40154056;-71.5137183;-1941666.625;2840850.85
1.10.1-10;-16.40115871;-71.51321241;-1941628.147;2840913.206
1.10.1-10;-16.40081288;-71.51280863;-1941592.613;2840963.513
1.10.1-10;-16.40067161;-71.51293139;-1941574.468;2840951.438
1.10.1-10;-16.40098422;-71.51330014;-1941606.542;2840905.538
1.10.1-10;-16.40144701;-71.51376276;-1941655.074;2840847.03
1.10.1-10;-16.40230037;-71.51509871;-1941738.473;2840684.387
1.10.1-10;-16.40237243;-71.51500447;-1941748.127;2840694.131
1.10.1-11; ; ;-1.516416327;20763369.87
1.10.1-11;-16.40076366;-71.51279676;-1941586.981;2840965.502
1.10.1-11;-16.4005965;-71.51259557;-1941569.88;2840990.502
1.10.1-11;-16.40001993;-71.51189791;-1941510.947;2841077.15
1.10.1-11;-16.39983928;-71.51173798;-1941491.741;2841097.647
1.10.1-11;-16.39977878;-71.51175443;-1941484.426;2841096.571
1.10.1-11;-16.3997534;-71.51185103;-1941480.226;2841085.95
1.10.1-11;-16.39979767;-71.51187565;-1941485.116;2841082.579
1.10.1-11;-16.40024672;-71.51242092;-1941530.992;2841014.877
1.10.1-11;-16.40047361;-71.51270186;-1941554.102;2840980.054
1.10.1-11;-16.40049093;-71.51268723;-1941556.322;2840981.487
1.10.1-11;-16.40065226;-71.51289149;-1941572.699;2840956.216
1.10.1-12; ; ;-1.516416327;20763369.87
1.10.1-12;-16.4008998;-71.51272715;-1941603.852;2840971.617
1.10.1-12;-16.40167357;-71.51366778;-1941682.888;2840854.84
1.10.1-12;-16.40190502;-71.51348218;-1941712.42;2840872.861
1.10.1-12;-16.40114258;-71.5125288;-1941634.877;2840990.936
1.10.1-13; ; ;-1.516416327;20763369.87
1.10.1-13;-16.40149374;-71.51279033;-1941672.83;2840956.69
1.10.1-13;-16.40189409;-71.51244835;-1941724.177;2840990.237
1.10.1-13;-16.40180426;-71.51233005;-1941715.117;2841004.826
1.10.1-13;-16.40169446;-71.51242164;-1941701.062;2840995.875
1.10.1-13;-16.40152666;-71.51226912;-1941683.273;2841015.364
1.10.1-13;-16.40125371;-71.51251001;-1941648.168;2840991.615
1.10.1-14; ; ;-1.516416327;20763369.87
1.10.1-14;-16.4017383;-71.51309269;-1941697.747;2840919.207
1.10.1-14;-16.40213158;-71.51276428;-1941748.093;2840951.308
1.10.1-14;-16.4019094;-71.51248148;-1941725.559;2840986.28
1.10.1-14;-16.40151228;-71.51281617;-1941674.683;2840953.517
1.10.1-15; ; ;-1.516416327;20763369.87
1.10.1-15;-16.40175853;-71.51311816;-1941699.802;2840916.055
1.10.1-15;-16.4019788;-71.5133972;-1941722.16;2840881.533
1.10.1-15;-16.4022494;-71.51318715;-1941756.599;2840901.815
1.10.1-15;-16.40222758;-71.51307692;-1941755.426;2840914.601
1.10.1-15;-16.40224127;-71.51299747;-1941758.037;2840923.431
1.10.1-15;-16.4022642;-71.51294566;-1941761.384;2840929.007
1.10.1-15;-16.40215326;-71.51279457;-1941750.256;2840947.59
1.10.1-16; ; ;-1.516416327;20763369.87
1.10.1-16;-16.40227906;-71.51164499;-1941779.539;2841076.305
1.10.1-16;-16.40188476;-71.51197557;-1941729.046;2841043.971
1.10.1-16;-16.40200064;-71.51215821;-1941740.356;2841021.746
1.10.1-16;-16.40189307;-71.51226046;-1941726.429;2841011.557
1.10.1-16;-16.40237429;-71.51287171;-1941775.25;2840935.953
1.10.1-16;-16.40242195;-71.51285346;-1941781.08;2840937.4
1.10.1-16;-16.40258446;-71.51286788;-1941799.989;2840933.641
1.10.1-16;-16.40297394;-71.51254716;-1941849.791;2840964.919
1.10.1-17; ; ;-1.516416327;20763369.87
1.10.1-17;-16.40089019;-71.50985267;-1941638.986;2841297.704
1.10.1-17;-16.39982008;-71.51056266;-1941504.312;2841231.178
1.10.1-17;-16.39978025;-71.51117298;-1941491.933;2841162.489
1.10.1-17;-16.39986723;-71.51146245;-1941498.5;2841128.526
1.10.1-17;-16.40084277;-71.51266299;-1941597.961;2840979.637
1.10.1-17;-16.40219006;-71.51157038;-1941770.025;2841085.929
1.10.2-1; ; ;-1.516416327;20763369.87
1.10.2-1;-16.40441934;-71.51580188;-1941978.533;2840576.959
1.10.2-1;-16.4038633;-71.51505343;-1941922.653;2840669.096
1.10.2-1;-16.40316452;-71.51610211;-1941827.334;2840559.314
1.10.2-1;-16.40329506;-71.51627255;-1941840.519;2840538.281
1.10.2-2; ; ;-1.516416327;20763369.87
1.10.2-2;-16.40532704;-71.5154125;-1942090.078;2840609.249
1.10.2-2;-16.40450574;-71.51407344;-1942010.487;2840771.824
1.10.2-2;-16.40394753;-71.51491829;-1941934.252;2840683.319
1.10.2-2;-16.40452401;-71.51573339;-1941991.693;2840583.358
1.10.2-3; ; ;-1.516416327;20763369.87
1.10.2-3;-16.40653709;-71.51487633;-1942238.995;2840654.231
1.10.2-3;-16.40613439;-71.51420385;-1942200.172;2840735.749
1.10.2-3;-16.40519799;-71.51483327;-1942082.225;2840676.617
1.10.2-3;-16.40550288;-71.51534215;-1942111.623;2840614.928
1.10.2-4; ; ;-1.516416327;20763369.87
1.10.2-4;-16.40746397;-71.51444923;-1942353.27;2840690.544
1.10.2-4;-16.40736785;-71.51402609;-1942347.318;2840739.782
1.10.2-4;-16.40720889;-71.51352711;-1942334.94;2840798.44
1.10.2-4;-16.40625581;-71.51415685;-1942215.029;2840739.491
1.10.2-4;-16.40664639;-71.51483933;-1942252.303;2840656.997
1.10.2-5; ; ;-1.516416327;20763369.87
1.10.2-5;-16.40717995;-71.51336703;-1942333.561;2840816.97
1.10.2-5;-16.4070335;-71.5127697;-1942323.893;2840886.617
1.10.2-5;-16.40585344;-71.51351341;-1942175.879;2840817.713
1.10.2-5;-16.40615259;-71.51399812;-1942204.906;2840758.84
1.10.2-5;-16.40618889;-71.51401663;-1942208.936;2840756.266
1.10.2-6; ; ;-1.516416327;20763369.87
1.10.2-6;-16.40526924;-71.51460529;-1942093.472;2840701.537
1.10.2-6;-16.40524995;-71.51456684;-1942091.69;2840706.149
1.10.2-6;-16.40536154;-71.51449598;-1942105.694;2840712.726
1.10.2-6;-16.40539276;-71.51451358;-1942109.139;2840710.321
1.10.2-6;-16.40605928;-71.5140866;-1942192.827;2840750.026
1.10.2-6;-16.40595379;-71.51394337;-1942182.242;2840767.647
1.10.2-6;-16.40583622;-71.5137805;-1942170.485;2840787.651
1.10.2-6;-16.40585299;-71.51374821;-1942172.863;2840791.093
1.10.2-6;-16.40575749;-71.51358156;-1942163.746;2840811.239
1.10.2-6;-16.40481445;-71.51420885;-1942045.046;2840752.435
1.10.2-6;-16.40513434;-71.51469178;-1942076.533;2840693.492
1.10.2-7; ; ;-1.516416327;20763369.87
1.10.2-7;-16.40568099;-71.51348473;-1942155.981;2840823.219
1.10.2-7;-16.40529804;-71.51285408;-1942118.95;2840899.737
1.10.2-7;-16.40462998;-71.51387318;-1942027.61;2840792.909
