ident;lat;long;y_proj;x_proj
1.7.1-1; ; ;-1.516416327;20763369.87
1.7.1-1;-16.44668485;-71.56266414;-1946351.903;2834712.234
1.7.1-1;-16.44644639;-71.56245095;-1946326.587;2834739.511
1.7.1-1;-16.44611357;-71.56215693;-1946291.208;2834777.182
1.7.1-1;-16.44588157;-71.56247095;-1946260.004;2834744.625
1.7.1-1;-16.44644707;-71.56296742;-1946320.155;2834680.971
1.7.1-2; ; ;-1.516416327;20763369.87
1.7.1-2;-16.44669938;-71.56264219;-1946353.887;2834714.532
1.7.1-2;-16.44689349;-71.56242167;-1946379.464;2834736.988
1.7.1-2;-16.44658807;-71.56214805;-1946347.045;2834771.988
1.7.1-2;-16.44629666;-71.56190316;-1946315.91;2834803.55
1.7.1-2;-16.44612369;-71.56211439;-1946292.934;2834781.871
1.7.1-3; ; ;-1.516416327;20763369.87
1.7.1-3;-16.44690174;-71.56239035;-1946380.827;2834740.429
1.7.1-3;-16.44709572;-71.56216453;-1946406.455;2834763.488
1.7.1-3;-16.44653493;-71.56167278;-1946346.797;2834826.546
1.7.1-3;-16.44631682;-71.56186457;-1946318.765;2834807.66
1.7.1-4; ; ;-1.516416327;20763369.87
1.7.1-4;-16.44730699;-71.56193588;-1946434.15;2834786.641
1.7.1-4;-16.44691314;-71.5615741;-1946392.458;2834832.788
1.7.1-4;-16.44672866;-71.56142782;-1946372.638;2834851.777
1.7.1-4;-16.44653788;-71.56163615;-1946347.606;2834830.658
1.7.1-4;-16.44687256;-71.5619309;-1946383.193;2834792.882
1.7.1-4;-16.44711521;-71.56213922;-1946409.064;2834766.101
1.7.1-5; ; ;-1.516416327;20763369.87
1.7.1-5;-16.44732583;-71.56189559;-1946436.871;2834790.96
1.7.1-5;-16.44751111;-71.56167696;-1946461.387;2834813.317
1.7.1-5;-16.44693454;-71.56115871;-1946400.21;2834879.585
1.7.1-5;-16.44674553;-71.56137506;-1946375.284;2834857.535
1.7.1-6; ; ;-1.516416327;20763369.87
1.7.1-6;-16.44670953;-71.56135182;-1946371.35;2834860.64
1.7.1-6;-16.44689959;-71.56113689;-1946396.38;2834882.514
1.7.1-6;-16.4468855;-71.56099418;-1946396.526;2834898.872
1.7.1-6;-16.4465723;-71.56076463;-1946362.639;2834928.981
1.7.1-6;-16.44643408;-71.56070984;-1946347.097;2834936.997
1.7.1-6;-16.44628111;-71.56083081;-1946327.606;2834925.286
1.7.1-6;-16.44637942;-71.56097927;-1946337.28;2834907.175
1.7.1-7; ; ;-1.516416327;20763369.87
1.7.1-7;-16.44754125;-71.5616635;-1946465.096;2834814.448
1.7.1-7;-16.44772782;-71.56137121;-1946490.693;2834845.136
1.7.1-7;-16.44733073;-71.56105598;-1946448.034;2834886.051
1.7.1-7;-16.44724379;-71.56105276;-1946437.864;2834887.551
1.7.1-7;-16.44704099;-71.56102656;-1946414.378;2834893.171
1.7.1-7;-16.44695169;-71.56113083;-1946402.575;2834882.521
1.7.1-8; ; ;-1.516416327;20763369.87
1.7.1-8;-16.44592584;-71.56141892;-1946278.467;2834863.275
1.7.1-8;-16.4460802;-71.56125199;-1946298.701;2834880.178
1.7.1-8;-16.44616557;-71.56115983;-1946309.889;2834889.507
1.7.1-8;-16.44635478;-71.56098851;-1946334.269;2834906.451
1.7.1-8;-16.44623971;-71.56083895;-1946322.642;2834924.904
1.7.1-8;-16.44618578;-71.56087349;-1946315.873;2834921.694
1.7.1-8;-16.44609219;-71.56094024;-1946304.04;2834915.352
1.7.1-8;-16.44603491;-71.56100824;-1946296.455;2834908.394
1.7.1-8;-16.4459575;-71.56113215;-1946285.802;2834895.362
1.7.1-8;-16.44590349;-71.56125963;-1946277.851;2834881.621
1.7.1-8;-16.44584177;-71.56135172;-1946269.441;2834871.99
1.7.1-8;-16.44578528;-71.56143679;-1946261.735;2834863.087
1.7.1-8;-16.44549858;-71.56157206;-1946226.36;2834851.503
1.7.1-8;-16.44609798;-71.5620678;-1946290.502;2834787.486
1.7.1-8;-16.44622831;-71.56187311;-1946308.262;2834807.849
1.7.1-9; ; ;-1.516416327;20763369.87
1.7.1-9;-16.44548182;-71.56159582;-1946224.092;2834849.028
1.7.1-9;-16.4451474;-71.56194535;-1946180.41;2834813.785
1.7.1-9;-16.4458256;-71.56246434;-1946253.514;2834746.105
1.7.1-9;-16.44608318;-71.5621111;-1946288.217;2834782.773
1.7.1-10; ; ;-1.516416327;20763369.87
1.7.1-10;-16.44634682;-71.56064297;-1946337.692;2834945.715
1.7.1-10;-16.44620178;-71.56053592;-1946322.008;2834959.743
1.7.1-10;-16.44585449;-71.56082522;-1946277.574;2834931.493
1.7.1-10;-16.445984;-71.56092888;-1946291.478;2834918.053
1.7.1-10;-16.44635353;-71.56072281;-1946337.473;2834936.58
1.7.2-1; ; ;-1.516416327;20763369.87
1.7.2-1;-16.44775592;-71.56129521;-1946494.951;2834853.381
1.7.2-1;-16.44797481;-71.56096501;-1946524.821;2834887.944
1.7.2-1;-16.44759608;-71.56071391;-1946483.51;2834921.351
1.7.2-1;-16.44745573;-71.56087573;-1946464.986;2834904.845
1.7.2-1;-16.44734982;-71.56101132;-1946450.839;2834890.862
1.7.2-2; ; ;-1.516416327;20763369.87
1.7.2-2;-16.44801312;-71.56092619;-1946529.81;2834891.842
1.7.2-2;-16.4483064;-71.56042408;-1946570.585;2834944.915
1.7.2-2;-16.44790349;-71.56013025;-1946526.974;2834983.48
1.7.2-2;-16.44758942;-71.56063037;-1946483.782;2834930.906
1.7.2-3; ; ;-1.516416327;20763369.87
1.7.2-3;-16.44760104;-71.56006085;-1946492.328;2834995.298
1.7.2-3;-16.44746745;-71.5602584;-1946474.149;2834974.656
1.7.2-3;-16.44769794;-71.56040492;-1946499.369;2834955.038
1.7.2-3;-16.44799087;-71.55990787;-1946540.039;2835007.541
1.7.2-3;-16.44828251;-71.55975825;-1946576.177;2835020.687
1.7.2-3;-16.44820054;-71.55971068;-1946567.15;2835027.149
1.7.2-3;-16.4481077;-71.5596904;-1946556.504;2835030.66
1.7.2-3;-16.44794534;-71.55966755;-1946537.723;2835035.372
1.7.2-3;-16.44784991;-71.55973706;-1946525.639;2835028.742
1.7.2-3;-16.44796919;-71.55982114;-1946538.587;2835017.654
1.7.2-3;-16.44789714;-71.55990622;-1946529.053;2835008.954
1.7.2-3;-16.44767498;-71.5597492;-1946504.943;2835029.652
1.7.2-3;-16.44749631;-71.56000519;-1946480.732;2835002.975
1.7.2-4; ; ;-1.516416327;20763369.87
1.7.2-4;-16.44835459;-71.56039928;-1946576.557;2834947.096
1.7.2-4;-16.44852232;-71.56022856;-1946598.408;2834964.251
1.7.2-4;-16.44873699;-71.56012708;-1946624.899;2834972.946
1.7.2-4;-16.4483594;-71.55977719;-1946584.968;2835017.535
1.7.2-4;-16.44808825;-71.55987751;-1946551.859;2835009.71
1.7.2-4;-16.44798489;-71.56010648;-1946536.833;2834985.111
1.7.3-1; ; ;-1.516416327;20763369.87
1.7.3-1;-16.44874217;-71.56009823;-1946625.872;2834976.148
1.7.3-1;-16.44887909;-71.55994046;-1946643.941;2834992.239
1.7.3-1;-16.44900029;-71.55979769;-1946659.976;2835006.835
1.7.3-1;-16.44850095;-71.55942014;-1946606.095;2835056.151
1.7.3-1;-16.44847613;-71.55946877;-1946602.567;2835050.964
1.7.3-1;-16.44845597;-71.55965843;-1946597.807;2835029.733
1.7.3-1;-16.44836276;-71.55976584;-1946585.506;2835018.778
1.7.3-2; ; ;-1.516416327;20763369.87
1.7.3-2;-16.44788487;-71.55968176;-1946530.443;2835034.553
1.7.3-2;-16.44793542;-71.55968255;-1946536.37;2835033.802
1.7.3-2;-16.4481998;-71.55969518;-1946567.259;2835028.916
1.7.3-2;-16.44830717;-71.55976342;-1946579.008;2835019.778
1.7.3-2;-16.44831328;-71.55977282;-1946579.607;2835018.633
1.7.3-2;-16.44832244;-71.55978533;-1946580.525;2835017.096
1.7.3-2;-16.44831633;-71.5597791;-1946579.886;2835017.882
1.7.3-2;-16.44831328;-71.55977598;-1946579.567;2835018.275
1.7.3-2;-16.44834988;-71.55976908;-1946583.952;2835018.579
1.7.3-2;-16.44838444;-71.5596834;-1946589.092;2835027.837
1.7.3-2;-16.44819902;-71.55953989;-1946569.126;2835046.525
1.7.3-2;-16.44798963;-71.55935887;-1946546.818;2835069.778
1.7.3-2;-16.44778461;-71.55961896;-1946519.461;2835042.98
1.7.3-3; ; ;-1.516416327;20763369.87
1.7.3-3;-16.44824903;-71.55955147;-1946574.853;2835044.559
1.7.3-3;-16.44840156;-71.55968626;-1946591.066;2835027.289
1.7.3-3;-16.44842652;-71.55955474;-1946595.656;2835041.869
1.7.3-3;-16.44843864;-71.55936564;-1946599.465;2835063.141
1.7.3-3;-16.44816849;-71.55914309;-1946570.546;2835091.894
1.7.3-3;-16.44801636;-71.55934186;-1946550.172;2835071.356
1.7.4-1; ; ;-1.516416327;20763369.87
1.7.4-1;-16.44758213;-71.56006766;-1946490.023;2834994.774
1.7.4-1;-16.44747721;-71.5600084;-1946478.448;2835002.861
1.7.4-1;-16.44763188;-71.55984531;-1946498.669;2835019.323
1.7.4-1;-16.44738407;-71.55965774;-1946471.932;2835043.82
1.7.4-1;-16.44720684;-71.5598887;-1946448.205;2835019.96
1.7.4-1;-16.44713213;-71.56003594;-1946437.574;2835004.25
1.7.4-1;-16.44746753;-71.56023348;-1946474.472;2834977.479
1.7.4-2; ; ;-1.516416327;20763369.87
1.7.4-2;-16.4471766;-71.56102121;-1946430.371;2834892.005
1.7.4-2;-16.44731558;-71.56098353;-1946447.169;2834894.46
1.7.4-2;-16.44754864;-71.56070917;-1946477.998;2834922.508
