ident;lat;long;y_proj;x_proj
1.4.203-1; ; ;-1.516416327;20763369.87
1.4.203-1;-16.33807854;-71.58220084;-1933351.6;2833911.273
1.4.203-1;-16.3382038;-71.58209857;-1933367.592;2833921.247
1.4.203-1;-16.33823503;-71.58192759;-1933373.401;2833940.23
1.4.203-1;-16.3381463;-71.58181758;-1933364.358;2833953.856
1.4.203-1;-16.33791232;-71.5820409;-1933334.083;2833931.567
1.4.203-2; ; ;-1.516416327;20763369.87
1.4.203-2;-16.33801383;-71.58177454;-1933349.339;2833960.455
1.4.203-2;-16.33610544;-71.57995338;-1933148.019;2834191.728
1.4.203-2;-16.33588791;-71.58026472;-1933118.572;2834159.243
1.4.203-2;-16.33690433;-71.58102486;-1933228.425;2834059.86
1.4.203-2;-16.33789557;-71.5818893;-1933334.014;2833948.975
1.4.203-3; ; ;-1.516416327;20763369.87
1.4.203-3;-16.33604537;-71.579925;-1933141.318;2834195.726
1.4.203-3;-16.33490329;-71.5788536;-1933020.605;2834332.04
1.4.203-3;-16.3345767;-71.57926534;-1932977.092;2834289.582
1.4.203-3;-16.33587045;-71.58022182;-1933117.058;2834164.335
1.4.203-4; ; ;-1.516416327;20763369.87
1.4.203-4;-16.33485388;-71.57880907;-1933015.36;2834337.729
1.4.203-4;-16.33462093;-71.57859064;-1932990.736;2834365.522
1.4.203-4;-16.33426251;-71.57907859;-1932942.53;2834314.835
1.4.203-4;-16.3345068;-71.5792705;-1932968.817;2834289.903
1.4.203-5; ; ;-1.516416327;20763369.87
1.4.203-5;-16.33421508;-71.57904172;-1932937.422;2834319.632
1.4.203-5;-16.33457463;-71.57853483;-1932985.997;2834372.452
1.4.203-5;-16.33433144;-71.57830202;-1932960.351;2834402.008
1.4.203-5;-16.33398004;-71.57885085;-1932912.207;2834344.325
1.4.203-6; ; ;-1.516416327;20763369.87
1.4.203-6;-16.33393671;-71.57880496;-1932907.693;2834350.091
1.4.203-6;-16.33429359;-71.5782715;-1932956.288;2834405.959
1.4.203-6;-16.33408196;-71.57805969;-1932934.085;2834432.725
1.4.203-6;-16.3336745;-71.57863972;-1932878.967;2834372.231
1.4.203-7; ; ;-1.516416327;20763369.87
1.4.203-7;-16.33363656;-71.57859102;-1932875.12;2834378.245
1.4.203-7;-16.33403235;-71.57801932;-1932928.765;2834437.946
1.4.203-7;-16.33380599;-71.57780801;-1932904.826;2834464.846
1.4.203-7;-16.33338486;-71.57840873;-1932847.843;2834402.183
1.4.203-8; ; ;-1.516416327;20763369.87
1.4.203-8;-16.3337549;-71.57776588;-1932899.353;2834470.286
1.4.203-8;-16.33328524;-71.57733656;-1932849.57;2834525.065
1.4.203-8;-16.33308572;-71.57766066;-1932822.078;2834490.898
1.4.203-8;-16.3334726;-71.57818677;-1932860.927;2834426.216
1.4.203-9; ; ;-1.516416327;20763369.87
1.4.203-9;-16.33333021;-71.57835937;-1932842.042;2834408.489
1.4.203-9;-16.33344855;-71.5782181;-1932857.71;2834422.975
1.4.203-9;-16.33302929;-71.57771336;-1932814.791;2834485.653
1.4.203-9;-16.33279933;-71.57792333;-1932785.153;2834464.824
1.4.203-9;-16.33311286;-71.57828551;-1932817.44;2834419.684
1.4.203-10; ; ;-1.516416327;20763369.87
1.4.203-10;-16.33399883;-71.57935541;-1932908.096;2834286.862
1.4.203-10;-16.33415785;-71.57912095;-1932929.708;2834311.388
1.4.203-10;-16.33304662;-71.57832119;-1932809.213;2834416.497
1.4.203-10;-16.33290256;-71.57848992;-1932790.182;2834399.23
1.4.203-11; ; ;-1.516416327;20763369.87
1.4.203-11;-16.3356689;-71.58022775;-1933093.313;2834166.276
1.4.203-11;-16.33419612;-71.57915511;-1932933.774;2834307.018
1.4.203-11;-16.33401109;-71.5794217;-1932908.705;2834279.185
1.4.203-11;-16.33550717;-71.58050168;-1933070.888;2834137.31
1.4.203-12; ; ;-1.516416327;20763369.87
1.4.203-12;-16.3372369;-71.58142974;-1933262.413;2834009.632
1.4.203-12;-16.33606641;-71.58051183;-1933136.44;2834128.905
