ident;lat;long;y_proj;x_proj
1.29.21-1; ; ;-1.516416327;20763369.87
1.29.21-1;-16.29447044;-71.63527355;-1927567.892;2828456.903
1.29.21-1;-16.29456899;-71.63534205;-1927578.61;2828447.864
1.29.21-1;-16.29482698;-71.63508814;-1927612.065;2828473.329
1.29.21-1;-16.29463984;-71.63434132;-1927599.395;2828560.43
1.29.21-1;-16.2943017;-71.63427829;-1927560.477;2828571.94
1.29.21-1;-16.2942265;-71.63437997;-1927550.381;2828561.379
1.29.21-2; ; ;-1.516416327;20763369.87
1.29.21-2;-16.2938838;-71.63490703;-1927503.578;2828506.031
1.29.21-2;-16.294346;-71.63519502;-1927554.26;2828467.412
1.29.21-2;-16.29416681;-71.63447001;-1927542.251;2828551.938
1.29.21-3; ; ;-1.516416327;20763369.87
1.29.21-3;-16.29350721;-71.63465642;-1927462.482;2828539.308
1.29.21-3;-16.29383439;-71.63487106;-1927498.225;2828510.748
1.29.21-3;-16.29421605;-71.63424084;-1927550.887;2828577.291
1.29.21-3;-16.29380544;-71.63418424;-1927503.38;2828589.006
1.29.21-4; ; ;-1.516416327;20763369.87
1.29.21-4;-16.29347445;-71.6346182;-1927459.112;2828544.065
1.29.21-4;-16.29371405;-71.63419157;-1927492.559;2828589.354
1.29.21-4;-16.29306054;-71.63397926;-1927418.472;2828621.858
1.29.21-4;-16.29290178;-71.63427091;-1927396.198;2828590.833
1.29.21-5; ; ;-1.516416327;20763369.87
1.29.21-5;-16.29265027;-71.63467846;-1927361.59;2828547.86
1.29.21-5;-16.29359025;-71.63528199;-1927464.44;2828467.297
1.29.21-5;-16.29378884;-71.63493831;-1927492.038;2828503.709
1.29.21-5;-16.29285503;-71.63432185;-1927390.073;2828585.659
1.29.21-6; ; ;-1.516416327;20763369.87
1.29.21-6;-16.29364239;-71.63532891;-1927469.977;2828461.304
1.29.21-6;-16.2942089;-71.63568627;-1927532.043;2828413.474
1.29.21-6;-16.29449659;-71.63539938;-1927569.395;2828442.297
1.29.21-6;-16.29385294;-71.63499091;-1927498.909;2828496.918
1.29.21-7; ; ;-1.516416327;20763369.87
1.29.21-7;-16.29341691;-71.63571134;-1927438.74;2828420.845
1.29.21-7;-16.293875;-71.63602126;-1927488.666;2828379.793
1.29.21-7;-16.29416442;-71.63573497;-1927526.214;2828408.525
1.29.21-7;-16.29360035;-71.63536879;-1927464.545;2828457.324
1.29.21-8; ; ;-1.516416327;20763369.87
1.29.21-8;-16.29262355;-71.63472134;-1927357.918;2828543.342
1.29.21-8;-16.29241406;-71.63508155;-1927328.835;2828505.196
1.29.21-8;-16.29334644;-71.6356773;-1927430.889;2828425.615
1.29.21-8;-16.29354612;-71.63533119;-1927458.646;2828462.288
1.29.21-9; ; ;-1.516416327;20763369.87
1.29.21-9;-16.29267292;-71.63634295;-1927343.518;2828358.816
1.29.21-9;-16.29284751;-71.63646991;-1927362.436;2828342.168
1.29.21-9;-16.2931814;-71.63593321;-1927408.324;2828398.724
1.29.21-9;-16.2929395;-71.6358895;-1927380.466;2828406.799
1.29.21-10; ; ;-1.516416327;20763369.87
1.29.21-10;-16.29209992;-71.63620722;-1927277.93;2828381.598
1.29.21-10;-16.29263632;-71.63676263;-1927333.994;2828311.697
1.29.21-10;-16.29279625;-71.63649892;-1927356.056;2828339.539
1.29.21-10;-16.29217927;-71.63609695;-1927288.62;2828393.078
1.29.21-11; ; ;-1.516416327;20763369.87
1.29.21-11;-16.29284689;-71.63727204;-1927352.374;2828251.216
1.29.21-11;-16.29327958;-71.63659398;-1927411.621;2828322.527
1.29.21-11;-16.29295125;-71.63637661;-1927375.779;2828351.411
1.29.21-11;-16.29259322;-71.63694314;-1927326.685;2828291.783
1.29.21-12; ; ;-1.516416327;20763369.87
