ident;lat;long;y_proj;x_proj
1.4.54-1; ; ;-1.516416327;20763369.87
1.4.54-1;-16.3619287;-71.56312249;-1936391.941;2835764.988
1.4.54-1;-16.36042421;-71.56334575;-1936212.432;2835759.231
1.4.54-1;-16.36114067;-71.56646806;-1936257.394;2835395.867
1.4.54-1;-16.36256118;-71.5660744;-1936429.174;2835422.039
1.4.54-2; ; ;-1.516416327;20763369.87
1.4.54-2;-16.36326164;-71.56506073;-1936524.166;2835527.874
1.4.54-2;-16.36300764;-71.56502057;-1936494.837;2835535.731
1.4.54-2;-16.36252181;-71.56424383;-1936447.526;2835630.123
1.4.54-2;-16.36222041;-71.56435392;-1936410.745;2835621.559
1.4.54-2;-16.3626067;-71.56605757;-1936434.731;2835423.355
1.4.54-2;-16.36345694;-71.56584199;-1936537.297;2835436.747
1.4.54-3; ; ;-1.516416327;20763369.87
1.4.54-3;-16.36260519;-71.56194498;-1936486.177;2835889.715
1.4.54-3;-16.36166743;-71.56219507;-1936372.895;2835873.55
1.4.54-3;-16.36217557;-71.56397731;-1936410.205;2835664.847
1.4.54-3;-16.36301405;-71.56382285;-1936510.625;2835671.46
1.4.54-4; ; ;-1.516416327;20763369.87
1.4.54-4;-16.36473296;-71.56146996;-1936742.052;2835915.909
1.4.54-4;-16.36321302;-71.56177324;-1936559.724;2835901.285
1.4.54-4;-16.36353361;-71.5634962;-1936575.748;2835701.744
1.4.54-4;-16.36426256;-71.56333967;-1936663.329;2835710.015
1.4.54-4;-16.36463282;-71.56493889;-1936686.741;2835523.862
1.4.54-4;-16.36448003;-71.56498993;-1936668.154;2835520.061
1.4.54-4;-16.36461628;-71.56555523;-1936677.061;2835454.189
1.4.54-4;-16.36492003;-71.5654691;-1936713.817;2835460.006
1.4.54-4;-16.36425343;-71.56243094;-1936673.665;2835813.177
1.4.54-4;-16.36488932;-71.56225269;-1936750.589;2835825.12
1.4.54-5; ; ;-1.516416327;20763369.87
1.4.54-5;-16.36495844;-71.56140706;-1936769.326;2835920.11
1.4.54-5;-16.36477653;-71.56144652;-1936747.463;2835918
1.4.54-5;-16.36493485;-71.56223862;-1936756.113;2835826.123
1.4.54-5;-16.36513301;-71.56219187;-1936779.975;2835828.847
