ident;lat;long;y_proj;x_proj
1.13.1-1; ; ;-1.516416327;20763369.87
1.13.1-1;-16.44625849;-71.50088136;-1947082.219;2841720.985
1.13.1-1;-16.44647362;-71.50087258;-1947107.603;2841719.161
1.13.1-1;-16.44644607;-71.50073981;-1947106.047;2841734.574
1.13.1-1;-16.44637129;-71.50073847;-1947097.279;2841735.706
1.13.1-1;-16.44622006;-71.50075165;-1947079.345;2841736.195
1.13.1-1;-16.44616656;-71.50059048;-1947075.099;2841755.169
1.13.1-1;-16.44590972;-71.50070027;-1947043.537;2841746.089
1.13.1-1;-16.44590905;-71.50074833;-1947042.85;2841740.65
1.13.1-1;-16.44586537;-71.50080396;-1947037.015;2841734.915
1.13.1-1;-16.44586516;-71.50089701;-1947035.813;2841724.369
1.13.1-1;-16.44570892;-71.50115634;-1947014.176;2841697.016
1.13.1-1;-16.44576556;-71.50118523;-1947020.465;2841692.999
1.13.1-1;-16.44603658;-71.50099083;-1947054.764;2841711.485
1.13.1-2; ; ;-1.516416327;20763369.87
1.13.1-2;-16.44549478;-71.50133417;-1946986.769;2841679.664
1.13.1-2;-16.44533758;-71.50136817;-1946967.871;2841677.87
1.13.1-2;-16.44536194;-71.50149879;-1946969.081;2841662.742
1.13.1-2;-16.44560673;-71.5014838;-1946998.028;2841661.231
1.13.1-2;-16.44571224;-71.50148862;-1947010.363;2841659.302
1.13.1-2;-16.44573333;-71.50150016;-1947012.693;2841657.717
1.13.1-2;-16.4458437;-71.50158001;-1947024.65;2841647.217
1.13.1-2;-16.44604149;-71.50127963;-1947051.686;2841678.679
1.13.1-2;-16.4459785;-71.50120191;-1947045.27;2841688.316
1.13.1-2;-16.44594652;-71.50117235;-1947041.887;2841692.087
1.13.1-2;-16.44591737;-71.50116379;-1947038.571;2841693.44
1.13.1-2;-16.44585902;-71.50113933;-1947032.025;2841696.977
1.13.1-2;-16.44567074;-71.50129961;-1947007.879;2841681.274
1.13.1-3; ; ;-1.516416327;20763369.87
1.13.1-3;-16.44512161;-71.50129852;-1946943.381;2841688.597
1.13.1-3;-16.44500361;-71.5012845;-1946929.695;2841691.734
1.13.1-3;-16.44486909;-71.50125497;-1946914.266;2841696.846
1.13.1-3;-16.444769;-71.50120443;-1946903.146;2841703.888
1.13.1-3;-16.44467649;-71.50117654;-1946892.631;2841708.262
1.13.1-3;-16.4446036;-71.50117299;-1946884.113;2841709.621
1.13.1-3;-16.44448558;-71.50115951;-1946870.418;2841712.696
1.13.1-3;-16.44439944;-71.50121421;-1946859.607;2841707.624
1.13.1-3;-16.44444853;-71.50127616;-1946864.591;2841699.957
1.13.1-3;-16.44449201;-71.50138297;-1946868.348;2841687.278
1.13.1-3;-16.44465183;-71.50133815;-1946887.69;2841690.264
1.13.1-3;-16.44512026;-71.50136478;-1946942.384;2841681.104
1.13.1-4; ; ;-1.516416327;20763369.87
1.13.1-4;-16.44443902;-71.5015135;-1946860.471;2841673.174
1.13.1-4;-16.44443749;-71.50130835;-1946862.886;2841696.452
1.13.1-4;-16.44435275;-71.50120593;-1946854.227;2841709.174
1.13.1-4;-16.44434194;-71.50128891;-1946851.907;2841699.909
1.13.1-4;-16.44420961;-71.50126671;-1946836.642;2841704.161
1.13.1-4;-16.44421524;-71.50148266;-1946834.571;2841679.604
1.13.1-5; ; ;-1.516416327;20763369.87
1.13.1-5;-16.44064398;-71.49996768;-1946434.185;2841898.18
1.13.1-5;-16.44069109;-71.49984977;-1946441.21;2841910.931
1.13.1-5;-16.44058995;-71.49982635;-1946429.625;2841914.912
1.13.1-5;-16.44055356;-71.49994082;-1946423.901;2841902.41
1.13.1-6; ; ;-1.516416327;20763369.87
1.13.1-6;-16.44238152;-71.50281456;-1946602.298;2841552.64
1.13.1-6;-16.44293277;-71.5036047;-1946657.063;2841455.835
1.13.1-6;-16.44343119;-71.50324156;-1946720.211;2841490.472
1.13.1-6;-16.44380813;-71.50295083;-1946768.17;2841518.491
1.13.1-6;-16.44390192;-71.50280885;-1946780.985;2841533.359
1.13.1-6;-16.44330747;-71.5021613;-1946719.342;2841614.565
1.13.1-7; ; ;-1.516416327;20763369.87
1.13.1-7;-16.44217668;-71.50349833;-1946569.584;2841477.804
1.13.1-7;-16.44187362;-71.50366882;-1946531.826;2841462.448
1.13.1-7;-16.44165221;-71.50379479;-1946504.22;2841451.068
1.13.1-7;-16.44171882;-71.50397482;-1946509.769;2841429.785
1.13.1-7;-16.4414704;-71.5041185;-1946478.768;2841416.751
1.13.1-7;-16.4413245;-71.50385399;-1946464.973;2841448.651
1.13.1-7;-16.44096442;-71.50402693;-1946420.484;2841433.763
1.13.1-7;-16.44116778;-71.50432172;-1946440.646;2841397.677
1.13.1-7;-16.44090438;-71.50449118;-1946407.559;2841381.917
1.13.1-7;-16.44105005;-71.50475302;-1946421.361;2841350.322
1.13.1-7;-16.44141216;-71.50452944;-1946466.728;2841370.924
1.13.1-7;-16.44179097;-71.50436523;-1946513.307;2841384.577
1.13.1-7;-16.44203737;-71.50424305;-1946543.799;2841395.2
1.13.1-7;-16.4422748;-71.5040702;-1946573.878;2841411.684
1.13.1-7;-16.44245231;-71.50394467;-1946596.32;2841423.589
1.13.1-7;-16.44260922;-71.50383583;-1946616.129;2841433.871
1.13.1-7;-16.44285521;-71.50364154;-1946647.486;2841452.675
1.13.1-7;-16.44262971;-71.50328183;-1946625.544;2841496.412
1.13.1-7;-16.44221705;-71.50356321;-1946573.507;2841469.92
1.13.1-8; ; ;-1.516416327;20763369.87
1.13.1-8;-16.43892578;-71.50245206;-1946200.904;2841639.031
1.13.1-8;-16.43884407;-71.50222;-1946194.24;2841666.411
1.13.1-8;-16.4384052;-71.50159443;-1946150.594;2841743.088
1.13.1-8;-16.43812301;-71.5017876;-1946114.999;2841724.885
1.13.1-8;-16.43847722;-71.5023392;-1946149.635;2841657.706
1.13.1-8;-16.43835537;-71.50242211;-1946134.272;2841649.902
1.13.1-8;-16.43841688;-71.50255944;-1946139.761;2841633.525
1.13.1-8;-16.43863834;-71.50253411;-1946166.099;2841633.495
1.13.1-9; ; ;-1.516416327;20763369.87
1.13.1-9;-16.44040751;-71.50481839;-1946345.05;2841351.331
1.13.1-9;-16.44004478;-71.50502439;-1946299.832;2841332.729
1.13.1-9;-16.43999346;-71.50491567;-1946295.178;2841345.728
1.13.1-9;-16.4397289;-71.50511906;-1946261.525;2841326.136
1.13.1-9;-16.43945472;-71.50531216;-1946226.873;2841307.837
1.13.1-9;-16.43967171;-71.5057424;-1946246.925;2841256.215
1.13.1-9;-16.43988172;-71.5055803;-1946273.646;2841271.841
1.13.1-9;-16.44018205;-71.50537927;-1946311.47;2841290.697
1.13.1-9;-16.44037572;-71.50529633;-1946335.27;2841297.563
1.13.1-9;-16.44035435;-71.50525367;-1946333.299;2841302.679
1.13.1-9;-16.44063613;-71.50509634;-1946368.392;2841316.824
1.13.1-10; ; ;-1.516416327;20763369.87
1.13.1-10;-16.4392801;-71.50553632;-1946203.525;2841284.71
1.13.1-10;-16.43880753;-71.50586749;-1946143.821;2841253.356
1.13.1-10;-16.4387247;-71.50592244;-1946133.396;2841248.212
1.13.1-10;-16.43856521;-71.50599302;-1946113.767;2841242.299
1.13.1-10;-16.43830979;-71.50598179;-1946083.902;2841246.92
1.13.1-10;-16.43828802;-71.50591257;-1946082.221;2841255.052
1.13.1-10;-16.43820571;-71.50592757;-1946072.362;2841254.431
1.13.1-10;-16.43837024;-71.50642224;-1946085.435;2841196.192
1.13.1-10;-16.43848698;-71.50668322;-1946095.849;2841165.075
