"block_id","user_std","date_clean","lat","long","type_house_std","raise_dog_house","number_dog_house","number_dog_vaccinated_2024","number_dog_vaccinated_sweep"
"1.12.1-49","VP01",2024-12-14 09:31:30.135265,"-16.509632400000001","-71.494434100000007","P","si",1,1,1
"1.5.4-11","VP04",2024-12-14 09:31:36.798303,"-16.470672799999999","-71.473728199999996","C",NA,0,0,0
"1.5.4-11","VP04",2024-12-14 09:31:40.749205,"-16.4706212","-71.474229100000002","P","si",2,0,2
"1.5.4-12","VP04",2024-12-14 09:31:49.199699,"-16.470655600000001","-71.474231700000004","C",NA,0,0,0
"1.5.4-12","VP04",2024-12-14 09:31:55.999386,"-16.470652399999999","-71.474235100000001","LV",NA,0,0,0
"1.5.4-11","VP04",2024-12-14 09:32:05.686521,"-16.470648300000001","-71.474227600000006","C",NA,0,0,0
"1.12.5-69","VP07",2024-12-14 09:32:16.659378,"-16.490311699999999","-71.492679199999998","P","si",1,0,1
"1.12.5-64","VP08",2024-12-14 09:32:54.877771,"-16.4876346","-71.491129400000005","P","si",1,1,0
"1.5.5-4","VP06",2024-12-14 09:34:29.235144,"-16.4720385","-71.480010800000002","P","si",1,0,1
"1.5.5-4","VP06",2024-12-14 09:34:57.124635,"-16.472070500000001","-71.479931800000003","D",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 09:35:19.628558,"-16.4721023","-71.479845400000002","P","si",1,1,0
"1.5.5-4","VP06",2024-12-14 09:35:53.302923,"-16.472179799999999","-71.479801399999999","C",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 09:36:06.623027,"-16.4722106","-71.479770200000004","C",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 09:36:19.290194,"-16.472248199999999","-71.479664600000007","C",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 09:36:44.652128,"-16.472327400000001","-71.479614100000006","P","si",1,1,0
"1.5.5-4","VP06",2024-12-14 09:37:11.114961,"-16.472321099999998","-71.479570300000006","C",NA,0,0,0
"1.12.5-36","VP08",2024-12-14 09:37:20.484755,"-16.487355399999998","-71.491127800000001","P","si",1,1,0
"1.5.5-4","VP06",2024-12-14 09:37:31.749786,"-16.472357899999999","-71.479495499999999","C",NA,0,0,0
"1.12.5-36","VP08",2024-12-14 09:37:34.969531,"-16.4872193","-71.491129799999996","C",NA,0,0,0
"1.12.5-36","VP08",2024-12-14 09:37:41.423221,"-16.487195199999999","-71.491126199999997","D",NA,0,0,0
"1.16.11-4","VP03",2024-12-14 09:37:45.494373,"-16.531458600000001","-71.480039500000004","LV",NA,0,0,0
"1.12.5-36","VP08",2024-12-14 09:37:48.408332,"-16.487139800000001","-71.491102600000005","LV",NA,0,0,0
"1.16.11-5","VP03",2024-12-14 09:37:54.149862,"-16.531522899999999","-71.480077399999999","LV",NA,0,0,0
"1.12.1-13","VP01",2024-12-14 09:37:56.444849,"-16.509789999999999","-71.494452800000005","LV",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 09:38:03.108932,"-16.472470000000001","-71.479408899999996","P","si",2,2,0
"1.12.5-36","VP08",2024-12-14 09:38:04.873201,"-16.487013000000001","-71.4911247","C",NA,0,0,0
"1.16.11-7","VP03",2024-12-14 09:38:07.005669,"-16.531492799999999","-71.480095000000006","P","si",11,1,1
"1.12.1-13","VP01",2024-12-14 09:38:07.204068,"-16.5096466","-71.494449099999997","P","si",2,1,0
"1.12.5-36","VP08",2024-12-14 09:38:14.83537,"-16.486956500000002","-71.491129099999995","LV",NA,0,0,0
"1.16.14-7","VP03",2024-12-14 09:38:28.749519,"-16.531705299999999","-71.480201500000007","C",NA,0,0,0
"1.5.4-11","VP04",2024-12-14 09:38:30.363451,"-16.470633500000002","-71.474354700000006","P","si",3,0,3
"1.5.5-4","VP06",2024-12-14 09:38:31.671388,"-16.472500199999999","-71.479315","C",NA,0,0,0
"1.12.1-41","VP01",2024-12-14 09:38:36.321877,"-16.5101479","-71.493724599999993","C",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 09:38:43.612063,"-16.472531700000001","-71.479226400000002","C",NA,0,0,0
"1.5.4-12","VP04",2024-12-14 09:38:48.196097,"-16.470648400000002","-71.474252300000003","DOG_ANOTHER_AREA",NA,1,0,1
"1.12.1-49","VP01",2024-12-14 09:38:50.390623,"-16.509695900000001","-71.494494799999998","C",NA,0,0,0
"1.12.5-36","VP08",2024-12-14 09:39:09.608115,"-16.486426699999999","-71.491182499999994","LV",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 09:39:12.261378,"-16.472660600000001","-71.479121800000001","P","no",0,0,0
"1.12.5-36","VP08",2024-12-14 09:39:16.95827,"-16.486358599999999","-71.491168999999999","C",NA,0,0,0
"1.12.5-64","VP08",2024-12-14 09:39:28.951215,"-16.4862413","-71.491142800000006","P","si",1,0,1
"1.5.5-4","VP06",2024-12-14 09:39:36.111123,"-16.472731100000001","-71.479042199999995","C",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 09:39:55.313232,"-16.4727955","-71.478936700000006","P","si",3,3,0
"1.16.4-103","VP02",2024-12-14 09:39:56.334096,"-16.527753100000002","-71.480377200000007","P","si",2,2,0
"1.5.5-4","VP06",2024-12-14 09:40:23.544285,"-16.4728183","-71.478913300000002","C",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 09:40:45.713013,"-16.472890400000001","-71.478814600000007","LV",NA,0,0,0
"1.12.1-41","VP01",2024-12-14 09:40:47.38396,"-16.5101464","-71.4936802","P","si",2,2,0
"1.16.11-7","VP03",2024-12-14 09:40:58.72426,"-16.5313272","-71.4800848","P","si",1,1,1
"1.5.5-4","VP06",2024-12-14 09:41:05.541479,"-16.472963199999999","-71.478757700000003","C",NA,0,0,0
"1.5.4-12","VP04",2024-12-14 09:41:12.439963,"-16.470654400000001","-71.474260900000004","P","no",0,0,0
"1.5.4-12","VP04",2024-12-14 09:41:21.824703,"-16.470556699999999","-71.474885999999998","C",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 09:41:30.756938,"-16.4730402","-71.478648699999994","C",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 09:41:44.21101,"-16.473115400000001","-71.478563199999996","C",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 09:41:56.874695,"-16.4731223","-71.478532900000005","LP",NA,0,0,0
"1.5.4-11","VP04",2024-12-14 09:41:58.007522,"-16.470535999999999","-71.474901399999993","P","no",0,0,0
"1.12.1-23","VP01",2024-12-14 09:42:09.270231,"-16.510793","-71.493498299999999","P","no",0,0,0
"1.5.5-4","VP06",2024-12-14 09:42:12.093001,"-16.473221800000001","-71.478465799999995","C",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 09:42:35.134034,"-16.473276299999998","-71.478450100000003","P","no",0,0,0
"1.12.1-23","VP01",2024-12-14 09:43:10.735836,"-16.510801399999998","-71.493472199999999","P","no",0,0,0
"1.12.1-23","VP01",2024-12-14 09:43:24.87142,"-16.510767699999999","-71.493525099999999","P","si",2,2,0
"1.16.11-9","VP03",2024-12-14 09:44:54.264247,"-16.531839300000001","-71.478370799999993","P","si",2,2,0
"1.16.4-80","VP02",2024-12-14 09:45:01.351299,"-16.527236899999998","-71.480673899999999","C",NA,0,0,0
"1.16.14-12","VP03",2024-12-14 09:45:08.982546,"-16.531848799999999","-71.478371300000006","C",NA,0,0,0
"1.16.4-80","VP02",2024-12-14 09:45:16.983556,"-16.527191599999998","-71.480599900000001","C",NA,0,0,0
"1.16.11-11","VP03",2024-12-14 09:45:17.987484,"-16.531836299999998","-71.478367399999996","C",NA,0,0,0
"1.16.11-13","VP03",2024-12-14 09:45:23.392326,"-16.531851499999998","-71.478373300000001","P","si",3,3,0
"1.16.4-80","VP02",2024-12-14 09:45:27.684482,"-16.527182400000001","-71.480590800000002","C",NA,0,0,0
"1.16.4-80","VP02",2024-12-14 09:45:35.516081,"-16.527183900000001","-71.480589899999998","C",NA,0,0,0
"1.16.4-75","VP02",2024-12-14 09:45:40.999946,"-16.527177900000002","-71.480590899999996","C",NA,0,0,0
"1.16.4-75","VP02",2024-12-14 09:45:52.766603,"-16.527170300000002","-71.480585099999999","C",NA,0,0,0
"1.16.4-75","VP02",2024-12-14 09:45:59.017109,"-16.527162300000001","-71.480583300000006","C",NA,0,0,0
"1.16.4-75","VP02",2024-12-14 09:46:05.373392,"-16.527162000000001","-71.4805803","C",NA,0,0,0
"1.16.4-80","VP02",2024-12-14 09:46:15.966574,"-16.5271562","-71.480575700000003","D",NA,0,0,0
"1.5.5-2","VP06",2024-12-14 09:46:32.116609,"-16.473306999999998","-71.4783501","P","si",2,0,2
"1.5.4-11","VP04",2024-12-14 09:47:14.881615,"-16.470562999999999","-71.4748594","P","no",0,0,0
"1.5.4-12","VP04",2024-12-14 09:47:18.682782,"-16.4700028","-71.476250800000003","D",NA,0,0,0
"1.5.4-11","VP04",2024-12-14 09:47:21.732912,"-16.470241000000001","-71.476178899999994","C",NA,0,0,0
"1.5.4-11","VP04",2024-12-14 09:47:26.000114,"-16.470245599999998","-71.476217800000001","C",NA,0,0,0
"1.12.5-71","VP07",2024-12-14 09:48:12.735877,"-16.490910100000001","-71.492349300000001","P","si",1,0,1
"1.5.5-2","VP06",2024-12-14 09:48:32.715309,"-16.473417000000001","-71.478218299999995","LV",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 09:49:11.597394,"-16.4735418","-71.478191699999996","C",NA,0,0,0
"1.5.5-2","VP06",2024-12-14 09:49:39.951279,"-16.473629800000001","-71.478091199999994","C",NA,0,0,0
"1.5.5-2","VP06",2024-12-14 09:49:56.52293,"-16.473661799999999","-71.478052599999998","P","si",3,0,3
"1.5.5-2","VP06",2024-12-14 09:50:27.192322,"-16.473779199999999","-71.478017300000005","C",NA,0,0,0
"1.5.4-11","VP04",2024-12-14 09:50:34.247835,"-16.4700825","-71.476530499999996","P","si",1,0,1
"1.5.4-12","VP04",2024-12-14 09:50:42.815777,"-16.470190800000001","-71.476521399999996","C",NA,0,0,0
"1.5.5-2","VP06",2024-12-14 09:50:44.359237,"-16.473817700000001","-71.477962000000005","C",NA,0,0,0
"1.12.1-23","VP01",2024-12-14 09:50:44.734577,"-16.5107885","-71.493516499999998","P","si",2,2,0
"1.5.5-2","VP06",2024-12-14 09:51:01.720197,"-16.4738772","-71.477910899999998","C",NA,0,0,0
"1.16.4-80","VP02",2024-12-14 09:51:14.317709,"-16.527010000000001","-71.480623199999997","LV",NA,0,0,0
"1.12.5-35","VP08",2024-12-14 09:51:21.720408,"-16.486167099999999","-71.490026200000003","P","si",1,0,1
"1.5.5-4","VP06",2024-12-14 09:51:24.685042,"-16.473954500000001","-71.477857099999994","P","si",1,1,0
"1.12.5-35","VP08",2024-12-14 09:51:33.52789,"-16.4861754","-71.490024300000002","P","si",2,0,2
"1.16.4-80","VP02",2024-12-14 09:51:35.118437,"-16.526966600000002","-71.480673699999997","LV",NA,0,0,0
"1.16.4-75","VP02",2024-12-14 09:51:39.152012,"-16.526966600000002","-71.480673699999997","LV",NA,0,0,0
"1.16.4-75","VP02",2024-12-14 09:51:42.568158,"-16.526966699999999","-71.480668100000003","D",NA,0,0,0
"1.12.5-34","VP08",2024-12-14 09:51:45.669989,"-16.486172100000001","-71.490023300000004","P","si",1,1,1
"1.16.4-75","VP02",2024-12-14 09:51:47.618327,"-16.5269659","-71.480669000000006","C",NA,0,0,0
"1.5.4-11","VP04",2024-12-14 09:51:49.632203,"-16.470180599999999","-71.476564400000001","LV",NA,0,0,0
"1.16.4-75","VP02",2024-12-14 09:52:26.842945,"-16.526956599999998","-71.480658000000005","P","no",0,0,0
"1.5.4-12","VP04",2024-12-14 09:53:06.373802,"-16.470222799999998","-71.476826000000003","C",NA,0,0,0
"1.5.4-11","VP04",2024-12-14 09:53:10.090146,"-16.470265000000001","-71.476872400000005","LV",NA,0,0,0
"1.16.11-14","VP03",2024-12-14 09:53:50.66876,"-16.531948","-71.477158000000003","P","si",3,3,3
"1.16.4-80","VP02",2024-12-14 09:54:02.333462,"-16.526831399999999","-71.480673899999999","P","si",1,1,0
"1.12.1-40","VP01",2024-12-14 09:54:07.524773,"-16.5107675","-71.493474699999993","D",NA,0,0,0
"1.16.4-80","VP02",2024-12-14 09:54:21.067538,"-16.526836500000002","-71.480683999999997","P","no",0,0,0
"1.12.1-40","VP01",2024-12-14 09:54:22.775878,"-16.510759100000001","-71.493460099999993","D",NA,0,0,0
"1.5.4-11","VP04",2024-12-14 09:55:27.242866,"-16.4699952","-71.477184600000001","C",NA,0,0,0
"1.16.4-80","VP02",2024-12-14 09:55:48.181434,"-16.526646100000001","-71.480745600000006","C",NA,0,0,0
"1.16.4-75","VP02",2024-12-14 09:56:04.532112,"-16.526565099999999","-71.480776800000001","C",NA,0,0,0
"1.12.5-71","VP07",2024-12-14 09:56:36.629927,"-16.4897414","-71.493887900000004","C",NA,0,0,0
"1.5.5-2","VP06",2024-12-14 09:56:38.41173,"-16.4738358","-71.478011600000002","P","si",1,0,1
"1.12.5-71","VP07",2024-12-14 09:56:45.496424,"-16.489784400000001","-71.494000400000004","C",NA,0,0,0
"1.12.5-71","VP07",2024-12-14 09:56:51.462983,"-16.489783500000001","-71.494010900000006","C",NA,0,0,0
"1.12.5-71","VP07",2024-12-14 09:57:12.579537,"-16.4898223","-71.493938999999997","C",NA,0,0,0
"1.12.5-71","VP07",2024-12-14 09:57:16.263073,"-16.4898223","-71.493938999999997","C",NA,0,0,0
"1.12.5-73","VP07",2024-12-14 09:57:21.513134,"-16.489824800000001","-71.493940600000002","C",NA,0,0,0
"1.12.5-73","VP07",2024-12-14 09:57:28.44647,"-16.4898232","-71.493946899999997","C",NA,0,0,0
"1.12.5-73","VP07",2024-12-14 09:57:33.829685,"-16.4898211","-71.493949799999996","C",NA,0,0,0
"1.12.5-35","VP08",2024-12-14 09:57:36.95791,"-16.486123899999999","-71.489803899999998","P","si",4,4,0
"1.12.5-73","VP07",2024-12-14 09:57:41.761832,"-16.489820099999999","-71.493951100000004","C",NA,0,0,0
"1.12.1-38","VP01",2024-12-14 09:58:13.920735,"-16.5118106","-71.492972800000004","P","si",1,1,0
"1.5.4-12","VP04",2024-12-14 09:58:41.261954,"-16.470446200000001","-71.477614700000004","C",NA,0,0,0
"1.5.4-11","VP04",2024-12-14 09:58:46.595972,"-16.469870199999999","-71.477663500000006","C",NA,0,0,0
"1.12.1-23","VP01",2024-12-14 09:59:22.882254,"-16.5118239","-71.492887699999997","LV",NA,0,0,0
"1.12.5-71","VP07",2024-12-14 09:59:36.62632,"-16.489513800000001","-71.493943999999999","C",NA,0,0,0
"1.12.5-73","VP07",2024-12-14 09:59:40.659456,"-16.489513800000001","-71.493943999999999","C",NA,0,0,0
"1.12.1-23","VP01",2024-12-14 09:59:40.944058,"-16.5109423","-71.493320600000004","LV",NA,0,0,0
"1.12.5-73","VP07",2024-12-14 09:59:45.125823,"-16.489470600000001","-71.4939246","C",NA,0,0,0
"1.12.5-71","VP07",2024-12-14 09:59:49.359577,"-16.489423200000001","-71.493931900000007","C",NA,0,0,0
"1.5.4-12","VP04",2024-12-14 09:59:59.068304,"-16.4703287","-71.482091100000005","P","si",1,1,0
"1.12.1-38","VP01",2024-12-14 10:00:17.311579,"-16.511937400000001","-71.492796900000002","P","no",0,0,0
"1.16.4-79","VP02",2024-12-14 10:00:31.962608,"-16.5261067","-71.480858400000002","D",NA,0,0,0
"1.16.4-79","VP02",2024-12-14 10:00:45.596482,"-16.526061299999999","-71.480848600000002","D",NA,0,0,0
"1.12.5-71","VP07",2024-12-14 10:00:46.441968,"-16.489394799999999","-71.493850300000005","P","si",2,2,0
"1.5.5-2","VP06",2024-12-14 10:00:47.282512,"-16.474148499999998","-71.477777900000007","P","si",2,2,0
"1.16.4-76","VP02",2024-12-14 10:00:52.962391,"-16.526057900000001","-71.480878300000001","P","si",4,4,0
"1.5.5-2","VP06",2024-12-14 10:01:13.265866,"-16.474125600000001","-71.477635899999996","D",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 10:01:28.985619,"-16.474157000000002","-71.477571400000002","D",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 10:01:50.405465,"-16.474208600000001","-71.477504499999995","P","si",1,1,0
"1.5.5-4","VP06",2024-12-14 10:02:10.989125,"-16.474240500000001","-71.477452499999998","C",NA,0,0,0
"1.12.5-71","VP07",2024-12-14 10:02:25.610387,"-16.489416800000001","-71.493555299999997","C",NA,0,0,0
"1.5.5-2","VP06",2024-12-14 10:02:47.059684,"-16.474375500000001","-71.477415899999997","LV",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 10:03:08.773962,"-16.4744332","-71.477333700000003","C",NA,0,0,0
"1.5.4-12","VP04",2024-12-14 10:03:11.101528,"-16.4695371","-71.477919900000003","P","si",2,2,0
"1.5.5-2","VP06",2024-12-14 10:03:20.79978,"-16.474484799999999","-71.477228199999999","C",NA,0,0,0
"1.12.5-70","VP07",2024-12-14 10:03:22.549198,"-16.489381000000002","-71.493565799999999","C",NA,0,0,0
"1.16.14-26","VP03",2024-12-14 10:03:27.6762,"-16.5324901","-71.474824499999997","P","si",4,4,4
"1.12.5-70","VP07",2024-12-14 10:03:28.864322,"-16.489387000000001","-71.493568400000001","C",NA,0,0,0
"1.5.4-13","VP04",2024-12-14 10:03:29.144932,"-16.469092199999999","-71.478366899999997","LV",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 10:03:37.013853,"-16.474559899999999","-71.477133199999997","C",NA,0,0,0
"1.16.14-15","VP03",2024-12-14 10:03:42.829273,"-16.5324922","-71.474862099999996","C",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 10:03:49.234427,"-16.4746132","-71.477080999999998","C",NA,0,0,0
"1.16.11-15","VP03",2024-12-14 10:03:49.788176,"-16.5324943","-71.474823799999996","LV",NA,0,0,0
"1.5.4-17","VP04",2024-12-14 10:03:51.577333,"-16.469030199999999","-71.478332300000005","LV",NA,0,0,0
"1.16.11-17","VP03",2024-12-14 10:03:57.071673,"-16.5324937","-71.474848800000004","D",NA,0,0,0
"1.16.14-29","VP03",2024-12-14 10:04:02.150547,"-16.5324922","-71.4748582","D",NA,0,0,0
"1.16.14-28","VP03",2024-12-14 10:04:06.803306,"-16.5324934","-71.474855500000004","D",NA,0,0,0
"1.16.14-27","VP03",2024-12-14 10:04:11.00505,"-16.532495399999998","-71.474852999999996","D",NA,0,0,0
"1.16.14-14","VP03",2024-12-14 10:04:16.952897,"-16.5324989","-71.474848499999993","D",NA,0,0,0
"1.16.14-16","VP03",2024-12-14 10:04:22.933687,"-16.5324998","-71.474846400000004","C",NA,0,0,0
"1.5.5-2","VP06",2024-12-14 10:04:24.20492,"-16.474715799999998","-71.476913800000005","P","no",0,0,0
"1.5.5-2","VP06",2024-12-14 10:04:37.280588,"-16.4747725","-71.476866700000002","C",NA,0,0,0
"1.16.14-20","VP03",2024-12-14 10:04:43.683854,"-16.532497299999999","-71.474854800000003","D",NA,0,0,0
"1.16.14-21","VP03",2024-12-14 10:04:48.603639,"-16.532497100000001","-71.474857499999999","D",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 10:04:52.885442,"-16.474853299999999","-71.476788799999994","LV",NA,0,0,0
"1.16.14-22","VP03",2024-12-14 10:04:54.768356,"-16.532497899999999","-71.474861000000004","D",NA,0,0,0
"1.16.14-22","VP03",2024-12-14 10:04:58.660875,"-16.532497899999999","-71.474861000000004","D",NA,0,0,0
"1.16.14-23","VP03",2024-12-14 10:05:02.670826,"-16.532496299999998","-71.474861300000001","D",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 10:05:05.564586,"-16.474883500000001","-71.476687200000001","C",NA,0,0,0
"1.16.14-23","VP03",2024-12-14 10:05:06.488127,"-16.532495300000001","-71.474864100000005","D",NA,0,0,0
"1.16.14-24","VP03",2024-12-14 10:05:12.519082,"-16.5324958","-71.474863200000001","D",NA,0,0,0
"1.16.14-25","VP03",2024-12-14 10:05:16.971865,"-16.532495000000001","-71.474869200000001","D",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 10:05:24.750704,"-16.4750038","-71.476610500000007","C",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 10:05:39.356432,"-16.475027099999998","-71.476558400000002","C",NA,0,0,0
"1.5.4-14","VP04",2024-12-14 10:05:49.450941,"-16.469041000000001","-71.478343300000006","P","si",2,2,0
"1.16.4-76","VP02",2024-12-14 10:05:55.879662,"-16.526119900000001","-71.480758600000001","DOG_ANOTHER_AREA",NA,1,0,1
"1.5.5-4","VP06",2024-12-14 10:06:03.632761,"-16.475045000000001","-71.476523299999997","C",NA,0,0,0
"1.12.5-32","VP08",2024-12-14 10:06:03.634815,"-16.485940299999999","-71.489792199999997","P","si",1,0,1
"1.12.1-37","VP01",2024-12-14 10:06:10.54075,"-16.514477400000001","-71.4908334","D",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 10:06:15.722468,"-16.475066399999999","-71.476427099999995","C",NA,0,0,0
"1.12.1-37","VP01",2024-12-14 10:06:19.785025,"-16.514268000000001","-71.491066599999996","D",NA,0,0,0
"1.12.5-33","VP08",2024-12-14 10:06:26.051672,"-16.4859489","-71.489748300000002","P","si",2,0,2
"1.5.5-4","VP06",2024-12-14 10:06:33.741808,"-16.4751124","-71.4763892","C",NA,0,0,0
"1.12.1-37","VP01",2024-12-14 10:06:45.729266,"-16.5142816","-71.491074400000002","P","si",1,1,0
"1.5.5-4","VP06",2024-12-14 10:06:49.641611,"-16.4751619","-71.476279300000002","C",NA,0,0,0
"1.12.1-34","VP01",2024-12-14 10:07:15.893962,"-16.514603600000001","-71.490766600000001","LV",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 10:07:20.589659,"-16.475175","-71.476236700000001","P","si",2,2,0
"1.12.1-34","VP01",2024-12-14 10:07:34.587064,"-16.511784299999999","-71.493008799999998","LV",NA,0,0,0
"1.5.4-14","VP04",2024-12-14 10:07:37.03376,"-16.468870500000001","-71.478841599999996","C",NA,0,0,0
"1.5.4-14","VP04",2024-12-14 10:07:41.899346,"-16.468870599999999","-71.478841700000004","C",NA,0,0,0
"1.5.4-14","VP04",2024-12-14 10:07:46.232854,"-16.468858699999998","-71.478824700000004","LV",NA,0,0,0
"1.5.5-2","VP06",2024-12-14 10:07:55.479327,"-16.475212299999999","-71.476115500000006","C",NA,0,0,0
"1.5.5-4","VP06",2024-12-14 10:08:10.066341,"-16.475262499999999","-71.476115500000006","C",NA,0,0,0
"1.12.5-73","VP07",2024-12-14 10:08:16.931791,"-16.489466400000001","-71.4946968","C",NA,0,0,0
"1.12.5-73","VP07",2024-12-14 10:08:21.248045,"-16.4894158","-71.494729899999996","C",NA,0,0,0
"1.5.4-14","VP04",2024-12-14 10:08:23.743603,"-16.468836599999999","-71.478823500000004","P","si",2,2,0
"1.12.5-73","VP07",2024-12-14 10:08:25.481532,"-16.489392899999999","-71.494741599999998","C",NA,0,0,0
"1.12.1-23","VP01",2024-12-14 10:08:45.994268,"-16.5120024","-71.492395599999995","LV",NA,0,0,0
"1.12.5-72","VP07",2024-12-14 10:08:52.282215,"-16.489401699999998","-71.494744400000002","C",NA,0,0,0
"1.12.5-72","VP07",2024-12-14 10:08:55.864426,"-16.489390100000001","-71.494751399999998","C",NA,0,0,0
"1.12.5-72","VP07",2024-12-14 10:09:00.031499,"-16.489390799999999","-71.494748400000006","C",NA,0,0,0
"1.12.1-38","VP01",2024-12-14 10:09:13.866106,"-16.511829500000001","-71.492791400000002","C",NA,0,0,0
"1.12.1-34","VP01",2024-12-14 10:09:44.00141,"-16.514232","-71.491092699999996","D",NA,0,0,0
"1.5.4-14","VP04",2024-12-14 10:10:53.295351,"-16.4686582","-71.480482899999998","C",NA,0,0,0
"1.16.4-79","VP02",2024-12-14 10:10:56.935442,"-16.5264369","-71.480961199999996","P","si",1,0,1
"1.5.4-16","VP04",2024-12-14 10:10:57.562868,"-16.468656500000002","-71.480479799999998","C",NA,0,0,0
"1.12.1-38","VP01",2024-12-14 10:11:02.857541,"-16.511982700000001","-71.492390099999994","D",NA,0,0,0
"1.5.1-6","VP06",2024-12-14 10:12:53.481598,"-16.4754842","-71.475963800000002","C",NA,0,0,0
"1.5.4-16","VP04",2024-12-14 10:13:19.137354,"-16.469129599999999","-71.479696700000005","C",NA,0,0,0
"1.5.4-16","VP04",2024-12-14 10:13:24.470731,"-16.469129200000001","-71.479696399999995","C",NA,0,0,0
"1.16.14-26","VP03",2024-12-14 10:13:36.91617,"-16.532904299999998","-71.474858400000002","P","si",3,3,3
"1.5.1-6","VP06",2024-12-14 10:13:43.634182,"-16.475755599999999","-71.475837200000001","C",NA,0,0,0
"1.5.1-6","VP06",2024-12-14 10:14:12.725365,"-16.475934500000001","-71.475725100000005","C",NA,0,0,0
"1.5.1-6","VP06",2024-12-14 10:14:33.259219,"-16.476051699999999","-71.475646299999994","C",NA,0,0,0
"1.5.1-6","VP06",2024-12-14 10:14:53.149871,"-16.4760949","-71.475591499999993","C",NA,0,0,0
"1.12.5-33","VP08",2024-12-14 10:15:11.779233,"-16.486188800000001","-71.4895444","P","si",2,0,1
"1.5.1-6","VP06",2024-12-14 10:15:14.749752,"-16.4761579","-71.4755289","C",NA,0,0,0
"1.5.1-6","VP06",2024-12-14 10:15:30.916333,"-16.4762442","-71.475425299999998","C",NA,0,0,0
"1.5.1-6","VP06",2024-12-14 10:15:50.149518,"-16.476290200000001","-71.475386099999994","P","si",1,1,0
"1.5.1-6","VP06",2024-12-14 10:16:16.861551,"-16.4763664","-71.475338600000001","C",NA,0,0,0
"1.5.1-6","VP06",2024-12-14 10:16:36.373644,"-16.4763567","-71.475275499999995","P","no",0,0,0
"1.12.5-33","VP08",2024-12-14 10:16:42.564561,"-16.486187999999999","-71.489397499999995","C",NA,0,0,0
"1.12.5-33","VP08",2024-12-14 10:16:50.030826,"-16.486219999999999","-71.489340499999997","C",NA,0,0,0
"1.5.1-6","VP06",2024-12-14 10:16:52.981001,"-16.476405700000001","-71.475183000000001","C",NA,0,0,0
"1.12.5-34","VP08",2024-12-14 10:16:56.269,"-16.486213599999999","-71.489345599999993","C",NA,0,0,0
"1.12.5-34","VP08",2024-12-14 10:17:01.292713,"-16.486210199999999","-71.4893505","C",NA,0,0,0
"1.5.1-6","VP06",2024-12-14 10:17:05.924495,"-16.476455999999999","-71.4751732","C",NA,0,0,0
"1.12.5-34","VP08",2024-12-14 10:17:06.565149,"-16.4862106","-71.489351600000006","C",NA,0,0,0
"1.12.5-33","VP08",2024-12-14 10:17:12.486886,"-16.486209800000001","-71.489351900000003","P","si",1,0,1
"1.5.1-6","VP06",2024-12-14 10:17:21.283646,"-16.4764999","-71.475115700000003","C",NA,0,0,0
"1.12.1-37","VP01",2024-12-14 10:17:26.326415,"-16.514344000000001","-71.490990300000007","LV",NA,0,0,0
"1.12.1-37","VP01",2024-12-14 10:17:34.893458,"-16.514598599999999","-71.490769499999999","LV",NA,0,0,0
"1.5.1-6","VP06",2024-12-14 10:17:41.636132,"-16.476542599999998","-71.475045399999999","C",NA,0,0,0
"1.5.1-6","VP06",2024-12-14 10:18:00.360212,"-16.476679600000001","-71.474989399999998","C",NA,0,0,0
"1.12.1-34","VP01",2024-12-14 10:18:12.42466,"-16.514530799999999","-71.490862800000002","R",NA,0,0,0
"1.5.1-6","VP06",2024-12-14 10:18:24.264069,"-16.4767163","-71.474927399999999","C",NA,0,0,0
"1.5.1-6","VP06",2024-12-14 10:18:37.965501,"-16.476733400000001","-71.474913200000003","P","no",0,0,0
"1.12.5-32","VP08",2024-12-14 10:18:53.073149,"-16.486114199999999","-71.489215000000002","C",NA,0,0,0
"1.5.1-6","VP06",2024-12-14 10:18:54.481936,"-16.476747799999998","-71.474840799999996","P","si",1,1,0
