"block_id";"user_app";"date";"lat";"long";"type_house";"raise_dog_house";"number_dog_house";"number_dog_vaccinated_2024";"number_dog_vaccinated_sweep";"head_or_observe_dogs_inside_house";"multifamily";"cluster"
"1.8.12-52";"VP42";"2025-06-29T10:56:39.385849";"-16.444418899999999";"-71.508775799999995";"C";NA;NA;NA;NA;"si";"no";"cluster3"
"1.8.28-7";"VP40";"2025-06-29T10:56:02.263956";"-16.436638299999998";"-71.517267899999993";"P";"si";2;"2";0;NA;"no";"cluster3"
"1.8.12-52";"VP42";"2025-06-29T10:57:10.764190";"-16.444331699999999";"-71.508723900000007";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.30-38";"VP38";"2025-06-29T10:57:17.967309";"-16.4325115";"-71.510991200000007";"P";"si";3;"2";1;NA;"no";"cluster3"
"1.8.28-1";"VP40";"2025-06-29T10:57:46.306403";"-16.436524299999999";"-71.517946499999994";"R";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.25-2";"VP30";"2025-06-29T10:57:58.026978";"-16.438336199999998";"-71.519791699999999";"C";NA;NA;NA;NA;"si";"no";"cluster3"
"1.8.2-4";"VP35";"2025-06-29T10:56:47.633689";"-16.453765000000001";"-71.512591700000002";"P";"si";3;"1";1;NA;"no";"cluster3"
"1.8.28-1";"VP40";"2025-06-29T10:58:17.017989";"-16.436423900000001";"-71.518170999999995";"R";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.25-2";"VP30";"2025-06-29T10:58:29.264056";"-16.438335500000001";"-71.519942400000005";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.28-1";"VP40";"2025-06-29T10:58:52.609549";"-16.436215799999999";"-71.518364099999999";"D";NA;NA;NA;NA;NA;"no";"cluster3"
"1.8.25-2";"VP30";"2025-06-29T10:59:07.609911";"-16.4383725";"-71.520106100000007";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.11-10";"VP44";"2025-06-29T10:50:06.136850";"-16.442175800000001";"-71.520879100000002";"P";"si";2;"0";2;NA;"no";"cluster3"
"1.8.11-10";"VP44";"2025-06-29T10:50:06.136850";"-16.442175800000001";"-71.520879100000002";"P";"si";2;"0";2;NA;"no";"cluster3"
"1.8.25-2";"VP30";"2025-06-29T10:59:34.245117";"-16.438379399999999";"-71.5201359";"P";"si";1;"1";0;NA;"no";"cluster3"
"1.8.12-52";"VP42";"2025-06-29T10:59:26.094986";"-16.444294500000002";"-71.508733599999999";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.28-1";"VP40";"2025-06-29T10:59:31.548500";"-16.435946099999999";"-71.518488399999995";"DOG_ANOTHER_AREA";NA;1;"NS";1;NA;"no";"cluster3"
"1.8.5-7";"VP41";"2025-06-29T11:00:13.296143";"-16.45251";"-71.513506000000007";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.25-2";"VP30";"2025-06-29T11:00:29.706391";"-16.4383652";"-71.5203384";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.28-1";"VP40";"2025-06-29T11:00:23.128424";"-16.435611900000001";"-71.518664000000001";"R";NA;NA;NA;NA;"si";"no";"cluster3"
"1.8.25-2";"VP30";"2025-06-29T11:01:21.309996";"-16.438354199999999";"-71.520479399999999";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.28-1";"VP40";"2025-06-29T11:01:22.786108";"-16.4353087";"-71.518428999999998";"P";"no";NA;NA;NA;NA;"no";"cluster3"
"1.8.30-38";"VP38";"2025-06-29T11:02:11.016187";"-16.432858";"-71.510776399999997";"R";NA;NA;NA;NA;"si";"no";"cluster3"
"1.8.7-4";"VP33";"2025-06-29T11:02:29.412769";"-16.446266399999999";"-71.515571800000004";"P";"si";2;"0";2;NA;"no";"cluster3"
"1.8.28-3";"VP40";"2025-06-29T11:02:47.892265";"-16.435293999999999";"-71.517897700000006";"DOG_ANOTHER_AREA";NA;2;"NS";2;NA;"no";"cluster3"
"1.8.25-2";"VP30";"2025-06-29T11:03:31.385795";"-16.4382077";"-71.520513399999999";"C";NA;NA;NA;NA;"si";"no";"cluster3"
"1.8.28-4";"VP40";"2025-06-29T11:03:38.926284";"-16.4356306";"-71.5177604";"C";NA;NA;NA;NA;"si";"no";"cluster3"
"1.8.30-36";"VP31";"2025-06-29T10:58:27.532259";"-16.435295499999999";"-71.507865100000004";"DOG_ANOTHER_AREA";NA;5;"3";2;NA;"no";"cluster3"
"1.8.28-4";"VP40";"2025-06-29T11:04:35.032597";"-16.435667299999999";"-71.5173779";"P";"si";1;"NS";1;NA;"no";"cluster3"
"1.8.30-37";"VP38";"2025-06-29T11:05:06.113087";"-16.433253700000002";"-71.510587999999998";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.31-3";"VP44";"2025-06-29T11:02:23.139468";"-16.441925099999999";"-71.520864799999998";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.12-52";"VP42";"2025-06-29T11:06:00.597869";"-16.444293399999999";"-71.508713400000005";"R";NA;NA;NA;NA;"si";"no";"cluster3"
"1.8.28-6";"VP40";"2025-06-29T11:05:52.877179";"-16.435666699999999";"-71.517086699999993";"P";"si";2;"NS";2;NA;"no";"cluster3"
"1.8.32-12";"VP30";"2025-06-29T11:06:12.702866";"-16.438283899999998";"-71.520635400000003";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.12-52";"VP42";"2025-06-29T11:06:39.830696";"-16.444262999999999";"-71.508846300000002";"D";NA;NA;NA;NA;NA;"no";"cluster3"
"1.8.28-5";"VP40";"2025-06-29T11:07:08.006880";"-16.435666699999999";"-71.517086699999993";"P";"si";2;"2";0;NA;"no";"cluster3"
"1.8.12-52";"VP42";"2025-06-29T11:07:24.587026";"-16.444240700000002";"-71.508980600000001";"V";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.25-2";"VP30";"2025-06-29T11:08:01.038012";"-16.438350499999999";"-71.520569100000003";"P";"si";2;"0";2;NA;"no";"cluster3"
"1.8.12-52";"VP42";"2025-06-29T11:08:05.687158";"-16.444207800000001";"-71.509103600000003";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.30-37";"VP38";"2025-06-29T11:07:37.534161";"-16.433438599999999";"-71.510597500000003";"P";"si";10;"10";0;NA;"no";"cluster3"
"1.8.31-3";"VP44";"2025-06-29T11:08:12.368955";"-16.441820100000001";"-71.520955099999995";"C";NA;NA;NA;NA;"no-sabe";"no";"cluster3"
"1.8.5-7";"VP41";"2025-06-29T11:08:42.280988";"-16.452558700000001";"-71.513071999999994";"P";"si";2;"0";2;NA;"no";"cluster3"
"1.8.30-36";"VP31";"2025-06-29T11:09:21.214101";"-16.434814800000002";"-71.508213600000005";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.30-37";"VP38";"2025-06-29T11:10:41.412633";"-16.433532400000001";"-71.510524200000006";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.32-12";"VP30";"2025-06-29T11:09:12.154650";"-16.4388538";"-71.520498200000006";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.18-13";"VP32";"2025-06-29T11:11:13.515598";"-16.428286100000001";"-71.546844899999996";"P";"si";1;"1";1;NA;"no";"cluster3"
"1.8.12-57";"VP42";"2025-06-29T11:09:16.130612";"-16.444195700000002";"-71.509215299999994";"P";"si";4;"0";4;NA;"no";"cluster3"
"1.8.18-14";"VP32";"2025-06-29T11:11:42.568864";"-16.4282933";"-71.546863299999998";"P";"si";2;"0";2;NA;"no";"cluster3"
"1.8.30-37";"VP38";"2025-06-29T11:11:44.441828";"-16.433587899999999";"-71.510571799999994";"P";"si";2;"0";0;NA;"no";"cluster3"
"1.8.30-37";"VP38";"2025-06-29T11:13:37.437174";"-16.433709700000001";"-71.510551500000005";"P";"no";NA;NA;NA;NA;"no";"cluster3"
"1.8.32-12";"VP30";"2025-06-29T11:14:49.137679";"-16.438206600000001";"-71.520860400000004";"P";"no";NA;NA;NA;NA;"no";"cluster3"
"1.8.30-37";"VP38";"2025-06-29T11:15:13.838054";"-16.433828200000001";"-71.510527699999997";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.25-2";"VP30";"2025-06-29T11:15:15.196729";"-16.439101600000001";"-71.520324599999995";"D";NA;NA;NA;NA;NA;"no";"cluster3"
"1.8.32-12";"VP30";"2025-06-29T11:16:07.381154";"-16.4383911";"-71.520870900000006";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.7-9";"VP33";"2025-06-29T11:15:53.898408";"-16.446903200000001";"-71.515286200000006";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.30-37";"VP38";"2025-06-29T11:16:46.287400";"-16.433816499999999";"-71.510524700000005";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.32-12";"VP30";"2025-06-29T11:16:54.631730";"-16.438361799999999";"-71.521027799999999";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.5-12";"VP41";"2025-06-29T11:17:33.423852";"-16.452349300000002";"-71.512080699999999";"P";"si";2;"0";2;NA;"no";"cluster3"
"1.8.18-18";"VP32";"2025-06-29T11:16:44.152533";"-16.429339599999999";"-71.546267799999995";"P";"si";3;"0";1;NA;"no";"cluster3"
"1.8.18-18";"VP32";"2025-06-29T11:18:50.248680";"-16.429308299999999";"-71.546228299999996";"P";"si";3;"2";1;NA;"no";"cluster3"
"1.8.28-6";"VP40";"2025-06-29T11:19:41.309063";"-16.435680000000001";"-71.517116700000003";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.28-6";"VP40";"2025-06-29T11:20:28.606845";"-16.4356717";"-71.517106699999999";"R";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.12-38";"VP42";"2025-06-29T11:20:40.629098";"-16.444328200000001";"-71.509191900000005";"P";"si";2;"0";2;NA;"no";"cluster3"
"1.8.28-5";"VP40";"2025-06-29T11:20:49.458889";"-16.4356717";"-71.517106699999999";"R";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.30-37";"VP38";"2025-06-29T11:21:01.016536";"-16.433983999999999";"-71.510445000000004";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.30-36";"VP31";"2025-06-29T11:21:01.941936";"-16.434539399999998";"-71.509174000000002";"P";"si";3;"3";0;NA;"no";"cluster3"
"1.8.28-5";"VP40";"2025-06-29T11:21:25.283491";"-16.4356717";"-71.517106699999999";"R";NA;NA;NA;NA;"no-sabe";"no";"cluster3"
"1.8.28-5";"VP40";"2025-06-29T11:21:56.444257";"-16.4356717";"-71.517106699999999";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.30-37";"VP38";"2025-06-29T11:22:09.842111";"-16.434031000000001";"-71.510456599999998";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.28-2";"VP40";"2025-06-29T11:22:54.569681";"-16.4356717";"-71.517106699999999";"P";"no";NA;NA;NA;NA;"no";"cluster3"
"1.8.30-37";"VP38";"2025-06-29T11:23:17.648421";"-16.434143299999999";"-71.5103814";"D";NA;NA;NA;NA;NA;"no";"cluster3"
"1.8.28-2";"VP40";"2025-06-29T11:23:14.639017";"-16.4356717";"-71.517106699999999";"C";NA;NA;NA;NA;"si";"no";"cluster3"
"1.8.12-57";"VP42";"2025-06-29T11:24:30.801012";"-16.444145599999999";"-71.509342599999997";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.30-36";"VP31";"2025-06-29T11:23:52.499973";"-16.434484699999999";"-71.509392099999999";"P";"si";1;"1";1;NA;"no";"cluster3"
"1.8.7-9";"VP33";"2025-06-29T11:26:52.545693";"-16.446990400000001";"-71.515306100000004";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.27-9";"VP38";"2025-06-29T11:27:13.937341";"-16.434525900000001";"-71.510342199999997";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.12-57";"VP42";"2025-06-29T11:24:30.801012";"-16.444145599999999";"-71.509342599999997";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.32-12";"VP30";"2025-06-29T11:25:26.987944";"-16.438426199999999";"-71.521110100000001";"P";"si";6;"0";6;NA;"no";"cluster3"
"1.8.7-9";"VP33";"2025-06-29T11:27:34.863176";"-16.446966700000001";"-71.515313300000003";"P";"si";3;"0";3;NA;"no";"cluster3"
"1.8.12-57";"VP42";"2025-06-29T11:28:26.134861";"-16.444104899999999";"-71.509509100000002";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.27-9";"VP38";"2025-06-29T11:28:45.833123";"-16.434537899999999";"-71.510280800000004";"P";"si";3;"3";0;NA;"no";"cluster3"
"1.8.7-9";"VP33";"2025-06-29T11:29:00.096528";"-16.447038899999999";"-71.515375500000005";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.12-57";"VP42";"2025-06-29T11:28:55.683901";"-16.4441183";"-71.509603200000001";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.27-9";"VP38";"2025-06-29T11:29:35.527142";"-16.434514199999999";"-71.510325699999996";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.7-9";"VP33";"2025-06-29T11:29:41.768076";"-16.4470083";"-71.515338299999996";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.27-9";"VP38";"2025-06-29T11:30:05.322669";"-16.434429300000001";"-71.510411700000006";"R";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.5-11";"VP41";"2025-06-29T11:24:11.100861";"-16.452350200000001";"-71.512058300000007";"P";"si";2;"0";1;NA;"no";"cluster3"
"1.8.30-37";"VP38";"2025-06-29T11:30:52.683713";"-16.434418000000001";"-71.510600600000004";"P";"no";NA;NA;NA;NA;"no";"cluster3"
"1.8.12-57";"VP42";"2025-06-29T11:30:03.913776";"-16.444223300000001";"-71.509582499999993";"P";"si";2;"0";2;NA;"no";"cluster3"
"1.8.4-3";"VP41";"2025-06-29T11:30:53.738574";"-16.452410700000001";"-71.5120723";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.27-9";"VP38";"2025-06-29T11:31:30.069631";"-16.4343997";"-71.510599499999998";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.28-8";"VP40";"2025-06-29T11:32:30.843785";"-16.435675";"-71.517115000000004";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.27-8";"VP38";"2025-06-29T11:32:26.702002";"-16.434318900000001";"-71.510679800000005";"P";"si";1;"1";0;NA;"no";"cluster3"
"1.8.11-13";"VP44";"2025-06-29T11:32:06.338112";"-16.4421125";"-71.521162599999997";"P";"si";2;"0";2;NA;"no";"cluster3"
"1.8.27-9";"VP38";"2025-06-29T11:33:00.819209";"-16.434297600000001";"-71.510684100000006";"P";"no";NA;NA;NA;NA;"no";"cluster3"
"1.8.27-9";"VP38";"2025-06-29T11:33:39.672862";"-16.434262";"-71.510803199999998";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.27-8";"VP38";"2025-06-29T11:34:16.669174";"-16.4342668";"-71.511043000000001";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.32-12";"VP30";"2025-06-29T11:34:33.363699";"-16.438407399999999";"-71.521195700000007";"P";"si";1;"1";0;NA;"no";"cluster3"
"1.8.4-3";"VP41";"2025-06-29T11:37:27.031253";"-16.451836";"-71.511725299999995";"P";"si";2;"0";2;NA;"no";"cluster3"
"1.8.12-38";"VP42";"2025-06-29T11:39:03.973711";"-16.444144099999999";"-71.509702700000005";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.27-9";"VP38";"2025-06-29T11:38:50.076927";"-16.434236899999998";"-71.5110387";"P";"si";3;"1";2;NA;"no";"cluster3"
"1.8.32-12";"VP30";"2025-06-29T11:39:24.096780";"-16.438386000000001";"-71.521111200000007";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.32-12";"VP30";"2025-06-29T11:39:41.105760";"-16.4383518";"-71.521228300000004";"P";"si";2;"2";0;NA;"no";"cluster3"
"1.8.27-9";"VP38";"2025-06-29T11:40:20.827762";"-16.4342474";"-71.511006100000003";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.11-13";"VP44";"2025-06-29T11:39:21.116426";"-16.442219000000001";"-71.521498800000003";"C";NA;NA;NA;NA;"no-sabe";"no";"cluster3"
"1.8.12-57";"VP42";"2025-06-29T11:41:08.399247";"-16.4440299";"-71.509746899999996";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.70-6";"VP32";"2025-06-29T11:42:24.508834";"-16.431391699999999";"-71.541491699999995";"DOG_ANOTHER_AREA";NA;1;"0";1;NA;"no";"cluster3"
"1.8.30-37";"VP31";"2025-06-29T11:41:57.252513";"-16.434041799999999";"-71.510233900000003";"DOG_ANOTHER_AREA";NA;4;"0";4;NA;"no";"cluster3"
"1.8.70-6";"VP32";"2025-06-29T11:42:41.437707";"-16.431431700000001";"-71.541429100000002";"P";"si";2;"0";2;NA;"no";"cluster3"
"1.8.32-11";"VP30";"2025-06-29T11:42:54.463326";"-16.438168300000001";"-71.521202500000001";"P";"no";NA;NA;NA;NA;"no";"cluster3"
"1.8.5-12";"VP41";"2025-06-29T11:43:39.660866";"-16.451899099999999";"-71.511720299999993";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.4-3";"VP41";"2025-06-29T11:44:06.205447";"-16.4518743";"-71.511720600000004";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.70-6";"VP32";"2025-06-29T11:42:56.176332";"-16.4314483";"-71.541418300000004";"P";"si";2;"0";1;NA;"no";"cluster3"
"1.8.32-12";"VP30";"2025-06-29T11:45:12.074970";"-16.438145500000001";"-71.5212717";"C";NA;NA;NA;NA;"si";"no";"cluster3"
"1.8.27-8";"VP38";"2025-06-29T11:45:20.931495";"-16.434289400000001";"-71.511097699999993";"P";"si";3;"2";1;NA;"no";"cluster3"
"1.8.32-12";"VP30";"2025-06-29T11:46:20.714579";"-16.438079599999998";"-71.521195899999995";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.11-14";"VP44";"2025-06-29T11:47:37.722801";"-16.442481099999998";"-71.521520600000002";"P";"no";NA;NA;NA;NA;"no";"cluster3"
"1.8.27-9";"VP38";"2025-06-29T11:48:16.592828";"-16.434260699999999";"-71.511019099999999";"P";"si";1;"1";0;NA;"no";"cluster3"
"1.8.11-13";"VP44";"2025-06-29T11:49:09.255850";"-16.442496500000001";"-71.521599600000002";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.30-37";"VP31";"2025-06-29T11:49:23.933954";"-16.4334037";"-71.510497200000003";"DOG_ANOTHER_AREA";NA;1;"0";1;NA;"no";"cluster3"
"1.8.27-9";"VP38";"2025-06-29T11:49:35.422704";"-16.434236899999998";"-71.510985099999999";"R";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.12-57";"VP42";"2025-06-29T11:47:54.106680";"-16.4440636";"-71.5101868";"P";"si";2;"0";2;NA;"no";"cluster3"
"1.8.7-12";"VP33";"2025-06-29T11:50:13.733094";"-16.4473801";"-71.515431100000001";"P";"si";3;"0";3;NA;"no";"cluster3"
"1.8.5-13";"VP41";"2025-06-29T11:45:40.985715";"-16.4518761";"-71.511721800000004";"P";"si";4;"0";3;NA;"no";"cluster3"
"1.8.19-3";"VP32";"2025-06-29T11:50:32.512736";"-16.431092";"-71.541294300000004";"DOG_ANOTHER_AREA";NA;3;"0";3;NA;"no";"cluster3"
"1.8.27-9";"VP38";"2025-06-29T11:50:03.624124";"-16.4342267";"-71.510973899999996";"P";"si";2;"0";0;NA;"no";"cluster3"
"1.8.32-12";"VP30";"2025-06-29T11:50:55.923523";"-16.437949700000001";"-71.521466399999994";"P";"si";2;"0";2;NA;"no";"cluster3"
"1.8.27-9";"VP38";"2025-06-29T11:51:25.920051";"-16.433923";"-71.511001500000006";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.27-9";"VP38";"2025-06-29T11:51:46.973592";"-16.433865000000001";"-71.510969200000005";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.27-10";"VP38";"2025-06-29T11:52:52.454069";"-16.433851799999999";"-71.511071999999999";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.27-10";"VP38";"2025-06-29T11:53:28.688694";"-16.4340294";"-71.511109399999995";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.11-13";"VP44";"2025-06-29T11:53:25.520808";"-16.442596500000001";"-71.521645300000003";"P";"si";2;"0";2;NA;"no";"cluster3"
"1.8.12-37";"VP42";"2025-06-29T11:53:53.604950";"-16.4440545";"-71.510240699999997";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.4-1";"VP41";"2025-06-29T11:55:18.599956";"-16.4513654";"-71.511520399999995";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.7-12";"VP33";"2025-06-29T11:55:46.536307";"-16.4478653";"-71.515676099999993";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.27-9";"VP38";"2025-06-29T11:56:40.632940";"-16.434205599999999";"-71.511043400000005";"P";"si";1;"1";1;NA;"no";"cluster3"
"1.8.4-2";"VP41";"2025-06-29T11:56:54.090892";"-16.4513569";"-71.511518499999994";"P";"si";3;"0";3;NA;"no";"cluster3"
"1.8.32-12";"VP30";"2025-06-29T11:58:15.451677";"-16.438326";"-71.521802699999995";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.70-6";"VP32";"2025-06-29T11:58:14.539635";"-16.431234499999999";"-71.541236499999997";"P";"si";2;"0";2;NA;"no";"cluster3"
"1.8.70-6";"VP32";"2025-06-29T11:58:35.999081";"-16.4312249";"-71.541238399999997";"DOG_ANOTHER_AREA";NA;1;"0";1;NA;"no";"cluster3"
"1.8.27-8";"VP38";"2025-06-29T11:58:52.425862";"-16.434096700000001";"-71.511294000000007";"P";"no";NA;NA;NA;NA;"no";"cluster3"
"1.8.11-14";"VP44";"2025-06-29T11:59:03.033320";"-16.442718200000002";"-71.521601000000004";"C";NA;NA;NA;NA;"si";"no";"cluster3"
"1.8.27-8";"VP38";"2025-06-29T11:59:16.232300";"-16.434105899999999";"-71.511271699999995";"P";"no";NA;NA;NA;NA;"no";"cluster3"
"1.8.27-10";"VP38";"2025-06-29T12:00:39.374936";"-16.434064800000002";"-71.511348299999995";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.28-4";"VP40";"2025-06-29T12:00:29.169377";"-16.435677999999999";"-71.517130199999997";"DOG_ANOTHER_AREA";NA;2;"0";2;NA;"no";"cluster3"
"1.8.28-4";"VP40";"2025-06-29T12:00:53.766314";"-16.435704999999999";"-71.517123299999994";"DOG_ANOTHER_AREA";NA;2;"0";2;NA;"no";"cluster3"
"1.8.12-40";"VP42";"2025-06-29T12:00:38.548273";"-16.444772400000002";"-71.509141799999995";"DOG_ANOTHER_AREA";NA;1;"0";1;NA;"no";"cluster3"
"1.8.12-40";"VP42";"2025-06-29T12:01:25.681375";"-16.444841499999999";"-71.509125499999996";"DOG_ANOTHER_AREA";NA;1;"0";1;NA;"no";"cluster3"
"1.8.4-2";"VP41";"2025-06-29T12:02:01.346265";"-16.451385599999998";"-71.511550900000003";"P";"si";2;"0";2;NA;"no";"cluster3"
"1.8.27-10";"VP38";"2025-06-29T12:02:54.327709";"-16.434110700000002";"-71.511283899999995";"R";NA;NA;NA;NA;"si";"no";"cluster3"
"1.8.32-12";"VP30";"2025-06-29T12:03:05.752678";"-16.438006900000001";"-71.521027599999996";"P";"si";1;"1";0;NA;"no";"cluster3"
"1.8.27-8";"VP38";"2025-06-29T12:03:26.790606";"-16.4340759";"-71.511360800000006";"P";"no";NA;NA;NA;NA;"no";"cluster3"
"1.8.32-11";"VP30";"2025-06-29T12:04:50.608397";"-16.438053100000001";"-71.521033399999993";"C";NA;NA;NA;NA;"si";"no";"cluster3"
"1.8.12-38";"VP42";"2025-06-29T12:04:50.789592";"-16.444800300000001";"-71.509176600000004";"DOG_ANOTHER_AREA";NA;1;"0";1;NA;"no";"cluster3"
"1.8.32-12";"VP30";"2025-06-29T12:05:01.890758";"-16.437969800000001";"-71.521478400000007";"C";NA;NA;NA;NA;"si";"no";"cluster3"
"1.8.12-40";"VP42";"2025-06-29T12:06:25.674187";"-16.444820700000001";"-71.509105599999998";"DOG_ANOTHER_AREA";NA;1;"0";1;NA;"no";"cluster3"
"1.8.25-2";"VP30";"2025-06-29T12:06:33.916498";"-16.438044600000001";"-71.520577900000006";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.28-5";"VP40";"2025-06-29T12:06:51.145557";"-16.435205";"-71.516444300000003";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.7-12";"VP33";"2025-06-29T12:04:38.434493";"-16.448043599999998";"-71.515711800000005";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.28-8";"VP40";"2025-06-29T12:07:15.661098";"-16.435091100000001";"-71.516255400000006";"R";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.28-8";"VP40";"2025-06-29T12:07:31.133809";"-16.434988799999999";"-71.5162677";"D";NA;NA;NA;NA;NA;"no";"cluster3"
"1.8.4-5";"VP41";"2025-06-29T12:07:15.267601";"-16.4513514";"-71.511590900000002";"C";NA;NA;NA;NA;"no-sabe";"no";"cluster3"
"1.8.27-8";"VP38";"2025-06-29T12:07:10.578603";"-16.434086600000001";"-71.511459400000007";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.70-6";"VP32";"2025-06-29T12:07:42.525332";"-16.430494199999998";"-71.540239099999994";"DOG_ANOTHER_AREA";NA;2;"0";2;NA;"no";"cluster3"
"1.8.28-8";"VP40";"2025-06-29T12:07:41.259362";"-16.4349679";"-71.516309399999997";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.7-1";"VP33";"2025-06-29T12:07:49.259149";"-16.448007799999999";"-71.515727400000003";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.28-8";"VP40";"2025-06-29T12:08:23.029676";"-16.4348615";"-71.516559200000003";"R";NA;NA;NA;NA;"si";"no";"cluster3"
"1.8.27-8";"VP38";"2025-06-29T12:08:40.141448";"-16.433982100000001";"-71.511584400000004";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.4-1";"VP41";"2025-06-29T12:08:32.556606";"-16.451003100000001";"-71.511802700000004";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.27-8";"VP38";"2025-06-29T12:09:15.747856";"-16.4340084";"-71.5115512";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.32-11";"VP30";"2025-06-29T12:09:26.909499";"-16.438981600000002";"-71.520896699999994";"P";"si";1;"0";1;NA;"no";"cluster3"
"1.8.27-10";"VP38";"2025-06-29T12:09:51.296442";"-16.434006700000001";"-71.511578900000004";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.14-17";"VP40";"2025-06-29T12:09:29.115795";"-16.434408699999999";"-71.516746800000007";"P";"si";1;"NS";1;NA;"no";"cluster3"
"1.8.12-40";"VP42";"2025-06-29T12:09:42.444982";"-16.444808699999999";"-71.5091362";"DOG_ANOTHER_AREA";NA;2;"0";2;NA;"no";"cluster3"
"1.8.27-8";"VP38";"2025-06-29T12:10:50.501324";"-16.4339817";"-71.511593700000006";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.25-1";"VP30";"2025-06-29T12:10:44.444359";"-16.437538199999999";"-71.5206795";"P";"si";2;"2";0;NA;"no";"cluster3"
"1.8.27-9";"VP38";"2025-06-29T12:11:20.963324";"-16.4336324";"-71.5115208";"C";NA;NA;NA;NA;"no";"no";"cluster3"
"1.8.14-17";"VP40";"2025-06-29T12:11:12.342908";"-16.434387999999998";"-71.516501599999998";"P";"si";1;"1";0;NA;"no";"cluster3"
