Month Created,Date Created,Time Created,Syncing Date,Latitude,Longitude,ParentCode,PetScannerChip,PetScannerSerial,AnswerCode,Organization,RegionName,ProjectName,UserName,FormName,SpeciesName,WardLocation,GpsDeleted,Accuracy,Especie,estado_vac,edad
Sep,07/09/2025,11:21 AM,07/09/2025,-16.5144067,-71.4904178,V-070925090746-25064-1,,,V-070925112104-25064-41,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,11:21 AM,07/09/2025,-16.5144978,-71.4902132,V-070925090746-25064-1,,,V-070925112100-25064-40,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,11:20 AM,07/09/2025,-16.5144978,-71.4902132,V-070925090746-25064-1,,,V-070925112056-25064-39,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,11:11 AM,07/09/2025,-16.5144504,-71.490471,V-070925090746-25064-1,,,V-070925111132-25064-38,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,11:11 AM,07/09/2025,-16.5144504,-71.490471,V-070925090746-25064-1,,,V-070925111126-25064-37,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,11:02 AM,07/09/2025,-16.5120883,-71.4873871,V-070925090746-25064-1,,,V-070925110243-25064-36,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,gato,,
Sep,07/09/2025,11:02 AM,07/09/2025,-16.5120901,-71.4873954,V-070925090746-25064-1,,,V-070925110239-25064-35,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,gato,,
Sep,07/09/2025,11:02 AM,07/09/2025,-16.5120901,-71.4873954,V-070925090746-25064-1,,,V-070925110234-25064-34,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,11:02 AM,07/09/2025,-16.5144534,-71.4904714,V-070925090746-25064-1,,,V-070925110231-25064-33,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,11:02 AM,07/09/2025,-16.5144534,-71.4904714,V-070925090746-25064-1,,,V-070925110228-25064-32,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,11:02 AM,07/09/2025,-16.5144534,-71.4904714,V-070925090746-25064-1,,,V-070925110224-25064-31,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,11:02 AM,07/09/2025,-16.5144534,-71.4904714,V-070925090746-25064-1,,,V-070925110219-25064-30,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:41 AM,07/09/2025,-16.5094667,-71.4882578,V-070925090746-25064-1,,,V-070925104154-25064-29,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:41 AM,07/09/2025,-16.5094667,-71.4882578,V-070925090746-25064-1,,,V-070925104145-25064-28,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:41 AM,07/09/2025,-16.5099397,-71.4882776,V-070925090746-25064-1,,,V-070925104141-25064-27,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:41 AM,07/09/2025,-16.5099397,-71.4882776,V-070925090746-25064-1,,,V-070925104137-25064-26,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:41 AM,07/09/2025,-16.5099397,-71.4882776,V-070925090746-25064-1,,,V-070925104133-25064-25,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:41 AM,07/09/2025,-16.5099397,-71.4882776,V-070925090746-25064-1,,,V-070925104129-25064-24,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:41 AM,07/09/2025,-16.5099397,-71.4882776,V-070925090746-25064-1,,,V-070925104124-25064-23,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:41 AM,07/09/2025,-16.5123518,-71.4924195,V-070925090746-25064-1,,,V-070925104120-25064-22,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:41 AM,07/09/2025,-16.5123002,-71.4923953,V-070925090746-25064-1,,,V-070925104114-25064-21,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:12 AM,07/09/2025,-16.5145028,-71.4865515,V-070925090746-25064-1,,,V-070925101202-25064-20,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:11 AM,07/09/2025,-16.5145043,-71.4865556,V-070925090746-25064-1,,,V-070925101158-25064-19,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:11 AM,07/09/2025,-16.5145043,-71.4865556,V-070925090746-25064-1,,,V-070925101154-25064-18,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:11 AM,07/09/2025,-16.5145043,-71.4865556,V-070925090746-25064-1,,,V-070925101150-25064-17,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:11 AM,07/09/2025,-16.5145043,-71.4865556,V-070925090746-25064-1,,,V-070925101143-25064-16,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,primovac,menor_1
Sep,07/09/2025,10:11 AM,07/09/2025,-16.5143106,-71.4864525,V-070925090746-25064-1,,,V-070925101139-25064-15,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:11 AM,07/09/2025,-16.5143106,-71.4864525,V-070925090746-25064-1,,,V-070925101134-25064-14,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:11 AM,07/09/2025,-16.5143106,-71.4864525,V-070925090746-25064-1,,,V-070925101129-25064-13,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:11 AM,07/09/2025,-16.5143106,-71.4864525,V-070925090746-25064-1,,,V-070925101126-25064-12,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:11 AM,07/09/2025,-16.5143106,-71.4864525,V-070925090746-25064-1,,,V-070925101122-25064-11,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:11 AM,07/09/2025,-16.5143106,-71.4864525,V-070925090746-25064-1,,,V-070925101119-25064-10,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:11 AM,07/09/2025,-16.5143106,-71.4864525,V-070925090746-25064-1,,,V-070925101114-25064-9,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,10:11 AM,07/09/2025,-16.518273,-71.4846295,V-070925090746-25064-1,,,V-070925101109-25064-8,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,09:41 AM,07/09/2025,-16.5154881,-71.4878768,V-070925090746-25064-1,,,V-070925094147-25064-7,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,09:37 AM,07/09/2025,-16.5150187,-71.4857719,V-070925090746-25064-1,,,V-070925093700-25064-6,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,09:36 AM,07/09/2025,-16.5150218,-71.4857699,V-070925090746-25064-1,,,V-070925093652-25064-5,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,09:33 AM,07/09/2025,-16.5154876,-71.4878749,V-070925090746-25064-1,,,V-070925093334-25064-4,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,09:33 AM,07/09/2025,-16.5154834,-71.4878762,V-070925090746-25064-1,,,V-070925093330-25064-3,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,09:33 AM,07/09/2025,-16.5154834,-71.4878762,V-070925090746-25064-1,,,V-070925093326-25064-2,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,09:08 AM,07/09/2025,-16.5154905,-71.4878756,V-070925090746-25064-1,,,V-070925090803-25064-1,Peru Rabies Control,Arequipa,Characato (MR_21),vac09ch,VANCAN formulario 2025 General,Dog,,No,0.0,perro,revac,1_mayor
Sep,07/09/2025,12:36 PM,07/09/2025,-16.4950761,-71.4975943,V-070925091100-25066-1,,,V-070925123623-25066-66,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,12:28 PM,07/09/2025,-16.4950761,-71.4975943,V-070925091100-25066-1,,,V-070925122831-25066-65,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,gato,,
Sep,07/09/2025,12:28 PM,07/09/2025,-16.4950069,-71.4975493,V-070925091100-25066-1,,,V-070925122828-25066-64,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,gato,,
Sep,07/09/2025,12:26 PM,07/09/2025,-16.4949791,-71.4975376,V-070925091100-25066-1,,,V-070925122603-25066-63,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,12:25 PM,07/09/2025,-16.4949802,-71.4975337,V-070925091100-25066-1,,,V-070925122559-25066-62,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,12:25 PM,07/09/2025,-16.4949568,-71.4974911,V-070925091100-25066-1,,,V-070925122555-25066-61,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,12:25 PM,07/09/2025,-16.4949987,-71.4974812,V-070925091100-25066-1,,,V-070925122551-25066-60,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,12:23 PM,07/09/2025,-16.4950899,-71.4975814,V-070925091100-25066-1,,,V-070925122310-25066-59,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,12:09 PM,07/09/2025,-16.497783,-71.4967466,V-070925091100-25066-1,,,V-070925120947-25066-58,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,primovac,1_mayor
Sep,07/09/2025,12:09 PM,07/09/2025,-16.4976242,-71.4966754,V-070925091100-25066-1,,,V-070925120942-25066-57,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,12:09 PM,07/09/2025,-16.4975431,-71.4961933,V-070925091100-25066-1,,,V-070925120934-25066-56,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,12:00 PM,07/09/2025,-16.498485,-71.496825,V-070925091100-25066-1,,,V-070925120050-25066-55,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,primovac,menor_1
Sep,07/09/2025,12:00 PM,07/09/2025,-16.5004963,-71.4957919,V-070925091100-25066-1,,,V-070925120044-25066-54,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,11:55 AM,07/09/2025,-16.50071,-71.49607,V-070925091100-25066-1,,,V-070925115529-25066-53,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,11:55 AM,07/09/2025,-16.4993934,-71.4955995,V-070925091100-25066-1,,,V-070925115524-25066-52,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,11:51 AM,07/09/2025,-16.5023739,-71.4964778,V-070925091100-25066-1,,,V-070925115102-25066-51,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,11:50 AM,07/09/2025,-16.4981458,-71.4984908,V-070925091100-25066-1,,,V-070925115058-25066-50,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,11:38 AM,07/09/2025,-16.4980305,-71.4981427,V-070925091100-25066-1,,,V-070925113846-25066-49,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,11:38 AM,07/09/2025,-16.4980844,-71.4982834,V-070925091100-25066-1,,,V-070925113841-25066-48,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,11:38 AM,07/09/2025,-16.4980433,-71.4982483,V-070925091100-25066-1,,,V-070925113837-25066-47,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,11:38 AM,07/09/2025,-16.49768,-71.4962183,V-070925091100-25066-1,,,V-070925113833-25066-46,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,11:37 AM,07/09/2025,-16.4980074,-71.4990643,V-070925091100-25066-1,,,V-070925113737-25066-45,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,11:26 AM,07/09/2025,-16.4980806,-71.4993389,V-070925091100-25066-1,,,V-070925112652-25066-44,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,11:26 AM,07/09/2025,-16.4976283,-71.4976383,V-070925091100-25066-1,,,V-070925112649-25066-43,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,11:20 AM,07/09/2025,-16.4976788,-71.497749,V-070925091100-25066-1,,,V-070925112051-25066-42,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,primovac,menor_1
Sep,07/09/2025,11:20 AM,07/09/2025,-16.4968664,-71.4969869,V-070925091100-25066-1,,,V-070925112044-25066-41,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,primovac,menor_1
Sep,07/09/2025,11:18 AM,07/09/2025,-16.4960315,-71.4981794,V-070925091100-25066-1,,,V-070925111837-25066-40,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,primovac,menor_1
Sep,07/09/2025,11:13 AM,07/09/2025,-16.4949348,-71.4973417,V-070925091100-25066-1,,,V-070925111314-25066-39,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,11:05 AM,07/09/2025,-16.4944189,-71.49672,V-070925091100-25066-1,,,V-070925110524-25066-38,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,10:58 AM,07/09/2025,-16.4944483,-71.496715,V-070925091100-25066-1,,,V-070925105815-25066-37,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,10:56 AM,07/09/2025,-16.4943962,-71.496624,V-070925091100-25066-1,,,V-070925105614-25066-36,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,primovac,menor_1
Sep,07/09/2025,10:55 AM,07/09/2025,-16.4944576,-71.4967167,V-070925091100-25066-1,,,V-070925105533-25066-35,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,10:55 AM,07/09/2025,-16.4949984,-71.4964226,V-070925091100-25066-1,,,V-070925105525-25066-34,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,primovac,1_mayor
Sep,07/09/2025,10:49 AM,07/09/2025,-16.4949312,-71.4964626,V-070925091100-25066-1,,,V-070925104953-25066-33,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,10:49 AM,07/09/2025,-16.4949232,-71.4964079,V-070925091100-25066-1,,,V-070925104944-25066-32,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,10:49 AM,07/09/2025,-16.4946495,-71.4960806,V-070925091100-25066-1,,,V-070925104937-25066-31,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,primovac,menor_1
Sep,07/09/2025,10:47 AM,07/09/2025,-16.4949143,-71.4965083,V-070925091100-25066-1,,,V-070925104715-25066-30,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,primovac,1_mayor
Sep,07/09/2025,10:45 AM,07/09/2025,-16.4944286,-71.4959384,V-070925091100-25066-1,,,V-070925104510-25066-29,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,10:37 AM,07/09/2025,-16.494604,-71.4938303,V-070925091100-25066-1,,,V-070925103749-25066-28,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,primovac,menor_1
Sep,07/09/2025,10:34 AM,07/09/2025,-16.4944482,-71.493897,V-070925091100-25066-1,,,V-070925103411-25066-27,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,primovac,1_mayor
Sep,07/09/2025,10:32 AM,07/09/2025,-16.4938414,-71.4937087,V-070925091100-25066-1,,,V-070925103200-25066-26,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,10:28 AM,07/09/2025,-16.4945026,-71.4953506,V-070925091100-25066-1,,,V-070925102833-25066-25,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,10:23 AM,07/09/2025,-16.49445,-71.4945933,V-070925091100-25066-1,,,V-070925102307-25066-24,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,primovac,1_mayor
Sep,07/09/2025,10:21 AM,07/09/2025,-16.4937902,-71.4942544,V-070925091100-25066-1,,,V-070925102159-25066-23,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,10:21 AM,07/09/2025,-16.4938,-71.4942733,V-070925091100-25066-1,,,V-070925102145-25066-22,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,10:20 AM,07/09/2025,-16.493805,-71.4942425,V-070925091100-25066-1,,,V-070925102047-25066-21,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,10:18 AM,07/09/2025,-16.4937661,-71.4942761,V-070925091100-25066-1,,,V-070925101847-25066-20,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,primovac,menor_1
Sep,07/09/2025,10:18 AM,07/09/2025,-16.4937757,-71.4942839,V-070925091100-25066-1,,,V-070925101841-25066-19,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,10:18 AM,07/09/2025,-16.493765,-71.4942597,V-070925091100-25066-1,,,V-070925101837-25066-18,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,10:18 AM,07/09/2025,-16.4942426,-71.4965681,V-070925091100-25066-1,,,V-070925101833-25066-17,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,10:03 AM,07/09/2025,-16.4942787,-71.4966304,V-070925091100-25066-1,,,V-070925100353-25066-16,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,10:03 AM,07/09/2025,-16.4942887,-71.4966183,V-070925091100-25066-1,,,V-070925100349-25066-15,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,09:55 AM,07/09/2025,-16.4932019,-71.4960227,V-070925091100-25066-1,,,V-070925095502-25066-14,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,09:54 AM,07/09/2025,-16.493373,-71.4967698,V-070925091100-25066-1,,,V-070925095457-25066-13,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,09:46 AM,07/09/2025,-16.4935058,-71.4968545,V-070925091100-25066-1,,,V-070925094637-25066-12,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,09:44 AM,07/09/2025,-16.4932818,-71.4965729,V-070925091100-25066-1,,,V-070925094429-25066-11,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,09:44 AM,07/09/2025,-16.4931805,-71.4966248,V-070925091100-25066-1,,,V-070925094426-25066-10,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,09:44 AM,07/09/2025,-16.4934048,-71.4965057,V-070925091100-25066-1,,,V-070925094420-25066-9,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,primovac,menor_1
Sep,07/09/2025,09:39 AM,07/09/2025,-16.4931337,-71.4964768,V-070925091100-25066-1,,,V-070925093937-25066-8,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,09:37 AM,07/09/2025,-16.4938007,-71.4970755,V-070925091100-25066-1,,,V-070925093728-25066-7,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,09:25 AM,07/09/2025,-16.4943067,-71.49718,V-070925091100-25066-1,,,V-070925092558-25066-6,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,09:20 AM,07/09/2025,-16.494285,-71.4975767,V-070925091100-25066-1,,,V-070925092057-25066-5,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
Sep,07/09/2025,09:18 AM,07/09/2025,-16.4933464,-71.4972972,V-070925091100-25066-1,,,V-070925091822-25066-4,Peru Rabies Control,Arequipa,Characato (MR_21),vac11ch,VANCAN formulario 2025 General,Dog,,No,6.7,perro,revac,1_mayor
