"DATE";"CLUSTER"
"2024-12-01T10:42:32.844606";"cluster19"
"2024-12-01T10:42:38.036663";"cluster19"
"2024-12-01T10:42:42.620782";"cluster19"
"2024-12-01T10:42:48.023547";"cluster19"
"2024-12-01T10:42:52.220288";"cluster19"
"2024-12-01T10:42:59.804610";"cluster19"
"2024-12-01T10:43:03.004396";"cluster19"
"2024-12-01T10:43:06.038958";"cluster19"
"2024-12-01T10:43:10.545380";"cluster19"
"2024-12-01T10:43:20.455097";"cluster19"
"2024-12-01T10:44:26.354878";"cluster19"
"2024-12-01T10:44:59.501466";"cluster19"
"2024-12-01T10:45:04.411961";"cluster19"
"2024-12-01T10:45:10.324880";"cluster19"
"2024-12-01T10:45:28.099196";"cluster19"
"2024-12-01T10:45:50.614063";"cluster19"
"2024-12-01T10:46:23.926071";"cluster19"
"2024-12-01T10:46:44.175296";"cluster19"
"2024-12-01T10:46:50.472851";"cluster19"
"2024-12-01T10:46:56.804714";"cluster19"
"2024-12-01T10:47:59.989788";"cluster19"
"2024-12-01T10:48:55.354193";"cluster19"
"2024-12-01T10:49:07.876059";"cluster19"
"2024-12-01T10:49:07.100738";"cluster19"
"2024-12-01T10:49:13.800258";"cluster19"
"2024-12-01T10:49:26.045378";"cluster19"
"2024-12-01T10:49:43.377665";"cluster19"
"2024-12-01T10:49:50.870227";"cluster19"
"2024-12-01T10:50:02.949402";"cluster19"
"2024-12-01T10:50:12.580617";"cluster19"
"2024-12-01T10:50:24.517741";"cluster19"
"2024-12-01T10:50:33.714989";"cluster19"
"2024-12-01T10:50:27.363084";"cluster19"
"2024-12-01T10:50:47.713235";"cluster19"
"2024-12-01T10:51:03.602996";"cluster19"
"2024-12-01T10:51:01.435791";"cluster19"
"2024-12-01T10:51:15.058807";"cluster19"
"2024-12-01T10:51:15.281203";"cluster19"
"2024-12-01T10:51:19.792288";"cluster19"
"2024-12-01T10:51:14.461397";"cluster19"
"2024-12-01T10:51:24.008819";"cluster19"
"2024-12-01T10:51:27.037820";"cluster19"
"2024-12-01T10:51:30.192299";"cluster19"
"2024-12-01T10:51:23.084563";"cluster19"
"2024-12-01T10:51:49.915649";"cluster19"
"2024-12-01T10:51:54.899645";"cluster19"
"2024-12-01T10:52:03.293224";"cluster19"
"2024-12-01T10:52:08.958360";"cluster19"
"2024-12-01T10:51:50.175663";"cluster19"
"2024-12-01T10:52:16.035253";"cluster19"
"2024-12-01T10:52:22.231940";"cluster19"
"2024-12-01T10:52:27.282677";"cluster19"
"2024-12-01T10:52:32.499509";"cluster19"
"2024-12-01T10:52:38.613622";"cluster19"
"2024-12-01T10:55:15.299832";"cluster19"
"2024-12-01T10:55:28.767697";"cluster19"
"2024-12-01T10:55:50.969532";"cluster19"
"2024-12-01T10:58:07.396347";"cluster19"
"2024-12-01T10:58:16.186245";"cluster19"
"2024-12-01T10:58:33.515655";"cluster19"
"2024-12-01T10:58:34.580437";"cluster19"
"2024-12-01T10:58:45.503320";"cluster19"
"2024-12-01T10:59:14.415354";"cluster19"
"2024-12-01T10:59:22.367563";"cluster19"
"2024-12-01T10:59:31.405791";"cluster19"
"2024-12-01T10:59:28.871990";"cluster19"
"2024-12-01T10:59:49.932866";"cluster19"
"2024-12-01T10:59:58.212400";"cluster19"
"2024-12-01T11:02:12.429422";"cluster19"
"2024-12-01T11:02:48.726201";"cluster19"
"2024-12-01T11:02:53.577017";"cluster19"
"2024-12-01T11:02:49.152670";"cluster19"
"2024-12-01T11:03:00.562862";"cluster19"
"2024-12-01T11:03:11.138747";"cluster19"
"2024-12-01T11:03:03.769392";"cluster19"
"2024-12-01T11:03:14.096033";"cluster19"
"2024-12-01T11:03:19.512154";"cluster19"
"2024-12-01T11:04:10.162811";"cluster19"
"2024-12-01T11:04:43.882882";"cluster19"
"2024-12-01T11:04:48.452462";"cluster19"
"2024-12-01T11:04:54.632430";"cluster19"
"2024-12-01T11:04:59.217628";"cluster19"
"2024-12-01T11:05:04.700625";"cluster19"
"2024-12-01T11:05:37.945426";"cluster19"
"2024-12-01T11:05:31.148105";"cluster19"
"2024-12-01T11:05:44.807400";"cluster19"
"2024-12-01T11:06:00.556967";"cluster19"
"2024-12-01T11:06:06.454622";"cluster19"
"2024-12-01T11:06:11.457044";"cluster19"
"2024-12-01T11:06:16.423414";"cluster19"
"2024-12-01T11:06:21.241314";"cluster19"
"2024-12-01T11:06:24.525563";"cluster19"
"2024-12-01T11:06:19.840044";"cluster19"
"2024-12-01T11:06:31.150373";"cluster19"
"2024-12-01T11:06:29.331744";"cluster19"
"2024-12-01T11:06:37.253463";"cluster19"
"2024-12-01T11:06:51.131526";"cluster19"
"2024-12-01T11:07:12.379183";"cluster19"
"2024-12-01T11:07:31.429846";"cluster19"
"2024-12-01T11:07:37.466088";"cluster19"
"2024-12-01T11:07:28.081484";"cluster19"
"2024-12-01T11:07:45.629176";"cluster19"
"2024-12-01T11:07:50.143571";"cluster19"
"2024-12-01T11:08:00.964179";"cluster19"
"2024-12-01T11:08:55.532362";"cluster19"
"2024-12-01T11:08:41.902305";"cluster19"
"2024-12-01T11:08:59.298858";"cluster19"
"2024-12-01T11:09:18.752614";"cluster19"
"2024-12-01T11:09:24.368235";"cluster19"
"2024-12-01T11:10:24.223414";"cluster19"
"2024-12-01T11:10:29.038082";"cluster19"
"2024-12-01T11:10:32.925809";"cluster19"
"2024-12-01T11:10:37.112732";"cluster19"
"2024-12-01T11:10:41.265908";"cluster19"
"2024-12-01T11:10:45.469187";"cluster19"
"2024-12-01T11:10:50.420489";"cluster19"
"2024-12-01T11:10:54.524642";"cluster19"
"2024-12-01T11:10:59.757704";"cluster19"
"2024-12-01T11:10:55.064266";"cluster19"
"2024-12-01T11:11:04.259558";"cluster19"
"2024-12-01T11:11:08.031499";"cluster19"
"2024-12-01T11:11:14.116876";"cluster19"
"2024-12-01T11:11:17.635118";"cluster19"
"2024-12-01T11:11:21.039259";"cluster19"
"2024-12-01T11:12:19.764";"cluster19"
"2024-12-01T11:12:30.078808";"cluster19"
"2024-12-01T11:12:32.430573";"cluster19"
"2024-12-01T11:12:35.556803";"cluster19"
"2024-12-01T11:12:42.356069";"cluster19"
"2024-12-01T11:04:46.549624";"cluster19"
"2024-12-01T11:12:47.885825";"cluster19"
"2024-12-01T11:12:53.498071";"cluster19"
"2024-12-01T11:13:20.573588";"cluster19"
"2024-12-01T11:13:21.627234";"cluster19"
"2024-12-01T11:13:26.832455";"cluster19"
"2024-12-01T11:13:31.239982";"cluster19"
"2024-12-01T11:13:36.818901";"cluster19"
"2024-12-01T11:12:37.430823";"cluster19"
"2024-12-01T11:13:42.190052";"cluster19"
"2024-12-01T11:13:46.108629";"cluster19"
"2024-12-01T11:13:49.308730";"cluster19"
"2024-12-01T11:13:36.736421";"cluster19"
"2024-12-01T11:13:53.428245";"cluster19"
"2024-12-01T11:14:05.346775";"cluster19"
"2024-12-01T11:14:11.583781";"cluster19"
"2024-12-01T11:14:15.619871";"cluster19"
"2024-12-01T11:14:20.605963";"cluster19"
"2024-12-01T11:14:24.713224";"cluster19"
"2024-12-01T11:14:23.797256";"cluster19"
"2024-12-01T11:14:30.483870";"cluster19"
"2024-12-01T11:14:29.861841";"cluster19"
"2024-12-01T11:14:38.423530";"cluster19"
"2024-12-01T11:14:43.244011";"cluster19"
"2024-12-01T11:14:02.154157";"cluster19"
"2024-12-01T11:14:48.349370";"cluster19"
"2024-12-01T11:14:59.697870";"cluster19"
"2024-12-01T11:15:06.321977";"cluster19"
"2024-12-01T11:15:00.792332";"cluster19"
"2024-12-01T11:15:18.318088";"cluster19"
"2024-12-01T11:15:33.187423";"cluster19"
"2024-12-01T11:15:36.388692";"cluster19"
"2024-12-01T11:15:41.569758";"cluster19"
"2024-12-01T11:15:43.514363";"cluster19"
"2024-12-01T11:15:45.998383";"cluster19"
"2024-12-01T11:15:50.250010";"cluster19"
"2024-12-01T11:15:58.330303";"cluster19"
"2024-12-01T11:16:03.397305";"cluster19"
"2024-12-01T11:14:35.846798";"cluster19"
"2024-12-01T11:16:14.189088";"cluster19"
"2024-12-01T11:16:18.067133";"cluster19"
"2024-12-01T11:16:20.161754";"cluster19"
"2024-12-01T11:16:24.828614";"cluster19"
"2024-12-01T11:16:30.268905";"cluster19"
"2024-12-01T11:18:13.037377";"cluster19"
"2024-12-01T11:19:07.151137";"cluster19"
"2024-12-01T11:19:02.730027";"cluster19"
"2024-12-01T11:20:33.939893";"cluster19"
"2024-12-01T11:22:04.714865";"cluster19"
"2024-12-01T11:23:59.173805";"cluster19"
"2024-12-01T11:24:04.848371";"cluster19"
"2024-12-01T11:24:08.488625";"cluster19"
"2024-12-01T11:23:50.759459";"cluster19"
"2024-12-01T11:24:18.660657";"cluster19"
"2024-12-01T11:24:33.045477";"cluster19"
"2024-12-01T11:24:50.740496";"cluster19"
"2024-12-01T11:25:03.498929";"cluster19"
"2024-12-01T11:25:18.474907";"cluster19"
"2024-12-01T11:25:45.435603";"cluster19"
"2024-12-01T11:26:42.553082";"cluster19"
"2024-12-01T11:27:10.516256";"cluster19"
"2024-12-01T11:27:14.579444";"cluster19"
"2024-12-01T11:27:19.395973";"cluster19"
"2024-12-01T11:27:40.719276";"cluster19"
"2024-12-01T11:27:51.229755";"cluster19"
"2024-12-01T11:27:57.159771";"cluster19"
"2024-12-01T11:28:03.513258";"cluster19"
"2024-12-01T11:27:56.477295";"cluster19"
"2024-12-01T11:28:07.429280";"cluster19"
"2024-12-01T11:28:07.348972";"cluster19"
"2024-12-01T11:28:12.552422";"cluster19"
"2024-12-01T11:28:15.885038";"cluster19"
"2024-12-01T11:28:03.541222";"cluster19"
"2024-12-01T11:28:29.798882";"cluster19"
"2024-12-01T11:28:29.355056";"cluster19"
"2024-12-01T11:28:38.112506";"cluster19"
"2024-12-01T11:28:46.266237";"cluster19"
"2024-12-01T11:29:00.174885";"cluster19"
"2024-12-01T11:29:16.047173";"cluster19"
"2024-12-01T11:29:48.940982";"cluster19"
"2024-12-01T11:29:54.572029";"cluster19"
"2024-12-01T11:30:00.803975";"cluster19"
"2024-12-01T11:30:56.191773";"cluster19"
"2024-12-01T11:31:14.369496";"cluster19"
"2024-12-01T11:31:16.200439";"cluster19"
"2024-12-01T11:31:18.963718";"cluster19"
"2024-12-01T11:31:23.808836";"cluster19"
"2024-12-01T11:31:23.608207";"cluster19"
"2024-12-01T11:31:31.317974";"cluster19"
"2024-12-01T11:32:12.775271";"cluster19"
"2024-12-01T11:32:54.338275";"cluster19"
"2024-12-01T11:33:02.354576";"cluster19"
"2024-12-01T11:33:09.571161";"cluster19"
"2024-12-01T11:33:26.237768";"cluster19"
"2024-12-01T11:33:34.487945";"cluster19"
"2024-12-01T11:32:47.759411";"cluster19"
"2024-12-01T11:34:28.500022";"cluster19"
"2024-12-01T11:34:56.470095";"cluster19"
"2024-12-01T11:35:48.967852";"cluster19"
"2024-12-01T11:35:56.500322";"cluster19"
"2024-12-01T11:36:03.519916";"cluster19"
"2024-12-01T11:36:08.017836";"cluster19"
"2024-12-01T11:36:08.635386";"cluster19"
"2024-12-01T11:37:24.651047";"cluster19"
"2024-12-01T11:37:33.205669";"cluster19"
"2024-12-01T11:37:33.702889";"cluster19"
"2024-12-01T11:38:06.920236";"cluster19"
"2024-12-01T11:39:08.876574";"cluster19"
"2024-12-01T11:39:12.804520";"cluster19"
"2024-12-01T11:39:26.653055";"cluster19"
"2024-12-01T11:39:31.552710";"cluster19"
"2024-12-01T11:39:21.458185";"cluster19"
"2024-12-01T11:39:36.086866";"cluster19"
"2024-12-01T11:39:48.927095";"cluster19"
"2024-12-01T11:39:57.249678";"cluster19"
"2024-12-01T11:39:46.089317";"cluster19"
"2024-12-01T11:40:03.986596";"cluster19"
"2024-12-01T11:40:15.251885";"cluster19"
"2024-12-01T11:40:15.248707";"cluster19"
"2024-12-01T11:40:19.271512";"cluster19"
"2024-12-01T11:40:32.476701";"cluster19"
"2024-12-01T11:40:34.379853";"cluster19"
"2024-12-01T11:40:38.912908";"cluster19"
"2024-12-01T11:40:46.418103";"cluster19"
"2024-12-01T11:40:45.629672";"cluster19"
"2024-12-01T11:40:55.138959";"cluster19"
"2024-12-01T11:40:59.384552";"cluster19"
"2024-12-01T11:41:03.472115";"cluster19"
"2024-12-01T11:41:08.452933";"cluster19"
"2024-12-01T11:41:13.897265";"cluster19"
"2024-12-01T11:41:08.986524";"cluster19"
"2024-12-01T11:41:19.108294";"cluster19"
"2024-12-01T11:41:21.122101";"cluster19"
"2024-12-01T11:41:24.973235";"cluster19"
"2024-12-01T11:41:34.784233";"cluster19"
"2024-12-01T11:41:40.520941";"cluster19"
"2024-12-01T11:41:47.775578";"cluster19"
"2024-12-01T11:41:53.310235";"cluster19"
"2024-12-01T11:41:55.681865";"cluster19"
"2024-12-01T11:42:08.565401";"cluster19"
"2024-12-01T11:42:11.826017";"cluster19"
"2024-12-01T11:41:31.823001";"cluster19"
"2024-12-01T11:44:20.037242";"cluster19"
"2024-12-01T11:44:48.537341";"cluster19"
"2024-12-01T11:44:11.064394";"cluster19"
"2024-12-01T11:45:04.337459";"cluster19"
"2024-12-01T11:45:28.320190";"cluster19"
"2024-12-01T11:46:05.020321";"cluster19"
"2024-12-01T11:48:10.403229";"cluster19"
"2024-12-01T11:48:18.552981";"cluster19"
"2024-12-01T11:48:24.819386";"cluster19"
"2024-12-01T11:49:08.627878";"cluster19"
"2024-12-01T11:51:39.593471";"cluster19"
"2024-12-01T11:51:46.589619";"cluster19"
"2024-12-01T11:52:02.260781";"cluster19"
"2024-12-01T11:52:08.464020";"cluster19"
"2024-12-01T11:52:20.385945";"cluster19"
"2024-12-01T11:52:28.958764";"cluster19"
"2024-12-01T11:52:36.283991";"cluster19"
"2024-12-01T11:40:32.980708";"cluster19"
"2024-12-01T11:52:56.790167";"cluster19"
"2024-12-01T11:55:56.311864";"cluster19"
"2024-12-01T11:56:03.186846";"cluster19"
"2024-12-01T11:56:14.480658";"cluster19"
"2024-12-01T11:56:19.701321";"cluster19"
"2024-12-01T11:56:24.103497";"cluster19"
"2024-12-01T11:56:29.199035";"cluster19"
"2024-12-01T11:56:33.961036";"cluster19"
"2024-12-01T11:56:38.020142";"cluster19"
"2024-12-01T11:56:42.756612";"cluster19"
"2024-12-01T11:56:39.250480";"cluster19"
"2024-12-01T11:56:48.127747";"cluster19"
"2024-12-01T11:56:51.962348";"cluster19"
"2024-12-01T11:56:56.390021";"cluster19"
"2024-12-01T11:57:04.957180";"cluster19"
"2024-12-01T11:57:13.814330";"cluster19"
"2024-12-01T11:57:18.459032";"cluster19"
"2024-12-01T11:57:22.368282";"cluster19"
"2024-12-01T11:57:27.363505";"cluster19"
"2024-12-01T11:57:32.233351";"cluster19"
"2024-12-01T11:57:36.076098";"cluster19"
"2024-12-01T11:57:42.633377";"cluster19"
"2024-12-01T11:57:24.552663";"cluster19"
"2024-12-01T11:57:46.367231";"cluster19"
"2024-12-01T11:59:12.307013";"cluster19"
"2024-12-01T11:59:37.842843";"cluster19"
"2024-12-01T12:01:23.527146";"cluster19"
"2024-12-01T12:01:28.872996";"cluster19"
"2024-12-01T12:01:55.533763";"cluster19"
"2024-12-01T12:01:56.117411";"cluster19"
"2024-12-01T12:02:02.542431";"cluster19"
"2024-12-01T12:02:31.957972";"cluster19"
"2024-12-01T12:03:30.133585";"cluster19"
"2024-12-01T12:03:51.333724";"cluster19"
"2024-12-01T12:02:02.231200";"cluster19"
"2024-12-01T12:03:56.824838";"cluster19"
"2024-12-01T12:03:55.443012";"cluster19"
"2024-12-01T12:04:46.639576";"cluster19"
"2024-12-01T12:04:18.709858";"cluster19"
"2024-12-01T12:04:47.959180";"cluster19"
"2024-12-01T12:05:14.123148";"cluster19"
"2024-12-01T12:05:22.113013";"cluster19"
"2024-12-01T12:05:51.880549";"cluster19"
"2024-12-01T12:06:44.189965";"cluster19"
"2024-12-01T12:06:48.089708";"cluster19"
"2024-12-01T12:06:52.293255";"cluster19"
"2024-12-01T12:06:49.619672";"cluster19"
"2024-12-01T12:07:03.768619";"cluster19"
"2024-12-01T12:07:45.769918";"cluster19"
"2024-12-01T12:09:08.896400";"cluster19"
"2024-12-01T12:09:15.194268";"cluster19"
"2024-12-01T12:09:29.722357";"cluster19"
"2024-12-01T12:10:59.491572";"cluster19"
"2024-12-01T12:11:03.333487";"cluster19"
"2024-12-01T12:12:23.081882";"cluster19"
"2024-12-01T12:18:33.790334";"cluster19"
"2024-12-01T12:19:00.969233";"cluster19"
"2025-07-19T08:36:23.298863";"cluster19"
"2025-07-19T08:39:24.338549";"cluster19"
"2025-07-19T08:41:51.613834";"cluster19"
"2025-07-19T08:45:57.772569";"cluster19"
"2025-07-19T08:48:27.147680";"cluster19"
"2025-07-19T08:51:01.206663";"cluster19"
"2025-07-19T09:00:24.354040";"cluster19"
"2025-07-19T09:01:42.290528";"cluster19"
"2025-07-19T09:00:24.354040";"cluster19"
"2025-07-19T08:59:48.430835";"cluster19"
"2025-07-19T09:02:57.971395";"cluster19"
"2025-07-19T09:07:08.864620";"cluster19"
"2025-07-19T09:07:53.795367";"cluster19"
"2025-07-19T09:11:56.561117";"cluster19"
"2025-07-19T09:12:12.123785";"cluster19"
"2025-07-19T09:16:08.968450";"cluster19"
"2025-07-19T09:24:25.239370";"cluster19"
"2025-07-19T09:24:50.770088";"cluster19"
"2025-07-19T09:25:03.211214";"cluster19"
"2025-07-19T09:25:21.181208";"cluster19"
"2025-07-19T09:28:08.988713";"cluster19"
"2025-07-19T09:29:06.908353";"cluster19"
"2025-07-19T09:32:46.656360";"cluster19"
"2025-07-19T09:32:56.868069";"cluster19"
"2025-07-19T09:33:21.981742";"cluster19"
"2025-07-19T09:33:53.246546";"cluster19"
"2025-07-19T09:36:45.757995";"cluster19"
"2025-07-19T09:42:51.510591";"cluster19"
"2025-07-19T09:43:40.058749";"cluster19"
"2025-07-19T09:44:03.341018";"cluster19"
"2025-07-19T09:45:55.604431";"cluster19"
"2025-07-19T09:44:15.342092";"cluster19"
"2025-07-19T09:46:58.672266";"cluster19"
"2025-07-19T09:49:41.035336";"cluster19"
"2025-07-19T09:49:58.690935";"cluster19"
"2025-07-19T09:50:10.714864";"cluster19"
"2025-07-19T09:50:19.899420";"cluster19"
"2025-07-19T09:50:37.222073";"cluster19"
"2025-07-19T09:50:47.725875";"cluster19"
"2025-07-19T09:57:17.726934";"cluster19"
"2025-07-19T09:57:33.440733";"cluster19"
"2025-07-19T09:59:11.322587";"cluster19"
"2025-07-19T10:00:56.179424";"cluster19"
"2025-07-19T10:01:07.490337";"cluster19"
"2025-07-19T10:00:38.048289";"cluster19"
"2025-07-19T10:01:23.316268";"cluster19"
"2025-07-19T10:01:20.790497";"cluster19"
"2025-07-19T10:02:55.373556";"cluster19"
"2025-07-19T10:03:10.131121";"cluster19"
"2025-07-19T10:03:35.044237";"cluster19"
"2025-07-19T10:03:49.288516";"cluster19"
"2025-07-19T10:04:00.852226";"cluster19"
"2025-07-19T10:06:37.227562";"cluster19"
"2025-07-19T10:06:48.520354";"cluster19"
"2025-07-19T10:10:38.231401";"cluster19"
"2025-07-19T10:19:53.906239";"cluster19"
"2025-07-19T10:20:06.275994";"cluster19"
"2025-07-19T10:08:22.038656";"cluster19"
"2025-07-19T10:22:35.300157";"cluster19"
"2025-07-19T10:22:49.770950";"cluster19"
"2025-07-19T10:23:35.129240";"cluster19"
"2025-07-19T10:23:56.629076";"cluster19"
"2025-07-19T10:24:36.682041";"cluster19"
"2025-07-19T10:24:54.323353";"cluster19"
"2025-07-19T10:24:58.715450";"cluster19"
"2025-07-19T10:25:27.761920";"cluster19"
"2025-07-19T10:25:44.466832";"cluster19"
"2025-07-19T10:25:55.295203";"cluster19"
"2025-07-19T10:25:14.680170";"cluster19"
"2025-07-19T10:26:23.836956";"cluster19"
"2025-07-19T10:26:46.722646";"cluster19"
"2025-07-19T10:28:00.529703";"cluster19"
"2025-07-19T10:30:24.609504";"cluster19"
"2025-07-19T10:27:57.453442";"cluster19"
"2025-07-19T10:32:52.935021";"cluster19"
"2025-07-19T10:35:15.279158";"cluster19"
"2025-07-19T10:36:19.891292";"cluster19"
"2025-07-19T10:36:52.639751";"cluster19"
"2025-07-19T10:38:23.254458";"cluster19"
"2025-07-19T10:38:36.842428";"cluster19"
"2025-07-19T10:41:15.496317";"cluster19"
"2025-07-19T10:41:22.199101";"cluster19"
"2025-07-19T10:45:15.993225";"cluster19"
"2025-07-19T10:46:20.468471";"cluster19"
"2025-07-19T10:47:15.901230";"cluster19"
"2025-07-19T10:50:33.482134";"cluster19"
"2025-07-19T10:50:50.500755";"cluster19"
"2025-07-19T10:50:48.133549";"cluster19"
"2025-07-19T10:51:07.056495";"cluster19"
"2025-07-19T10:54:19.900154";"cluster19"
"2025-07-19T10:55:25.508632";"cluster19"
"2025-07-19T10:55:33.424065";"cluster19"
"2025-07-19T10:55:41.399350";"cluster19"
"2025-07-19T10:55:58.892086";"cluster19"
"2025-07-19T10:56:27.568210";"cluster19"
"2025-07-19T11:00:58.548268";"cluster19"
"2025-07-19T11:01:19.577688";"cluster19"
"2025-07-19T11:02:16.549146";"cluster19"
"2025-07-19T11:02:44.437133";"cluster19"
"2025-07-19T11:02:52.013453";"cluster19"
"2025-07-19T11:03:26.489152";"cluster19"
"2025-07-19T11:04:26.746731";"cluster19"
"2025-07-19T11:04:47.407693";"cluster19"
"2025-07-19T11:06:45.041856";"cluster19"
"2025-07-19T11:11:25.194748";"cluster19"
"2025-07-19T11:12:40.386393";"cluster19"
"2025-07-19T11:13:58.005441";"cluster19"
"2025-07-19T11:14:29.717826";"cluster19"
"2025-07-19T11:14:50.887500";"cluster19"
"2025-07-19T11:15:07.505091";"cluster19"
"2025-07-19T11:15:18.812695";"cluster19"
"2025-07-19T11:15:30.288602";"cluster19"
"2025-07-19T11:15:45.469346";"cluster19"
"2025-07-19T11:15:56.360810";"cluster19"
"2025-07-19T11:17:38.567571";"cluster19"
"2025-07-19T11:17:51.392098";"cluster19"
"2025-07-19T11:18:01.384226";"cluster19"
"2025-07-19T11:18:16.561355";"cluster19"
"2025-07-19T11:18:30.098604";"cluster19"
"2025-07-19T11:20:14.436855";"cluster19"
"2025-07-19T11:23:32.713110";"cluster19"
"2025-07-19T11:26:44.032331";"cluster19"
"2025-07-19T11:27:31.437117";"cluster19"
"2025-07-19T11:28:55.721082";"cluster19"
"2025-07-19T11:29:57.469246";"cluster19"
"2025-07-19T11:30:09.702892";"cluster19"
"2025-07-19T11:30:25.542722";"cluster19"
"2025-07-19T11:30:39.074885";"cluster19"
"2025-07-19T11:31:22.523751";"cluster19"
"2025-07-19T11:31:40.569460";"cluster19"
"2025-07-19T11:49:43.927173";"cluster19"
"2025-07-19T11:51:21.740393";"cluster19"
"2025-07-19T11:51:33.917650";"cluster19"
"2025-07-19T11:51:56.461672";"cluster19"
"2025-07-19T11:52:44.086763";"cluster19"
"2025-07-19T11:53:14.989869";"cluster19"
"2025-07-19T11:53:29.141068";"cluster19"
"2025-07-19T11:53:51.169339";"cluster19"
"2025-07-19T11:54:04.060248";"cluster19"
"2025-07-19T11:54:20.888241";"cluster19"
"2025-07-19T12:02:17.851726";"cluster19"
"2025-07-19T12:18:13.843153";"cluster19"
"2025-07-19T12:25:56.361150";"cluster19"
"2025-07-19T12:31:20.411111";"cluster19"
"2025-07-19T12:33:58.959341";"cluster19"
"2025-07-20T08:38:41.455326";"cluster19"
"2025-07-20T08:57:42.767765";"cluster19"
"2025-07-20T09:02:48.475634";"cluster19"
"2025-07-20T09:23:21.273188";"cluster19"
"2025-07-20T09:23:53.545692";"cluster19"
"2025-07-20T09:24:59.422681";"cluster19"
"2025-07-20T09:42:30.191767";"cluster19"
"2025-07-20T09:42:51.562516";"cluster19"
"2025-07-20T09:53:12.774798";"cluster19"
"2025-07-20T09:55:52.792861";"cluster19"
"2025-07-20T10:01:22.924749";"cluster19"
"2025-07-20T10:02:27.009391";"cluster19"
"2025-07-20T10:07:56.563963";"cluster19"
"2025-07-20T10:11:12.565063";"cluster19"
"2025-07-20T10:11:29.175626";"cluster19"
"2025-07-20T10:17:42.683783";"cluster19"
"2025-07-20T10:19:09.471902";"cluster19"
"2025-07-20T10:20:49.725921";"cluster19"
"2025-07-20T10:34:31.273015";"cluster19"
"2025-07-20T10:41:08.816987";"cluster19"
"2025-07-20T10:41:29.139375";"cluster19"
"2025-07-20T10:47:09.619690";"cluster19"
"2025-07-20T10:54:19.467577";"cluster19"
"2025-07-20T10:54:29.237032";"cluster19"
"2025-07-20T10:54:59.246146";"cluster19"
"2025-07-20T11:03:23.207587";"cluster19"
"2025-07-20T11:32:38.451084";"cluster19"
"2025-07-20T11:20:27.906810";"cluster19"
"2025-07-20T11:18:26.702473";"cluster19"
"2025-07-20T11:34:15.152542";"cluster19"
"2025-07-20T11:28:16.457330";"cluster19"
"2025-07-20T11:02:14.861475";"cluster19"
"2025-07-20T11:17:39.051113";"cluster19"
"2025-07-20T11:07:48.547152";"cluster19"
"2025-07-20T11:08:00.647005";"cluster19"
"2025-07-20T11:28:48.579878";"cluster19"
"2025-07-20T11:32:00.320141";"cluster19"
"2025-07-20T10:57:50.982222";"cluster19"
